Owner,Team,League,Recipient,Amount,Election Year,Party
Herbert Simon,"Indiana Pacers, Indiana Fever","NBA, WNBA",BULLOCK FOR PRESIDENT,"$1,000 ",2020,Democrat
Herbert Simon,"Indiana Pacers, Indiana Fever","NBA, WNBA",FRIENDS OF JOHN DELANEY,"$1,000 ",2020,Democrat
Herbert Simon,"Indiana Pacers, Indiana Fever","NBA, WNBA",MAX ROSE FOR CONGRESS,"$1,000 ",2020,Democrat
Herbert Simon,"Indiana Pacers, Indiana Fever","NBA, WNBA",CONGRESSIONAL BLACK CAUCUS PAC,$500 ,2018,Democrat
Herbert Simon,"Indiana Pacers, Indiana Fever","NBA, WNBA",MIKE ESPY FOR SENATE CAMPAIGN COMMITTEE,$500 ,2018,Democrat
Herbert Simon,"Indiana Pacers, Indiana Fever","NBA, WNBA",ELISSA SLOTKIN FOR CONGRESS,$500 ,2020,Democrat
Herbert Simon,"Indiana Pacers, Indiana Fever","NBA, WNBA",PEOPLE FOR PATTY MURRAY,$500 ,2020,Democrat
Herbert Simon,"Indiana Pacers, Indiana Fever","NBA, WNBA",ACTBLUE,$250 ,2020,Democrat
Ilana Kloss,Los Angeles Dodgers,MLB,Biden for President,"$1,000 ",2020,Democrat
Jack Roush,Roush Fenway Racing,NASCAR,Stabenow Victory Fund,"$10,000 ",2018,Democrat
Jack Roush,Roush Fenway Racing,NASCAR,NRSC,"$5,000 ",2020,Republican
Jack Roush,Roush Fenway Racing,NASCAR,Trump Make America Great Again Committee,"$3,020 ",2020,Republican
Jack Roush,Roush Fenway Racing,NASCAR,Stabenow for US Senate,"$2,700 ",2016,Democrat
Jack Roush,Roush Fenway Racing,NASCAR,Bentivolio for Congress,"$2,500 ",2020,Republican
Jack Roush,Roush Fenway Racing,NASCAR,Bentivolio for Congress,"$2,340 ",2018,Republican
Jack Roush,Roush Fenway Racing,NASCAR,"Rand Paul for President, Inc.","$1,000 ",2016,Republican
Jack Roush,Roush Fenway Racing,NASCAR,Republican National Committee,"$1,000 ",2018,Republican
Jack Roush,Roush Fenway Racing,NASCAR,Remember Mississippi,"$1,000 ",2018,"Bipartisan, but mostly Republican"
Jack Roush,Roush Fenway Racing,NASCAR,Huck Pac,"$1,000 ",2020,Republican
Jack Roush,Roush Fenway Racing,NASCAR,"John James for Senate, Inc.","$1,000 ",2020,Republican
Jack Roush,Roush Fenway Racing,NASCAR,Kevin McCarthy for Congress,"$1,000 ",2020,Republican
Jack Roush,Roush Fenway Racing,NASCAR,Slocum for Congress,"$1,000 ",2020,Republican
James Dinan,Milwaukee Bucks,NBA,Senate Majority PAC,"$100,000 ",2016,Democrat
James Dinan,Milwaukee Bucks,NBA,Biden Action Fund,"$50,000 ",2020,Democrat
James Dinan,Milwaukee Bucks,NBA,Hillary Action Fund,"$10,000 ",2016,Democrat
James Dinan,Milwaukee Bucks,NBA,DNC Services Corp./Dem. Nat'l Committee,"$7,300 ",2016,Democrat
James Dinan,Milwaukee Bucks,NBA,Russ for Wisconsin,"$5,400 ",2016,Democrat
James Dinan,Milwaukee Bucks,NBA,Gillibrand Victory Fund,"$5,400 ",2018,Democrat
James Dinan,Milwaukee Bucks,NBA,Managed Funds Association Political Action Committee,"$5,000 ",2016,"Bipartisan, but mostly Republican"
James Dinan,Milwaukee Bucks,NBA,Managed Funds Association Political Action Committee ,"$5,000 ",2018,"Bipartisan, but mostly Republican"
James Dinan,Milwaukee Bucks,NBA,Biden For President,"$2,800 ",2020,Democrat
James Dinan,Milwaukee Bucks,NBA,Hillary For America,"$2,700 ",2016,Democrat
James Dinan,Milwaukee Bucks,NBA,Romney for Utah Inc.,"$2,700 ",2018,Republican
James Dinan,Milwaukee Bucks,NBA,MONTANANS FOR TESTER,"$2,700 ",2018,Democrat
James Dinan,Milwaukee Bucks,NBA,Bennet for Colorado,"$1,000 ",2016,Democrat
James Dinan,Milwaukee Bucks,NBA,Friends of Schumer,$100 ,2016,Democrat
James Irsay,Indianapolis Colts,NFL,SENATE MAJORITY PAC,"$25,000 ",2016,Democrat
James Irsay,Indianapolis Colts,NFL,Gridiron-Pac,"$10,000 ",2016,Bipartisan
James Irsay,Indianapolis Colts,NFL,Team Holcomb,"$10,000 ",2018,Republican
James Irsay,Indianapolis Colts,NFL,Gridiron-Pac,"$10,000 ",2018,Bipartisan
James Irsay,Indianapolis Colts,NFL,Gridiron-PAC,"$10,000 ",2020,Bipartisan
James Irsay,Indianapolis Colts,NFL,WINRED,$100 ,2020,Republican
James L. Dolan,"New York Knicks, New York Rangers","NBA, NHL",REPUBLICAN NATIONAL COMMITTEE,"$355,000 ",2020,Republican
James L. Dolan,"New York Knicks, New York Rangers","NBA, NHL",TRUMP VICTORY,"$355,000 ",2020,Republican
James L. Dolan,"New York Knicks, New York Rangers","NBA, NHL",REPUBLICAN NATIONAL COMMITTEE,"$339,000 ",2018,Republican
James L. Dolan,"New York Knicks, New York Rangers","NBA, NHL",TRUMP VICTORY,"$300,000 ",2016,Republican
James L. Dolan,"New York Knicks, New York Rangers","NBA, NHL",TRUMP VICTORY,"$125,000 ",2018,Republican
James L. Dolan,"New York Knicks, New York Rangers","NBA, NHL",LONG ISLANDERS FOR TRUTH INC,"$100,000 ",2016,Democrat
James L. Dolan,"New York Knicks, New York Rangers","NBA, NHL",SUOZZI VICTORY FUND,"$10,000 ",2016,Democrat
James L. Dolan,"New York Knicks, New York Rangers","NBA, NHL",SUOZZI VICTORY FUND,"$10,000 ",2018,Democrat
James L. Dolan,"New York Knicks, New York Rangers","NBA, NHL",ELISE VICTORY FUND,"$5,600 ",2020,Republican
James L. Dolan,"New York Knicks, New York Rangers","NBA, NHL",SUOZZI FOR CONGRESS,"$5,400 ",2018,Democrat
James L. Dolan,"New York Knicks, New York Rangers","NBA, NHL",COMMON GOOD PAC,"$5,000 ",2018,Democrat
Janice S. McNair,Houston Texans,NFL,TRUMP VICTORY,"$449,000 ",2016,Republican
Janice S. McNair,Houston Texans,NFL,PROTECT THE HOUSE,"$371,500 ",2018,Republican
Janice S. McNair,Houston Texans,NFL,TEAM RYAN,"$250,400 ",2018,Republican
Janice S. McNair,Houston Texans,NFL,TEAM RYAN,"$244,200 ",2016,Republican
Janice S. McNair,Houston Texans,NFL,Gridiron-PAC,"$10,000 ",2016,Bipartisan
Janice S. McNair,Houston Texans,NFL,HARRIS COUNTY REPUBLICAN PARTY FEDERAL COMMITTEE,"$10,000 ",2020,Republican
Janice S. McNair,Houston Texans,NFL,BRADY VICTORY FUND,"$5,400 ",2018,Republican
Janice S. McNair,Houston Texans,NFL,TEAM GRAHAM INC,"$5,400 ",2018,Republican
Janice S. McNair,Houston Texans,NFL,TIM SCOTT FOR SENATE,"$5,400 ",2018,Republican
Janice S. McNair,Houston Texans,NFL,RICK SCOTT FOR FLORIDA,"$5,000 ",2018,Republican
Janice S. McNair,Houston Texans,NFL,Gridiron-PAC,"$5,000 ",2018,Bipartisan
Janice S. McNair,Houston Texans,NFL,"JEB 2016, INC.","$2,700 ",2016,Republican
Janice S. McNair,Houston Texans,NFL,LINDSEY GRAHAM 2016,"$2,700 ",2016,Republican
Janice S. McNair,Houston Texans,NFL,SCOTT WALKER INC,"$2,700 ",2016,Republican
Jeanie Buss (Buss Family Trusts),Los Angeles Lakers,NBA,KANEW FOR CONGRESS,"$2,708 ",2018,Democrat
Jeanie Buss (Buss Family Trusts),Los Angeles Lakers,NBA,Kamala Harris For The People,"$2,700 ",2020,Democrat
Jeanie Buss (Buss Family Trusts),Los Angeles Lakers,NBA,ACTBLUE,$270 ,2018,Democrat
Jeanie Buss (Buss Family Trusts),Los Angeles Lakers,NBA,ACTBLUE,$270 ,2020,Democrat
Jeff Dickerson,Spire Motorsports,NASCAR,THE LINCOLN PROJECT,$400 ,2020,Democrat
Jeff Dickerson,Spire Motorsports,NASCAR,BIDEN FOR PRESIDENT,$250 ,2020,Democrat
Jeff Vinik,Tampa Bay Lightning,NHL,RICK SCOTT VICTORY FUND,"$39,300 ",2018,Republican
Jeff Vinik,Tampa Bay Lightning,NHL,FLORIDA FIRST PROJECT,"$20,000 ",2016,Republican
Jeff Vinik,Tampa Bay Lightning,NHL,"JEB 2016, INC.","$2,700 ",2016,Republican
Jeff Vinik,Tampa Bay Lightning,NHL,MARCO RUBIO FOR PRESIDENT,"$2,700 ",2016,Republican
Jeff Vinik,Tampa Bay Lightning,NHL,MARCO RUBIO FOR SENATE 2016,"$2,700 ",2016,Republican
Jeff Vinik,Tampa Bay Lightning,NHL,BILIRAKIS FOR CONGRESS,"$1,000 ",2020,Republican
Jeff Vinik,Tampa Bay Lightning,NHL,CHARLIE CRIST FOR CONGRESS,"$1,000 ",2020,Democrat
Jeff Vinik,Tampa Bay Lightning,NHL,BILIRAKIS FOR CONGRESS,$500 ,2018,Republican
Jeffrey Lurie,Philadelphia Eagles,NFL,Gridiron-PAC,"$10,000 ",2016,Bipartisan
Jeffrey Lurie,Philadelphia Eagles,NFL,Gridiron-PAC,"$10,000 ",2018,Bipartisan
Jeffrey Lurie,Philadelphia Eagles,NFL,Gridiron-PAC,"$5,000 ",2020,Bipartisan
Jeffrey Lurie,Philadelphia Eagles,NFL,HILLARY FOR AMERICA,"$2,700 ",2016,Democrat
Jeremy M. Jacobs and Jerry Jacobs Jr.,Boston Bruins,NHL,TRUMP VICTORY,"$100,000 ",2016,Republican
Jeremy M. Jacobs and Jerry Jacobs Jr.,Boston Bruins,NHL,"DELAWARE NORTH COMPANIES, INC. POLITICAL ACTION COMMITTEE","$20,000 ",2016,Bipartisan
Jeremy M. Jacobs and Jerry Jacobs Jr.,Boston Bruins,NHL,"DELAWARE NORTH COMPANIES, INC. POLITICAL ACTION COMMITTEE","$20,000 ",2018,Bipartisan
Jeremy M. Jacobs and Jerry Jacobs Jr.,Boston Bruins,NHL,HILLARY VICTORY FUND,"$15,000 ",2016,Democrat
Jeremy M. Jacobs and Jerry Jacobs Jr.,Boston Bruins,NHL,U.S. TRAVEL ASSOCIATION PAC,"$10,000 ",2016,Bipartisan
Jeremy M. Jacobs and Jerry Jacobs Jr.,Boston Bruins,NHL,U.S. TRAVEL ASSOCIATION PAC,"$10,000 ",2018,Bipartisan
Jeremy M. Jacobs and Jerry Jacobs Jr.,Boston Bruins,NHL,COLLINS FOR CONGRESS,"$5,700 ",2018,Republican
Jeremy M. Jacobs and Jerry Jacobs Jr.,Boston Bruins,NHL,JACOBS FOR CONGRESS,"$5,600 ",2020,Republican
Jeremy M. Jacobs and Jerry Jacobs Jr.,Boston Bruins,NHL,U.S. TRAVEL ASSOCIATION PAC,"$5,000 ",2020,Bipartisan
Jeremy M. Jacobs and Jerry Jacobs Jr.,Boston Bruins,NHL,COLLINS VICTORY FUND,"$4,300 ",2018,Republican
Jeremy M. Jacobs and Jerry Jacobs Jr.,Boston Bruins,NHL,COMMITTEE TO ELECT DAN KOH,"$2,700 ",2018,Democrat
Jeremy M. Jacobs and Jerry Jacobs Jr.,Boston Bruins,NHL,GREG FOR MONTANA,"$2,500 ",2018,Republican
Jeremy M. Jacobs and Jerry Jacobs Jr.,Boston Bruins,NHL,GILLIBRAND FOR SENATE,"$2,100 ",2018,Democrat
Jeremy M. Jacobs and Jerry Jacobs Jr.,Boston Bruins,NHL,FRIENDS OF JOHN BOEHNER,"$2,000 ",2016,Republican
Jeremy M. Jacobs and Jerry Jacobs Jr.,Boston Bruins,NHL,FRIENDS OF PATRICK MURPHY,"$1,000 ",2016,Democrat
Jeremy M. Jacobs and Jerry Jacobs Jr.,Boston Bruins,NHL,KATHLEEN MATTHEWS FOR CONGRESS,"$1,000 ",2016,Democrat
Jeremy M. Jacobs and Jerry Jacobs Jr.,Boston Bruins,NHL,MCKINLEY FOR CONGRESS,"$1,000 ",2018,Republican
Jeremy M. Jacobs and Jerry Jacobs Jr.,Boston Bruins,NHL,TOM REED FOR CONGRESS,$500 ,2016,Republican
Jerry Bruckheimer,Seattle Kraken,NHL,GUTHRIE FOR CONGRESS,$250 ,2020,Republican
Jerry Jones,Dallas Cowboys,NFL,America Leads,"$200,000 ",2016,Republican
Jerry Jones,Dallas Cowboys,NFL,Gridiron-PAC,"$10,000 ",2016,Bipartisan
Jerry Jones,Dallas Cowboys,NFL,Gridiron-PAC,"$10,000 ",2018,Bipartisan
Jerry Jones,Dallas Cowboys,NFL,Colin Allred for Congress,"$5,000 ",2018,Democrat
Jerry Jones,Dallas Cowboys,NFL,Gridiron-PAC,"$4,650 ",2020,Bipartisan
Jerry Jones,Dallas Cowboys,NFL,"Chris Christie for President, Inc.","$2,700 ",2016,Republican
Jerry Jones,Dallas Cowboys,NFL,Kay Granger Campaign Fund,"$2,700 ",2016,Republican
Jerry Jones,Dallas Cowboys,NFL,Portman for Senate Committee,"$2,700 ",2016,Republican
Jerry Jones,Dallas Cowboys,NFL,The Congressman Joe Barton Committee,"$2,700 ",2016,Republican
Jerry Jones,Dallas Cowboys,NFL,Lance Gooden for Congress Committee,"$2,700 ",2018,Republican
Jerry Jones,Dallas Cowboys,NFL,Cole for Congress,$500 ,2018,Republican
Jerry Reinsdorf,"Chicago Bulls, Chicago White Sox","NBA, MLB",GOVERN OR GO HOME,"$300,000 ",2018,N/A
Jerry Reinsdorf,"Chicago Bulls, Chicago White Sox","NBA, MLB",UNITED TOGETHER,"$300,000 ",2018,N/A
Jerry Reinsdorf,"Chicago Bulls, Chicago White Sox","NBA, MLB",DUTY AND COUNTRY,"$200,000 ",2018,Democrat
Jerry Reinsdorf,"Chicago Bulls, Chicago White Sox","NBA, MLB","UNITED FOR PROGRESS, INC.","$200,000 ",2018,N/A
Jerry Reinsdorf,"Chicago Bulls, Chicago White Sox","NBA, MLB",CITIZENS FOR A STRONG AMERICA INC,"$200,000 ",2018,Republican
Jerry Reinsdorf,"Chicago Bulls, Chicago White Sox","NBA, MLB",Illinois Democrats for Change,"$100,000 ",2020,Democrat
Jerry Reinsdorf,"Chicago Bulls, Chicago White Sox","NBA, MLB",NRSC,"$100,000 ",2020,Republican
Jerry Reinsdorf,"Chicago Bulls, Chicago White Sox","NBA, MLB",PROBLEM SOLVERS PATRIOTS,"$84,000 ",2020,Republican
Jerry Reinsdorf,"Chicago Bulls, Chicago White Sox","NBA, MLB",OFFICE OF THE COMMISSIONER OF MAJOR LEAGUE BASEBALL POLITICAL ACTION COMMITTEE,"$10,000 ",2016,Bipartisan
Jerry Reinsdorf,"Chicago Bulls, Chicago White Sox","NBA, MLB",NEW JERSEY DEMOCRATIC STATE COMMITTEE,"$10,000 ",2018,Democrat
Jerry Reinsdorf,"Chicago Bulls, Chicago White Sox","NBA, MLB",OFFICE OF THE COMMISSIONER OF MAJOR LEAGUE BASEBALL POLITICAL ACTION COMMITTEE,"$10,000 ",2018,Bipartisan
Jerry Reinsdorf,"Chicago Bulls, Chicago White Sox","NBA, MLB",COLLINS FOR SENATOR,"$5,600 ",2020,Republican
Jerry Reinsdorf,"Chicago Bulls, Chicago White Sox","NBA, MLB",COMMITTEE TO RE-ELECT STEVE WATKINS,"$5,600 ",2020,Republican
Jerry Reinsdorf,"Chicago Bulls, Chicago White Sox","NBA, MLB",Ernst Victory Iowa,"$5,600 ",2020,Republican
Jerry Reinsdorf,"Chicago Bulls, Chicago White Sox","NBA, MLB",Kinzinger for Congress,"$5,600 ",2020,Republican
Jerry Reinsdorf,"Chicago Bulls, Chicago White Sox","NBA, MLB",Mike Bost for Congress Committe,"$5,600 ",2020,Republican
Jerry Reinsdorf,"Chicago Bulls, Chicago White Sox","NBA, MLB",Perdue for Senate,"$5,600 ",2020,Republican
Jerry Reinsdorf,"Chicago Bulls, Chicago White Sox","NBA, MLB",REED VICTORY COMMITTEE,"$5,600 ",2020,Republican
Jerry Reinsdorf,"Chicago Bulls, Chicago White Sox","NBA, MLB",DAN LIPINSKI FOR CONGRESS,"$5,600 ",2020,Democrat
Jerry Reinsdorf,"Chicago Bulls, Chicago White Sox","NBA, MLB",Friends of Dick Durbin Committee,"$5,600 ",2020,Democrat
Jerry Reinsdorf,"Chicago Bulls, Chicago White Sox","NBA, MLB",TOM O'HALLERAN FOR CONGRESS,"$5,600 ",2020,Democrat
Jerry Reinsdorf,"Chicago Bulls, Chicago White Sox","NBA, MLB",FRIENDS OF JOHN MCCAIN INC,"$5,400 ",2016,Republican
Jerry Reinsdorf,"Chicago Bulls, Chicago White Sox","NBA, MLB",FRIENDS OF KELLY AYOTTE INC,"$5,400 ",2016,Republican
Jerry Reinsdorf,"Chicago Bulls, Chicago White Sox","NBA, MLB",FRIENDS OF CHERI BUSTOS,"$5,400 ",2016,Democrat
Jerry Reinsdorf,"Chicago Bulls, Chicago White Sox","NBA, MLB",BILL CASSIDY FOR US SENATE,"$5,400 ",2018,Republican
Jerry Reinsdorf,"Chicago Bulls, Chicago White Sox","NBA, MLB",DEB FISCHER FOR US SENATE,"$5,400 ",2018,Republican
Jerry Reinsdorf,"Chicago Bulls, Chicago White Sox","NBA, MLB",FRIENDS OF JOHN BARRASSO,"$5,400 ",2018,Republican
Jerry Reinsdorf,"Chicago Bulls, Chicago White Sox","NBA, MLB","HOOSIERS FOR ROKITA, INC.","$5,400 ",2018,Republican
Jerry Reinsdorf,"Chicago Bulls, Chicago White Sox","NBA, MLB",JEFF FLAKE FOR US SENATE INC,"$5,400 ",2018,Republican
Jerry Reinsdorf,"Chicago Bulls, Chicago White Sox","NBA, MLB",KINZINGER FOR CONGRESS,"$5,400 ",2018,Republican
Jerry Reinsdorf,"Chicago Bulls, Chicago White Sox","NBA, MLB",MCSALLY FOR SENATE INC,"$5,400 ",2018,Republican
Jerry Reinsdorf,"Chicago Bulls, Chicago White Sox","NBA, MLB",MIKE BOST FOR CONGRESS COMMITTEE,"$5,400 ",2018,Republican
Jerry Reinsdorf,"Chicago Bulls, Chicago White Sox","NBA, MLB",ROSENDALE VICTORY FUND,"$5,400 ",2018,Republican
Jerry Reinsdorf,"Chicago Bulls, Chicago White Sox","NBA, MLB",TIM SCOTT FOR SENATE,"$5,400 ",2018,Republican
Jerry Reinsdorf,"Chicago Bulls, Chicago White Sox","NBA, MLB",TOM REED FOR CONGRESS,"$5,400 ",2018,Republican
Jerry Reinsdorf,"Chicago Bulls, Chicago White Sox","NBA, MLB",CHARLIE CRIST FOR CONGRESS,"$5,400 ",2018,Democrat
Jerry Reinsdorf,"Chicago Bulls, Chicago White Sox","NBA, MLB",DAN LIPINSKI FOR CONGRESS,"$5,400 ",2018,Democrat
Jerry Reinsdorf,"Chicago Bulls, Chicago White Sox","NBA, MLB",DONNELLY FOR INDIANA,"$5,400 ",2018,Democrat
Jerry Reinsdorf,"Chicago Bulls, Chicago White Sox","NBA, MLB",JOSH GOTTHEIMER FOR CONGRESS,"$5,400 ",2018,Democrat
Jerry Reinsdorf,"Chicago Bulls, Chicago White Sox","NBA, MLB",MONTANANS FOR TESTER,"$5,400 ",2018,Democrat
Jerry Reinsdorf,"Chicago Bulls, Chicago White Sox","NBA, MLB",QUIGLEY FOR CONGRESS,"$5,400 ",2018,Democrat
Jerry Reinsdorf,"Chicago Bulls, Chicago White Sox","NBA, MLB",SCHNEIDER FOR CONGRESS,"$5,400 ",2018,Democrat
Jerry Reinsdorf,"Chicago Bulls, Chicago White Sox","NBA, MLB",SUOZZI FOR CONGRESS,"$5,400 ",2018,Democrat
Jerry Reinsdorf,"Chicago Bulls, Chicago White Sox","NBA, MLB",TOM O'HALLERAN FOR CONGRESS,"$5,400 ",2018,Democrat
Jerry Reinsdorf,"Chicago Bulls, Chicago White Sox","NBA, MLB",JOSH GOTTHEIMER FOR CONGRESS,"$5,400 ",2020,Democrat
Jerry Reinsdorf,"Chicago Bulls, Chicago White Sox","NBA, MLB",KIRK VICTORY COMMITTEE,"$5,000 ",2016,Republican
Jerry Reinsdorf,"Chicago Bulls, Chicago White Sox","NBA, MLB",TIM SCOTT FOR SENATE,"$5,000 ",2016,Republican
Jerry Reinsdorf,"Chicago Bulls, Chicago White Sox","NBA, MLB",GOLDEN RULE PAC,"$5,000 ",2018,Democrat
Jerry Reinsdorf,"Chicago Bulls, Chicago White Sox","NBA, MLB",GREEN VICTORY FUND,"$5,000 ",2020,Republican
Jerry Reinsdorf,"Chicago Bulls, Chicago White Sox","NBA, MLB",SCOTT TAYLOR FOR SENATE,"$5,000 ",2020,Republican
Jerry Reinsdorf,"Chicago Bulls, Chicago White Sox","NBA, MLB",OFFICE OF THE COMMISSIONER OF MAJOR LEAGUE BASEBALL POLITICAL ACTION COMMITTEE,"$5,000 ",2020,Bipartisan
Jerry Reinsdorf,"Chicago Bulls, Chicago White Sox","NBA, MLB",DOLD FOR CONGRESS,"$3,700 ",2016,Republican
Jerry Reinsdorf,"Chicago Bulls, Chicago White Sox","NBA, MLB",ROSKAM FOR CONGRESS COMMITTEE,"$3,700 ",2018,Republican
Jerry Reinsdorf,"Chicago Bulls, Chicago White Sox","NBA, MLB",Americans for Parnell Committee,"$2,800 ",2020,Republican
Jerry Reinsdorf,"Chicago Bulls, Chicago White Sox","NBA, MLB",Ferguson Victory Fund,"$2,800 ",2020,Republican
Jerry Reinsdorf,"Chicago Bulls, Chicago White Sox","NBA, MLB",Jim 2020 Committee,"$2,800 ",2020,Republican
Jerry Reinsdorf,"Chicago Bulls, Chicago White Sox","NBA, MLB",Matt Rosendale for Montana,"$2,800 ",2020,Republican
Jerry Reinsdorf,"Chicago Bulls, Chicago White Sox","NBA, MLB",Brindisi for Congress,"$2,800 ",2020,Democrat
Jerry Reinsdorf,"Chicago Bulls, Chicago White Sox","NBA, MLB",Hickenlooper for Colorado,"$2,800 ",2020,Democrat
Jerry Reinsdorf,"Chicago Bulls, Chicago White Sox","NBA, MLB",FRIENDS OF MIA LOVE,"$2,700 ",2016,Republican
Jerry Reinsdorf,"Chicago Bulls, Chicago White Sox","NBA, MLB",SASSE LEADERSHIP COMMITTEE,"$2,700 ",2016,Republican
Jerry Reinsdorf,"Chicago Bulls, Chicago White Sox","NBA, MLB",EVAN BAYH COMMITTEE,"$2,700 ",2016,Democrat
Jerry Reinsdorf,"Chicago Bulls, Chicago White Sox","NBA, MLB",COMMITTEE TO ELECT STEVE WATKINS,"$2,700 ",2018,Republican
Jerry Reinsdorf,"Chicago Bulls, Chicago White Sox","NBA, MLB",FRIENDS OF S. ASHLEY NICKLOES,"$2,700 ",2018,Republican
Jerry Reinsdorf,"Chicago Bulls, Chicago White Sox","NBA, MLB",RANDY HULTGREN FOR CONGRESS,"$2,700 ",2018,Republican
Jerry Reinsdorf,"Chicago Bulls, Chicago White Sox","NBA, MLB",STRANGE FOR SENATE,"$2,700 ",2018,Republican
Jerry Reinsdorf,"Chicago Bulls, Chicago White Sox","NBA, MLB",FRIENDS OF DICK DURBIN COMMITTEE,"$2,700 ",2018,Democrat
Jerry Reinsdorf,"Chicago Bulls, Chicago White Sox","NBA, MLB",STANTON FOR CONGRESS,"$2,700 ",2018,Democrat
Jerry Reinsdorf,"Chicago Bulls, Chicago White Sox","NBA, MLB",STANTON FOR CONGRESS,"$2,700 ",2020,Democrat
Jerry Reinsdorf,"Chicago Bulls, Chicago White Sox","NBA, MLB",KINZINGER FOR CONGRESS,"$2,500 ",2016,Republican
Jerry Reinsdorf,"Chicago Bulls, Chicago White Sox","NBA, MLB",MIKE BOST FOR CONGRESS COMMITTEE,"$2,500 ",2016,Republican
Jerry Reinsdorf,"Chicago Bulls, Chicago White Sox","NBA, MLB",DURBIN VICTORY FUND,"$2,500 ",2018,Democrat
Jerry Reinsdorf,"Chicago Bulls, Chicago White Sox","NBA, MLB",BOST Pac,"$2,500 ",2020,Republican
Jerry Reinsdorf,"Chicago Bulls, Chicago White Sox","NBA, MLB",Winred,"$2,500 ",2020,Republican
Jerry Reinsdorf,"Chicago Bulls, Chicago White Sox","NBA, MLB",KATKO FOR CONGRESS,"$1,000 ",2016,Republican
Jerry Reinsdorf,"Chicago Bulls, Chicago White Sox","NBA, MLB",UNIVERSITY PUBLIC ISSUES COMMITTEE AKA UPIC,"$1,000 ",2016,"Bipartisan, but mostly Democratic"
Jerry Reinsdorf,"Chicago Bulls, Chicago White Sox","NBA, MLB",PETE SESSIONS FOR CONGRESS,"$1,000 ",2018,Republican
Jerry Reinsdorf,"Chicago Bulls, Chicago White Sox","NBA, MLB",UNIVERSITY PUBLIC ISSUES COMMITTEE AKA UPIC,"$1,000 ",2018,"Bipartisan, but mostly Democratic"
Jim Crane,Houston Astros,MLB,Office of the Commissioner of Major League Baseball Political Action Committee,"$10,000 ",2016,Bipartisan
Jim Crane,Houston Astros,MLB,Office of the Commissioner of Major League Baseball Political Action Committee,"$10,000 ",2018,Bipartisan
Jim Crane,Houston Astros,MLB,Alex T for Congress,"$5,400 ",2018,Democrat
Jim Crane,Houston Astros,MLB,DCCC,"$5,000 ",2016,Democrat
Jim Crane,Houston Astros,MLB,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,"$5,000 ",2016,Democrat
Jim Crane,Houston Astros,MLB,Office of the Commissioner of Major League Baseball Political Action Committee,"$5,000 ",2020,Bipartisan
Jim Pohlad,Minnesota Twins,MLB,HILLARY VICTORY FUND,"$110,000 ",2016,Democrat
Jim Pohlad,Minnesota Twins,MLB,TINA SMITH VICTORY,"$12,700 ",2018,Democrat
Jim Pohlad,Minnesota Twins,MLB,OFFICE OF THE COMMISSIONER OF MAJOR LEAGUE BASEBALL POLITICAL ACTION COMMITTEE,"$10,000 ",2016,Bipartisan
Jim Pohlad,Minnesota Twins,MLB,OFFICE OF THE COMMISSIONER OF MAJOR LEAGUE BASEBALL POLITICAL ACTION COMMITTEE,"$10,000 ",2018,Bipartisan
Jim Pohlad,Minnesota Twins,MLB,AMY FOR AMERICA,"$5,600 ",2020,Democrat
Jim Pohlad,Minnesota Twins,MLB,ANGIE CRAIG FOR CONGRESS,"$5,600 ",2020,Democrat
Jim Pohlad,Minnesota Twins,MLB,Biden Victory Fund,"$5,600 ",2020,Democrat
Jim Pohlad,Minnesota Twins,MLB,TINA SMITH FOR MINNESOTA,"$5,600 ",2020,Democrat
Jim Pohlad,Minnesota Twins,MLB,ANGIE CRAIG FOR CONGRESS,"$5,400 ",2018,Democrat
Jim Pohlad,Minnesota Twins,MLB,DEAN PHILLIPS FOR CONGRESS,"$5,400 ",2018,Democrat
Jim Pohlad,Minnesota Twins,MLB,HEIDI FOR SENATE,"$5,400 ",2018,Democrat
Jim Pohlad,Minnesota Twins,MLB,RADINOVICH FOR CONGRESS,"$5,400 ",2018,Democrat
Jim Pohlad,Minnesota Twins,MLB,OFFICE OF THE COMMISSIONER OF MAJOR LEAGUE BASEBALL POLITICAL ACTION COMMITTEE,"$5,000 ",2020,Bipartisan
Jim Pohlad,Minnesota Twins,MLB,DEAN PHILLIPS FOR CONGRESS,"$2,800 ",2020,Democrat
Jim Pohlad,Minnesota Twins,MLB,WIN THE ERA PAC,"$2,800 ",2020,Democrat
Jim Pohlad,Minnesota Twins,MLB,ANGIE CRAIG FOR CONGRESS,"$2,700 ",2016,Democrat
Jim Pohlad,Minnesota Twins,MLB,FRIENDS OF DAN FEEHAN,"$2,700 ",2018,Democrat
Jim Pohlad,Minnesota Twins,MLB,KAINE FOR VIRGINIA,"$2,700 ",2018,Democrat
Jim Pohlad,Minnesota Twins,MLB,MARGARET FOR CONGRESS,"$2,700 ",2018,Democrat
Jim Pohlad,Minnesota Twins,MLB,KLOBUCHAR FOR MINNESOTA,"$2,500 ",2016,Democrat
Jim Pohlad,Minnesota Twins,MLB,DIBBLE FOR CONGRESS,$600 ,2018,Democrat
Jim Pohlad,Minnesota Twins,MLB,KLOBUCHAR FOR MINNESOTA,$400 ,2018,Democrat
Jim Pohlad,Minnesota Twins,MLB,KLOBUCHAR FOR MINNESOTA,$400 ,2018,Democrat
