RespondentID,Do you celebrate Thanksgiving?,What is typically the main dish at your Thanksgiving dinner?,What is typically the main dish at your Thanksgiving dinner? - Other (please specify),How is the main dish typically cooked?,How is the main dish typically cooked? - Other (please specify),What kind of stuffing/dressing do you typically have?,What kind of stuffing/dressing do you typically have? - Other (please specify),What type of cranberry saucedo you typically have?,What type of cranberry saucedo you typically have? - Other (please specify),Do you typically have gravy?,Which of these side dishes aretypically served at your Thanksgiving dinner? Please select all that apply. - Brussel sprouts,Which of these side dishes aretypically served at your Thanksgiving dinner? Please select all that apply. - Carrots,Which of these side dishes aretypically served at your Thanksgiving dinner? Please select all that apply. - Cauliflower,Which of these side dishes aretypically served at your Thanksgiving dinner? Please select all that apply. - Corn,Which of these side dishes aretypically served at your Thanksgiving dinner? Please select all that apply. - Cornbread,Which of these side dishes aretypically served at your Thanksgiving dinner? Please select all that apply. - Fruit salad,Which of these side dishes aretypically served at your Thanksgiving dinner? Please select all that apply. - Green beans/green bean casserole,Which of these side dishes aretypically served at your Thanksgiving dinner? Please select all that apply. - Macaroni and cheese,Which of these side dishes aretypically served at your Thanksgiving dinner? Please select all that apply. - Mashed potatoes,Which of these side dishes aretypically served at your Thanksgiving dinner? Please select all that apply. - Rolls/biscuits,Which of these side dishes aretypically served at your Thanksgiving dinner? Please select all that apply. - Squash,Which of these side dishes aretypically served at your Thanksgiving dinner? Please select all that apply. - Vegetable salad,Which of these side dishes aretypically served at your Thanksgiving dinner? Please select all that apply. - Yams/sweet potato casserole,Which of these side dishes aretypically served at your Thanksgiving dinner? Please select all that apply. - Other (please specify),Which of these side dishes aretypically served at your Thanksgiving dinner? Please select all that apply. - Other (please specify),Which type of pie is typically served at your Thanksgiving dinner? Please select all that apply. - Apple,Which type of pie is typically served at your Thanksgiving dinner? Please select all that apply. - Buttermilk,Which type of pie is typically served at your Thanksgiving dinner? Please select all that apply. - Cherry,Which type of pie is typically served at your Thanksgiving dinner? Please select all that apply. - Chocolate,Which type of pie is typically served at your Thanksgiving dinner? Please select all that apply. - Coconut cream,Which type of pie is typically served at your Thanksgiving dinner? Please select all that apply. - Key lime,Which type of pie is typically served at your Thanksgiving dinner? Please select all that apply. - Peach,Which type of pie is typically served at your Thanksgiving dinner? Please select all that apply. - Pecan,Which type of pie is typically served at your Thanksgiving dinner? Please select all that apply. - Pumpkin,Which type of pie is typically served at your Thanksgiving dinner? Please select all that apply. - Sweet Potato,Which type of pie is typically served at your Thanksgiving dinner? Please select all that apply. - None,Which type of pie is typically served at your Thanksgiving dinner? Please select all that apply. - Other (please specify),Which type of pie is typically served at your Thanksgiving dinner? Please select all that apply. - Other (please specify),Which of these desserts do you typically have at Thanksgiving dinner? Please select all that apply.   - Apple cobbler,Which of these desserts do you typically have at Thanksgiving dinner? Please select all that apply.   - Blondies,Which of these desserts do you typically have at Thanksgiving dinner? Please select all that apply.   - Brownies,Which of these desserts do you typically have at Thanksgiving dinner? Please select all that apply.   - Carrot cake,Which of these desserts do you typically have at Thanksgiving dinner? Please select all that apply.   - Cheesecake,Which of these desserts do you typically have at Thanksgiving dinner? Please select all that apply.   - Cookies,Which of these desserts do you typically have at Thanksgiving dinner? Please select all that apply.   - Fudge,Which of these desserts do you typically have at Thanksgiving dinner? Please select all that apply.   - Ice cream,Which of these desserts do you typically have at Thanksgiving dinner? Please select all that apply.   - Peach cobbler,Which of these desserts do you typically have at Thanksgiving dinner? Please select all that apply.   - None,Which of these desserts do you typically have at Thanksgiving dinner? Please select all that apply.   - Other (please specify),Which of these desserts do you typically have at Thanksgiving dinner? Please select all that apply.   - Other (please specify),Do you typically pray before or after the Thanksgiving meal?,How far will you travel for Thanksgiving?,Will you watch any of the following programs on Thanksgiving? Please select all that apply. - Macy's Parade,"What's the age cutoff at your ""kids' table"" at Thanksgiving?",Have you ever tried to meet up with hometown friends on Thanksgiving night?,"Have you ever attended a ""Friendsgiving?""",Will you shop any Black Friday sales on Thanksgiving Day?,Do you work in retail?,Will you employer make you work on Black Friday?,How would you describe where you live?,Age,What is your gender?,How much total combined money did all members of your HOUSEHOLD earn last year?,US Region
4337083360,Yes,Turkey,,Roasted,,Bread-based,,Other (please specify),home made and canned,Yes,,,,,,,Green beans/green bean casserole,,Mashed potatoes,,,Vegetable salad,,,,Apple,,,,,,,,Pumpkin,,,,,,,,,,,,,,None,,,Yes,Thanksgiving is happening at my home--I won't travel at all,Macy's Parade,21 or older,No,Yes,Yes,No,,Suburban,60+,Female,"$50,000 to $74,999",Mountain
4337083128,Yes,Turkey,,Baked,,Bread-based,,Canned,,Yes,,,,Corn,,,Green beans/green bean casserole,,Mashed potatoes,Rolls/biscuits,,,Yams/sweet potato casserole,,,,,,,,,,,Pumpkin,,,,,,,,,,,,Ice cream,,,,,No,Thanksgiving is local--it will take place in the town I live in,,10 or younger,Yes,Yes,No,No,,Urban,30 - 44,Female,"$25,000 to $49,999",Middle Atlantic
4337078951,Yes,Tofurkey,,Baked,,Bread-based,,Canned,,No,Brussel sprouts,Carrots,Cauliflower,Corn,,,Green beans/green bean casserole,,Mashed potatoes,Rolls/biscuits,,,,,,,,,,,,,Pecan,Pumpkin,,,,,,,,,,Cookies,,Ice cream,,,,,No,Thanksgiving is local--it will take place in the town I live in,Macy's Parade,16,Yes,Yes,No,No,,Suburban,30 - 44,Female,"$200,000 and up",Mountain
4337078449,Yes,Turkey,,Roasted,,Bread-based,,Homemade,,Yes,,,,Corn,,,Green beans/green bean casserole,,Mashed potatoes,Rolls/biscuits,,,Yams/sweet potato casserole,,,,,,,,,,Pecan,Pumpkin,,,,,,,,,,,,,,None,,,No,Thanksgiving is happening at my home--I won't travel at all,Macy's Parade,10 or younger,No,No,No,No,,Urban,60+,Female,"$25,000 to $49,999",Mountain
4337075743,Yes,Turkey,,Roasted,,Bread-based,,Canned,,Yes,,,,,,Fruit salad,Green beans/green bean casserole,,Mashed potatoes,Rolls/biscuits,,,Yams/sweet potato casserole,,,,,Cherry,,,,,,Pumpkin,,,,,,,,,,,,,,None,,,Yes,Thanksgiving is local--it will take place in the town I live in,,10 or younger,No,No,No,No,,Urban,45 - 59,Male,"$75,000 to $99,999",East North Central
4337074360,Yes,Other (please specify),Restaurant with various choices.,Other (please specify),Restaurant with various choices.,Other (please specify),Restaurant with various choices.,Other (please specify),Restaurant with various choices.,Yes,,Carrots,,Corn,,Fruit salad,Green beans/green bean casserole,,Mashed potatoes,Rolls/biscuits,Squash,,,,,Apple,,,,,,,Pecan,Pumpkin,Sweet Potato,,,,,,,,,,,,,,Other (please specify),Restaurant with various choices.,No,Thanksgiving is out of town but not too far--it's a drive of a few hours or less,,21 or older,No,No,No,No,,Rural,45 - 59,Male,"$125,000 to $149,999",South Atlantic
4337074187,Yes,Turkey,,Roasted,,Bread-based,,Canned,,Yes,,,,,Cornbread,Fruit salad,Green beans/green bean casserole,,Mashed potatoes,Rolls/biscuits,,,Yams/sweet potato casserole,,,,,,,,,,Pecan,Pumpkin,,,,,,,,,,,,,,None,,,Yes,Thanksgiving is happening at my home--I won't travel at all,Macy's Parade,10 or younger,No,No,Yes,No,,Urban,60+,Female,"$50,000 to $74,999",East South Central
4337073874,Yes,Turkey,,Baked,,Bread-based,,Homemade,,Yes,,,,,,,Green beans/green bean casserole,,Mashed potatoes,Rolls/biscuits,Squash,,Yams/sweet potato casserole,,,,,,,,,,,Pumpkin,,,Other (please specify),grass hopper,,,,,,,,,,None,,,Yes,Thanksgiving is out of town and far away--I have to drive several hours or fly,,12,Yes,No,Yes,No,,Urban,30 - 44,Male,"$100,000 to $124,999",East North Central
4337071166,Yes,Turkey,,Roasted,,Bread-based,,Canned,,Yes,Brussel sprouts,,,Corn,,Fruit salad,,,Mashed potatoes,Rolls/biscuits,,,Yams/sweet potato casserole,,,Apple,,Cherry,Chocolate,Coconut cream,Key lime,,,Pumpkin,,,,,,,,,,Cookies,,Ice cream,,,,,Yes,Thanksgiving is local--it will take place in the town I live in,Macy's Parade,12,Yes,No,No,No,,Suburban,30 - 44,Female,Prefer not to answer,South Atlantic
4337070275,Yes,Turkey,,Roasted,,Bread-based,,Homemade,,Yes,,,,,,Fruit salad,Green beans/green bean casserole,,Mashed potatoes,Rolls/biscuits,,,Yams/sweet potato casserole,,,Apple,,,,,,,Pecan,Pumpkin,,,,,,,,Carrot cake,,,,,,,,,Yes,Thanksgiving is local--it will take place in the town I live in,Macy's Parade,12,Yes,Yes,No,No,,Suburban,30 - 44,Female,"$50,000 to $74,999",Pacific
4337069914,Yes,Turkey,,Baked,,Bread-based,,Canned,,Yes,,,,,,Fruit salad,Green beans/green bean casserole,,Mashed potatoes,Rolls/biscuits,,,Yams/sweet potato casserole,,,Apple,,,,,,,,Pumpkin,,,,,,,,,,,,,,None,,,Yes,Thanksgiving is out of town and far away--I have to drive several hours or fly,Macy's Parade,15,No,No,Yes,No,,Suburban,30 - 44,Female,"$175,000 to $199,999",East North Central
4337068413,Yes,Turkey,,Roasted,,None,,None,,Yes,,,,Corn,,,Green beans/green bean casserole,,Mashed potatoes,Rolls/biscuits,,,,,,,,Cherry,,,,,,Pumpkin,,,,,,,,,,,,,,None,,,No,Thanksgiving is happening at my home--I won't travel at all,Macy's Parade,10 or younger,No,No,No,No,,Suburban,30 - 44,Female,"$50,000 to $74,999",West North Central
4337064141,Yes,Other (please specify),gumbo,Other (please specify),like soup,None,,None,,No,,,,,,,,,,,,Vegetable salad,,Other (please specify),potato salad,,,,,,,,,,,None,,,,,,,,,,,,None,,,Yes,Thanksgiving is local--it will take place in the town I live in,,10 or younger,No,No,No,No,,Suburban,30 - 44,Female,"$75,000 to $99,999",West South Central
4337063427,Yes,Turkey,,Baked,,Bread-based,,Canned,,Yes,,,,Corn,Cornbread,,Green beans/green bean casserole,Macaroni and cheese,Mashed potatoes,Rolls/biscuits,,,Yams/sweet potato casserole,,,,,,,,,Peach,Pecan,,,,,,,,,,,,,,Peach cobbler,,,,Yes,Thanksgiving is happening at my home--I won't travel at all,Macy's Parade,10 or younger,Yes,No,Yes,No,,Rural,45 - 59,Male,"$100,000 to $124,999",South Atlantic
4337061732,Yes,Turkey,,Baked,,Bread-based,,Canned,,Yes,,,,,Cornbread,,,Macaroni and cheese,Mashed potatoes,Rolls/biscuits,,,Yams/sweet potato casserole,,,Apple,,,,,,,Pecan,Pumpkin,,,,,,,,,,,,Ice cream,,,,,Yes,Thanksgiving is local--it will take place in the town I live in,,10 or younger,No,No,No,No,,Suburban,60+,Female,"$10,000 to $24,999",New England
4337061177,Yes,Turkey,,Baked,,Bread-based,,Canned,,Yes,Brussel sprouts,,,Corn,,,Green beans/green bean casserole,,Mashed potatoes,Rolls/biscuits,,Vegetable salad,Yams/sweet potato casserole,Other (please specify),pumpkin bisque,Apple,,,,,,,,Pumpkin,,,,,,,,,Cheesecake,,,,,,,,Yes,Thanksgiving is local--it will take place in the town I live in,,16,Yes,Yes,No,No,,Urban,60+,Female,"$175,000 to $199,999",East South Central
4337058651,Yes,Turkey,,Baked,,None,,Homemade,,Yes,,,,,,Fruit salad,Green beans/green bean casserole,Macaroni and cheese,Mashed potatoes,Rolls/biscuits,,,Yams/sweet potato casserole,,,,,,,,,,,Pumpkin,,,,,,,,,,,,,,,Other (please specify),pumpkin pie. why ask this twice?,Yes,Thanksgiving is out of town but not too far--it's a drive of a few hours or less,Macy's Parade,10 or younger,No,Yes,No,No,,Suburban,18 - 29,Female,"$150,000 to $174,999",South Atlantic
4337056155,Yes,Turkey,,Roasted,,Bread-based,,Other (please specify),Sorbet,Yes,Brussel sprouts,Carrots,,Corn,,,,,Mashed potatoes,Rolls/biscuits,,,Yams/sweet potato casserole,,,,,Cherry,,,,,Pecan,Pumpkin,,,,,,,,,,,,,,,Other (please specify),Pie,Yes,Thanksgiving is local--it will take place in the town I live in,,21 or older,No,No,No,No,,Suburban,60+,Female,"$100,000 to $124,999",East North Central
4337053889,Yes,Turkey,,Roasted,,Bread-based,,Homemade,,Yes,,,,Corn,,,Green beans/green bean casserole,,Mashed potatoes,Rolls/biscuits,,,Yams/sweet potato casserole,,,,,,,,,,,Pumpkin,,,,,,,,,,,,,,None,,,Yes,Thanksgiving is local--it will take place in the town I live in,,10 or younger,No,No,No,No,,Suburban,30 - 44,Female,"$100,000 to $124,999",Middle Atlantic
4337053842,Yes,Turkey,,Baked,,Bread-based,,Homemade,,Yes,,,,Corn,Cornbread,,,,Mashed potatoes,Rolls/biscuits,Squash,,Yams/sweet potato casserole,,,,,,,,,,,Pumpkin,,,,,,,,,,,,,,None,,,No,Thanksgiving is out of town but not too far--it's a drive of a few hours or less,,16,No,No,No,No,,Rural,30 - 44,Female,"$75,000 to $99,999",South Atlantic
4337053465,Yes,Turkey,,Baked,,Bread-based,,Homemade,,Yes,,,,,Cornbread,,Green beans/green bean casserole,Macaroni and cheese,Mashed potatoes,Rolls/biscuits,,,,,,,,,,,,,Pecan,Pumpkin,,,,,Apple cobbler,,,,,,,,,,,,No,Thanksgiving is out of town but not too far--it's a drive of a few hours or less,,21 or older,No,No,Yes,Yes,Yes,Suburban,18 - 29,Female,"$25,000 to $49,999",Mountain
4337053135,Yes,Turkey,,Fried,,Bread-based,,None,,Yes,,,,,,,Green beans/green bean casserole,,Mashed potatoes,Rolls/biscuits,Squash,,Yams/sweet potato casserole,,,,,,Chocolate,,,,Pecan,,,,,,,,,,,,,,,,Other (please specify),"Chocolate Cake with Marshmellows, Caremal Cake",Yes,Thanksgiving is out of town but not too far--it's a drive of a few hours or less,,10 or younger,Yes,No,No,No,,Suburban,30 - 44,Female,"$50,000 to $74,999",South Atlantic
4337050973,Yes,Turkey,,Roasted,,Bread-based,,Homemade,,Yes,Brussel sprouts,,,,Cornbread,,Green beans/green bean casserole,,Mashed potatoes,Rolls/biscuits,,Vegetable salad,,,,,,,,,,,,Pumpkin,,,,,,,,,,,,,,None,,,No,Thanksgiving is local--it will take place in the town I live in,,21 or older,No,Yes,No,No,,Urban,60+,Female,"$10,000 to $24,999",Pacific
4337050187,Yes,Turkey,,I don't know,,Bread-based,,Canned,,Yes,,Carrots,,Corn,,,,Macaroni and cheese,Mashed potatoes,Rolls/biscuits,,Vegetable salad,Yams/sweet potato casserole,,,Apple,,,,,,,,Pumpkin,Sweet Potato,,,,,,,,,Cookies,,Ice cream,,,,,Yes,Thanksgiving is out of town but not too far--it's a drive of a few hours or less,,13,No,No,No,Yes,Yes,Rural,45 - 59,Male,"$25,000 to $49,999",South Atlantic
4337049485,Yes,Turkey,,Roasted,,Bread-based,,None,,Yes,,Carrots,,Corn,,,Green beans/green bean casserole,,Mashed potatoes,Rolls/biscuits,,Vegetable salad,Yams/sweet potato casserole,,,,,,,,,,Pecan,Pumpkin,,,,,,,,,,,,,,None,,,No,Thanksgiving is out of town but not too far--it's a drive of a few hours or less,Macy's Parade,10 or younger,Yes,No,Yes,No,,Rural,30 - 44,Male,"$25,000 to $49,999",East North Central
4337044640,Yes,Turkey,,Roasted,,Bread-based,,Homemade,,Yes,,,,,,Fruit salad,,,Mashed potatoes,Rolls/biscuits,,,Yams/sweet potato casserole,Other (please specify),"Peas with mushrooms. Sparkly white wine. sweet gherkin pickles, pumpkin pie",,,,Chocolate,,,,Pecan,Pumpkin,,,,,,,,,,,,Ice cream,,,,,Yes,Thanksgiving is happening at my home--I won't travel at all,Macy's Parade,10 or younger,No,No,No,No,,Suburban,60+,Female,"$50,000 to $74,999",New England
4337044628,Yes,Other (please specify),alternate turkey & ham,Baked,,Other (please specify),cornbread,Homemade,,Yes,,,Cauliflower,,,,Green beans/green bean casserole,,Mashed potatoes,Rolls/biscuits,,Vegetable salad,,Other (please specify),"plain sweet potatoes, brocolli, relish tray, oyster dressing",,,,,,,,,,,None,,,,,,,,,,,,,Other (please specify),"Triple Treat (butterscotch, cream cheese mix, and nut crust",Yes,Thanksgiving is happening at my home--I won't travel at all,,10 or younger,No,No,No,No,,Rural,60+,Female,"$25,000 to $49,999",West North Central
4337044348,Yes,Tofurkey,,Other (please specify),various ways,Bread-based,,Canned,,Yes,,,,,,,Green beans/green bean casserole,,Mashed potatoes,,,,Yams/sweet potato casserole,,,,,,,,,,,Pumpkin,,,,,,,,,,,,,,,Other (please specify),Just pie,No,Thanksgiving is happening at my home--I won't travel at all,Macy's Parade,10 or younger,No,No,No,No,,Urban,60+,Female,"$100,000 to $124,999",South Atlantic
4337043853,Yes,Turkey,,Baked,,Bread-based,,Homemade,,Yes,,,,,Cornbread,Fruit salad,Green beans/green bean casserole,,Mashed potatoes,Rolls/biscuits,Squash,,Yams/sweet potato casserole,,,Apple,,Cherry,,,,,,Pumpkin,,,,,,,Brownies,,,Cookies,Fudge,,,,,,Yes,Thanksgiving is local--it will take place in the town I live in,,15,No,Yes,No,No,,Suburban,18 - 29,Female,"$50,000 to $74,999",Pacific
4337043565,Yes,Turkey,,Fried,,Bread-based,,Canned,,Yes,,,,,Cornbread,,Green beans/green bean casserole,,Mashed potatoes,Rolls/biscuits,,,,Other (please specify),"baked sweet potatoes, broccoli & cheese sauce",,Buttermilk,,,,,,Pecan,Pumpkin,,,,,,,,,,,,Ice cream,,,,,No,Thanksgiving is out of town but not too far--it's a drive of a few hours or less,,12,Yes,No,No,No,,Suburban,60+,Male,"$75,000 to $99,999",West South Central
4337040587,Yes,Turkey,,Roasted,,Bread-based,,Homemade,,Yes,,,,Corn,Cornbread,Fruit salad,,,Mashed potatoes,Rolls/biscuits,,,,,,Apple,,,,,,,,Pumpkin,,,,,Apple cobbler,,Brownies,,,Cookies,,,,,,,No,Thanksgiving is happening at my home--I won't travel at all,,16,Yes,No,No,No,,Rural,18 - 29,Male,Prefer not to answer,Pacific
4337040405,Yes,Turkey,,Baked,,Bread-based,,Canned,,Yes,,Carrots,,Corn,,,Green beans/green bean casserole,Macaroni and cheese,Mashed potatoes,Rolls/biscuits,Squash,,Yams/sweet potato casserole,,,,,,,,,,,Pumpkin,Sweet Potato,,,,,,,,,,,,Peach cobbler,,,,Yes,Thanksgiving is local--it will take place in the town I live in,,12,No,No,No,No,,Rural,18 - 29,Female,"$10,000 to $24,999",East South Central
4337032039,Yes,Ham/Pork,,Baked,,Bread-based,,Homemade,,Yes,,Carrots,,Corn,Cornbread,,Green beans/green bean casserole,Macaroni and cheese,Mashed potatoes,Rolls/biscuits,,,,,,Apple,,,,,,,,Pumpkin,Sweet Potato,,,,,,,,,,,,Peach cobbler,,,,Yes,Thanksgiving is local--it will take place in the town I live in,Macy's Parade,10 or younger,Yes,Yes,Yes,No,,Suburban,18 - 29,Male,"$25,000 to $49,999",South Atlantic
4337032009,Yes,Other (please specify),Turkey and Ham,Baked,,None,,Other (please specify),Homemade and canned,Yes,,,,Corn,,,Green beans/green bean casserole,,Mashed potatoes,Rolls/biscuits,,,Yams/sweet potato casserole,Other (please specify),Asparagus,,,,,,,Peach,,Pumpkin,,,,,,,,,,,,,,None,,,Yes,Thanksgiving is local--it will take place in the town I live in,,10 or younger,No,No,No,No,,Rural,60+,Male,"$200,000 and up",East North Central
4337031019,Yes,Turkey,,Other (please specify),BBQ'd,Bread-based,,Canned,,Yes,,Carrots,,Corn,Cornbread,,Green beans/green bean casserole,,Mashed potatoes,Rolls/biscuits,Squash,Vegetable salad,,,,,,,,,,,Pecan,Pumpkin,,,,,,,,,,Cookies,,Ice cream,,,,,Yes,Thanksgiving is local--it will take place in the town I live in,Macy's Parade,10 or younger,Yes,No,No,No,,Suburban,18 - 29,Female,"$10,000 to $24,999",Mountain
4337029500,Yes,Turkey,,Roasted,,Bread-based,,Canned,,Yes,,,,Corn,,Fruit salad,,,Mashed potatoes,Rolls/biscuits,,Vegetable salad,Yams/sweet potato casserole,,,,,,Chocolate,,,,,Pumpkin,,,,,,,,,,Cookies,,,,,Other (please specify),Pumpkin Roll ,No,Thanksgiving is local--it will take place in the town I live in,,12,Yes,No,No,No,,Suburban,45 - 59,Male,"$50,000 to $74,999",East North Central
4337028767,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30 - 44,Female,"$200,000 and up",South Atlantic
4337027180,Yes,Turkey,,Roasted,,None,,Canned,,No,,,,,,Fruit salad,,,Mashed potatoes,,Squash,,Yams/sweet potato casserole,,,,,Cherry,,,,,,Pumpkin,,,,,,,,,,,,,,None,,,No,Thanksgiving is happening at my home--I won't travel at all,,12,No,No,No,No,,Suburban,60+,Female,"$10,000 to $24,999",East South Central
4337025357,Yes,Turkey,,Roasted,,Bread-based,,Homemade,,Yes,Brussel sprouts,,,Corn,,,Green beans/green bean casserole,,Mashed potatoes,Rolls/biscuits,,,Yams/sweet potato casserole,,,Apple,,Cherry,,,,,,Pumpkin,,,Other (please specify),rhubarb,,,,,,,,,,None,,,No,Thanksgiving is happening at my home--I won't travel at all,Macy's Parade,10 or younger,No,No,No,No,,Urban,60+,Female,"$25,000 to $49,999",West North Central
4337024057,Yes,Turkey,,Roasted,,Bread-based,,Homemade,,Yes,Brussel sprouts,Carrots,,,,Fruit salad,Green beans/green bean casserole,Macaroni and cheese,Mashed potatoes,Rolls/biscuits,,Vegetable salad,Yams/sweet potato casserole,Other (please specify),Turnip greens,,,,Chocolate,,Key lime,,Pecan,Pumpkin,Sweet Potato,,,,,,,,,,,,,None,,,Yes,Thanksgiving is local--it will take place in the town I live in,,12,No,No,No,No,,Suburban,60+,Male,"$0 to $9,999",East South Central
4337023697,Yes,Turkey,,Roasted,,Bread-based,,Homemade,,Yes,,,,Corn,Cornbread,,Green beans/green bean casserole,,Mashed potatoes,,,Vegetable salad,Yams/sweet potato casserole,,,Apple,,,,,,,Pecan,Pumpkin,Sweet Potato,,,,,,,,,,,Ice cream,,,,,No,Thanksgiving is happening at my home--I won't travel at all,Macy's Parade,10 or younger,No,No,No,No,,Suburban,60+,Male,"$125,000 to $149,999",Middle Atlantic
4337022132,Yes,Turkey,,Roasted,,Bread-based,,Canned,,Yes,,Carrots,,Corn,,,Green beans/green bean casserole,,Mashed potatoes,Rolls/biscuits,,,Yams/sweet potato casserole,,,,,,,,,,Pecan,Pumpkin,,,,,,,,,,,,Ice cream,,,,,No,Thanksgiving is happening at my home--I won't travel at all,Macy's Parade,10 or younger,Yes,Yes,No,No,,Suburban,60+,Female,"$150,000 to $174,999",West South Central
4337021828,Yes,Turkey,,Baked,,Bread-based,,Canned,,Yes,,,,,,,Green beans/green bean casserole,,Mashed potatoes,Rolls/biscuits,,,Yams/sweet potato casserole,,,,,,,,,,Pecan,Pumpkin,,,Other (please specify),minced meat,,,,,,,,,,None,,,Yes,Thanksgiving is happening at my home--I won't travel at all,Macy's Parade,21 or older,No,No,No,No,,Rural,60+,Male,Prefer not to answer,Pacific
4337021725,Yes,Turkey,,Baked,,Bread-based,,Homemade,,Yes,,,,Corn,,,,,Mashed potatoes,Rolls/biscuits,,,Yams/sweet potato casserole,,,,,,,,,,Pecan,Pumpkin,,,,,,,,,,,,,,,Other (please specify),pumpkin and pecan pies,No,Thanksgiving is happening at my home--I won't travel at all,Macy's Parade,21 or older,No,No,No,No,,Rural,60+,Male,"$25,000 to $49,999",East North Central
4337019638,Yes,Turkey,,Roasted,,Bread-based,,Canned,,Yes,Brussel sprouts,Carrots,Cauliflower,Corn,Cornbread,Fruit salad,Green beans/green bean casserole,,Mashed potatoes,Rolls/biscuits,,,Yams/sweet potato casserole,,,Apple,,,,,,,Pecan,Pumpkin,,,,,Apple cobbler,Blondies,Brownies,Carrot cake,Cheesecake,Cookies,,Ice cream,,,,,Yes,Thanksgiving is out of town but not too far--it's a drive of a few hours or less,Macy's Parade,21 or older,No,No,No,No,,Suburban,18 - 29,Female,Prefer not to answer,New England
4337019287,Yes,Turkey,,Other (please specify),smoked,Bread-based,,Homemade,,Yes,,,,Corn,,,Green beans/green bean casserole,,Mashed potatoes,,,,Yams/sweet potato casserole,,,,,,,,,,,,,None,,,,,,,,,,,,None,,,No,Thanksgiving is happening at my home--I won't travel at all,,10 or younger,No,No,No,No,,Suburban,60+,Male,"$175,000 to $199,999",Middle Atlantic
4337019220,Yes,Turkey,,Baked,,Bread-based,,Homemade,,Yes,Brussel sprouts,,,,,,,,Mashed potatoes,Rolls/biscuits,Squash,,,,,Apple,,,,,,,,,,,,,,,,,,,,Ice cream,,,,,No,Thanksgiving is happening at my home--I won't travel at all,,21 or older,Yes,Yes,Yes,Yes,No,Urban,18 - 29,Male,"$75,000 to $99,999",Middle Atlantic
4337019080,Yes,Turkey,,Fried,,Bread-based,,Homemade,,Yes,,,,Corn,,,,,Mashed potatoes,Rolls/biscuits,,Vegetable salad,,,,Apple,,,,,,,Pecan,Pumpkin,,,,,,,,,,,,,,None,,,No,Thanksgiving is happening at my home--I won't travel at all,,10 or younger,Yes,Yes,No,No,,Suburban,30 - 44,Male,"$75,000 to $99,999",East South Central
4337013286,Yes,Turkey,,Roasted,,Bread-based,,Homemade,,Yes,,,,Corn,,Fruit salad,Green beans/green bean casserole,,Mashed potatoes,Rolls/biscuits,,Vegetable salad,Yams/sweet potato casserole,,,,,,,,,,,Pumpkin,,,Other (please specify),Shoo Fly Pie ,,,,,,,,,,None,,,Yes,Thanksgiving is happening at my home--I won't travel at all,Macy's Parade,21 or older,No,Yes,No,No,,Suburban,18 - 29,Female,"$0 to $9,999",Middle Atlantic
4337008702,Yes,Turkey,,Roasted,,Bread-based,,Other (please specify),Canned and homemade,Yes,,,,,,,,,Mashed potatoes,Rolls/biscuits,,,,Other (please specify),Broccoli,Apple,,,,,,,,Pumpkin,,,,,,,,,,Cookies,,,,,,,No,Thanksgiving is local--it will take place in the town I live in,,21 or older,Yes,No,No,No,,Suburban,18 - 29,Female,"$200,000 and up",New England
4337008598,Yes,Turkey,,Baked,,Bread-based,,Canned,,No,,,Cauliflower,Corn,,,Green beans/green bean casserole,,Mashed potatoes,,,,Yams/sweet potato casserole,Other (please specify),Antipasta,,,Cherry,,,,,,Pumpkin,,,,,,,,,,,,,Peach cobbler,,,,No,Thanksgiving is out of town but not too far--it's a drive of a few hours or less,Macy's Parade,21 or older,Yes,Yes,Yes,No,,Suburban,18 - 29,Male,"$25,000 to $49,999",Middle Atlantic
4337008258,Yes,Turkey,,Roasted,,Bread-based,,Canned,,Yes,,,,,,,Green beans/green bean casserole,,Mashed potatoes,Rolls/biscuits,,Vegetable salad,Yams/sweet potato casserole,,,,,,,,,,,Pumpkin,,,,,,,,,,,,,,None,,,No,Thanksgiving is happening at my home--I won't travel at all,Macy's Parade,10 or younger,No,No,No,No,,Suburban,45 - 59,Male,"$125,000 to $149,999",Mountain
4337006937,Yes,Turkey,,Baked,,Bread-based,,Homemade,,Yes,,,,Corn,,Fruit salad,Green beans/green bean casserole,Macaroni and cheese,,,,Vegetable salad,Yams/sweet potato casserole,,,Apple,,,Chocolate,,,,,Pumpkin,,,,,,,,,,,,,,None,,,No,Thanksgiving is local--it will take place in the town I live in,Macy's Parade,10 or younger,No,No,No,No,,Rural,60+,Male,"$50,000 to $74,999",West South Central
4337004476,Yes,Turkey,,Baked,,Bread-based,,Canned,,Yes,,,,,Cornbread,,Green beans/green bean casserole,,Mashed potatoes,Rolls/biscuits,Squash,,,,,,,,,,,,,Pumpkin,,,,,,,,,,,,Ice cream,,,,,Yes,Thanksgiving is happening at my home--I won't travel at all,Macy's Parade,14,No,Yes,No,No,,Suburban,30 - 44,Female,"$50,000 to $74,999",East North Central
