Candidate,Gender,Race 1,Race 2,Race 3,Incumbent,Incumbent Challenger,State,Primary Date,Office,District,Primary Votes,Primary %,Primary Outcome,Runoff Votes,Runoff %,Runoff Outcome,EMILY's List,Justice Dems,Indivisible,PCCC,Our Revolution,Sunrise,Sanders,AOC,Party Committee
Jon Baron,Male,White,,,No,No,Maryland,7/19/22,Governor,N/A,"11,880",2%,Lost,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Peter Franchot,Male,White,,,No,No,Maryland,7/19/22,Governor,N/A,"141,586",21%,Lost,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Douglas F. Gansler,Male,White,,,No,No,Maryland,7/19/22,Governor,N/A,"25,481",4%,Lost,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Ralph W. Jaffe,Male,White,,,No,No,Maryland,7/19/22,Governor,N/A,"2,978",0%,Lost,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Ashwani Jain,Male,Asian (Indian),,,No,No,Maryland,7/19/22,Governor,N/A,"13,784",2%,Lost,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
John King,Male,Black,Latino,,No,No,Maryland,7/19/22,Governor,N/A,"24,882",4%,Lost,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Wes Moore,Male,Black,,,No,No,Maryland,7/19/22,Governor,N/A,"217,524",32%,Won,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Tom Perez,Male,Latino (Dominican),,,No,No,Maryland,7/19/22,Governor,N/A,"202,175",30%,Lost,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Jerome M. Segal,Male,White,,,No,No,Maryland,7/19/22,Governor,N/A,"4,276",1%,Lost,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Mark Kelly,Male,White,,,Yes,No,Arizona,8/2/22,Senator,N/A,"589,400",100%,Won,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Jevin D. Hodge,Male,Black,,,No,No,Arizona,8/2/22,Representative,1,"46,144",62%,Won,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Yes
Adam Metzendorf,Male,White,,,No,No,Arizona,8/2/22,Representative,1,"28,267",38%,Lost,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No
Tom O'Halleran,Male,White,,,Yes,No,Arizona,8/2/22,Representative,2,"71,391",100%,Won,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Ruben Gallego,Male,Latino,,,Yes,No,Arizona,8/2/22,Representative,3,"47,972",100%,Won,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Greg Stanton,Male,White,,,Yes,No,Arizona,8/2/22,Representative,4,"61,319",100%,Won,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Javier Garcia Ramos,Male,Latino,,,No,No,Arizona,8/2/22,Representative,5,"50,647",100%,Won,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Avery Anderson,Male,White,,,No,No,Arizona,8/2/22,Representative,6,"5,639",6%,Lost,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Kirsten Engel,Female,White,,,No,No,Arizona,8/2/22,Representative,6,"54,060",59%,Won,N/A,N/A,N/A,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Daniel Hernandez,Male,Latino (Mexican),,,No,No,Arizona,8/2/22,Representative,6,"31,815",35%,Lost,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Raúl Grijalva,Male,Latino (Mexican),,,Yes,No,Arizona,8/2/22,Representative,7,"62,547",100%,Won,N/A,N/A,N/A,N/A,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Katie Hobbs,Female,White,,,No,No,Arizona,8/2/22,Governor,N/A,"431,059",72%,Won,N/A,N/A,N/A,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Aaron Lieberman,Male,White,,,No,No,Arizona,8/2/22,Governor,N/A,"28,878",5%,Lost,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Marco Lopez,Male,Latino (Mexican),,,No,No,Arizona,8/2/22,Governor,N/A,"136,090",23%,Lost,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Mike Andra,Male,Unknown,,,No,No,Kansas,8/2/22,Senator,N/A,"33,464",13%,Lost,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Paul Buskirk,Male,White,,,No,No,Kansas,8/2/22,Senator,N/A,"53,750",20%,Lost,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Mark R. Holland,Male,White,,,No,No,Kansas,8/2/22,Senator,N/A,"101,429",38%,Won,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Robert Klingenberg,Male,Latino (Mexican),,,No,No,Kansas,8/2/22,Senator,N/A,"21,413",8%,Lost,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Michael Soetaert,Male,White (Belgian),,,No,No,Kansas,8/2/22,Senator,N/A,"9,464",4%,Lost,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Patrick Wiesner,Male,White,,,No,No,Kansas,8/2/22,Senator,N/A,"47,034",18%,Lost,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"James ""Jimmy"" Beard",Male,White,,,No,No,Kansas,8/2/22,Representative,1,"42,589",100%,Won,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Patrick Schmidt,Male,White,,,No,No,Kansas,8/2/22,Representative,2,"54,439",100%,Won,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Sharice Davids,Female,Native American (Ho-Chunk),,,Yes,No,Kansas,8/2/22,Representative,3,"103,945",100%,Won,N/A,N/A,N/A,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Bob Hernandez,Male,Latino,,,No,No,Kansas,8/2/22,Representative,4,"42,222",100%,Won,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Richard S. Karnowski,Male,White,,,No,Yes,Kansas,8/2/22,Governor,N/A,"17,802",6%,Lost,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No
Laura Kelly,Female,White,,,Yes,No,Kansas,8/2/22,Governor,N/A,"270,968",94%,Won,N/A,N/A,N/A,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Yes
Bob Lorinser,Male,White,,,No,No,Michigan,8/2/22,Representative,1,"67,251",100%,Won,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Jerry Hilliard,Male,White,,,No,No,Michigan,8/2/22,Representative,2,"40,952",100%,Won,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Hillary Scholten,Female,White,,,No,No,Michigan,8/2/22,Representative,3,"59,661",100%,Won,N/A,N/A,N/A,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Yes
Bart Goldberg,Male,White,,,No,No,Michigan,8/2/22,Representative,5,"39,971",100%,Won,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Debbie Dingell,Female,White,,,Yes,No,Michigan,8/2/22,Representative,6,"102,859",100%,Won,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Elissa Slotkin,Female,White,,,Yes,No,Michigan,8/2/22,Representative,7,"77,826",100%,Won,N/A,N/A,N/A,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Daniel T. Kildee,Male,White,,,Yes,No,Michigan,8/2/22,Representative,8,"70,791",100%,Won,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Brian Jaye,Male,White,,,No,No,Michigan,8/2/22,Representative,9,"48,802",100%,Won,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Huwaida Arraf,Female,Middle Eastern (Palestinian),,,No,No,Michigan,8/2/22,Representative,10,"8,846",13%,Lost,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Carl J. Marlinga,Male,White,,,No,No,Michigan,8/2/22,Representative,10,"32,653",48%,Won,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Rhonda Powell,Female,Black,,,No,No,Michigan,8/2/22,Representative,10,"11,396",17%,Lost,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Angela Rogensues,Female,White,,,No,No,Michigan,8/2/22,Representative,10,"9,503",14%,Lost,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Henry Yanez,Male,Latino,,,No,No,Michigan,8/2/22,Representative,10,"5,891",9%,Lost,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Andy Levin,Male,White,,,Yes,Yes,Michigan,8/2/22,Representative,11,"47,117",40%,Lost,N/A,N/A,N/A,No,N/A,Yes,Yes,Yes,Yes,Yes,N/A,N/A
Haley Stevens,Female,White,,,Yes,Yes,Michigan,8/2/22,Representative,11,"70,508",60%,Won,N/A,N/A,N/A,Yes,N/A,No,No,No,No,No,N/A,N/A
Kelly Garrett,Male,Black,,,No,Yes,Michigan,8/2/22,Representative,12,"8,334",9%,Lost,N/A,N/A,N/A,N/A,No,N/A,No,No,No,No,N/A,N/A
Shanelle Jackson,Female,Black,,,No,Yes,Michigan,8/2/22,Representative,12,"4,927",5%,Lost,N/A,N/A,N/A,N/A,No,N/A,No,No,No,No,N/A,N/A
Rashida Tlaib,Female,Middle Eastern (Palestinian),,,Yes,No,Michigan,8/2/22,Representative,12,"61,635",64%,Won,N/A,N/A,N/A,N/A,Yes,N/A,Yes,Yes,Yes,Yes,Yes,N/A
Janice Winfrey,Female,Black,,,No,Yes,Michigan,8/2/22,Representative,12,"21,636",22%,Lost,N/A,N/A,N/A,N/A,No,N/A,No,No,No,No,N/A,N/A
John Conyers,Male,Black,,,No,No,Michigan,8/2/22,Representative,13,"6,778",9%,Lost,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Sherry Gay-Dagnogo,Female,Black,,,No,No,Michigan,8/2/22,Representative,13,"6,440",8%,Lost,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Michael Griffie,Male,Black,,,No,No,Michigan,8/2/22,Representative,13,"3,636",5%,Lost,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Adam Hollier,Male,Black,,,No,No,Michigan,8/2/22,Representative,13,"18,517",23%,Lost,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Sharon McPhail,Female,Black,,,No,No,Michigan,8/2/22,Representative,13,"5,043",6%,Lost,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Sam Riddle,Male,Black,,,No,No,Michigan,8/2/22,Representative,13,"1,841",2%,Lost,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Portia Roberson,Female,Black,,,No,No,Michigan,8/2/22,Representative,13,"13,318",17%,Lost,N/A,N/A,N/A,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Lorrie Rutledge,Female,Black,,,No,No,Michigan,8/2/22,Representative,13,916,1%,Lost,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Shri Thanedar,Male,Asian (Indian),,,No,No,Michigan,8/2/22,Representative,13,"22,314",28%,Won,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Gretchen Whitmer,Female,White,,,Yes,No,Michigan,8/2/22,Governor,N/A,"938,382",100%,Won,N/A,N/A,N/A,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Yes
Lewis Rolen,Male,Black,,,No,No,Missouri,8/2/22,Senator,N/A,"5,247",1%,Lost,N/A,N/A,N/A,N/A,N/A,No,No,N/A,N/A,No,N/A,N/A
Gena Ross,Female,Black,,,No,No,Missouri,8/2/22,Senator,N/A,"8,749",2%,Lost,N/A,N/A,N/A,N/A,N/A,No,No,N/A,N/A,No,N/A,N/A
Carla Coffee Wright,Female,Black,,,No,No,Missouri,8/2/22,Senator,N/A,"14,438",4%,Lost,N/A,N/A,N/A,N/A,N/A,No,No,N/A,N/A,No,N/A,N/A
Josh Shipp,Male,Black,,,No,No,Missouri,8/2/22,Senator,N/A,"3,334",1%,Lost,N/A,N/A,N/A,N/A,N/A,No,No,N/A,N/A,No,N/A,N/A
Spencer Toder,Male,White,,,No,No,Missouri,8/2/22,Senator,N/A,"17,465",5%,Lost,N/A,N/A,N/A,N/A,N/A,No,No,N/A,N/A,No,N/A,N/A
Lucas Kunce,Male,White,,,No,No,Missouri,8/2/22,Senator,N/A,"141,203",38%,Lost,N/A,N/A,N/A,N/A,N/A,Yes,Yes,N/A,N/A,Yes,N/A,N/A
Jewel Kelly,Male,Black,,,No,No,Missouri,8/2/22,Senator,N/A,"6,464",2%,Lost,N/A,N/A,N/A,N/A,N/A,No,No,N/A,N/A,No,N/A,N/A
"Clarence ""Clay"" Taylor",Male,Black,,,No,No,Missouri,8/2/22,Senator,N/A,"3,322",1%,Lost,N/A,N/A,N/A,N/A,N/A,No,No,N/A,N/A,No,N/A,N/A
Pat Kelly,Male,White,,,No,No,Missouri,8/2/22,Senator,N/A,"5,002",1%,Lost,N/A,N/A,N/A,N/A,N/A,No,No,N/A,N/A,No,N/A,N/A
Trudy Busch Valentine,Female,White,,,No,No,Missouri,8/2/22,Senator,N/A,"158,957",43%,Won,N/A,N/A,N/A,N/A,N/A,No,No,N/A,N/A,No,N/A,N/A
"Ronald ""Ron"" William Harris",Male,White,,,No,No,Missouri,8/2/22,Senator,N/A,"4,074",1%,Lost,N/A,N/A,N/A,N/A,N/A,No,No,N/A,N/A,No,N/A,N/A
Ron Harshaw,Male,Black,,,No,Yes,Missouri,8/2/22,Representative,1,"1,065",1%,Lost,N/A,N/A,N/A,N/A,No,No,N/A,No,No,No,N/A,N/A
Michael Daniels,Male,Black,,,No,Yes,Missouri,8/2/22,Representative,1,"1,683",2%,Lost,N/A,N/A,N/A,N/A,No,No,N/A,No,No,No,N/A,N/A
Cori Bush,Female,Black,,,Yes,No,Missouri,8/2/22,Representative,1,"65,326",69%,Won,N/A,N/A,N/A,N/A,Yes,Yes,N/A,Yes,Yes,Yes,N/A,N/A
Earl Childress,Male,Black,,,No,Yes,Missouri,8/2/22,Representative,1,929,1%,Lost,N/A,N/A,N/A,N/A,No,No,N/A,No,No,No,N/A,N/A
Steve Roberts,Male,Black,,,No,Yes,Missouri,8/2/22,Representative,1,"25,015",27%,Lost,N/A,N/A,N/A,N/A,No,No,N/A,No,No,No,N/A,N/A
Trish Gunby,Female,White,,,No,No,Missouri,8/2/22,Representative,2,"50,457",85%,Won,N/A,N/A,N/A,N/A,N/A,Yes,N/A,N/A,N/A,N/A,N/A,N/A
Ray Reed,Male,Black,,,No,No,Missouri,8/2/22,Representative,2,"8,741",15%,Lost,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,N/A
Jon Karlen,Male,White,,,No,No,Missouri,8/2/22,Representative,3,"7,349",20%,Lost,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Bethany Mann,Female,White,,,No,No,Missouri,8/2/22,Representative,3,"22,638",62%,Won,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Andrew Daly,Male,White,,,No,No,Missouri,8/2/22,Representative,3,"5,184",14%,Lost,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Dylan Durrwachter,Male,Unknown,,,No,No,Missouri,8/2/22,Representative,3,"1,197",3%,Lost,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Jack Truman,Male,White,,,No,No,Missouri,8/2/22,Representative,4,"25,641",100%,Won,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Emanuel Cleaver II,Male,Black,,,Yes,No,Missouri,8/2/22,Representative,5,"60,399",86%,Won,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Maite Salazar,Female,Latino,,,No,Yes,Missouri,8/2/22,Representative,5,"10,147",14%,Lost,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Henry Martin,Male,Black,,,No,No,Missouri,8/2/22,Representative,6,"13,488",46%,Won,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Charles West,Male,White,,,No,No,Missouri,8/2/22,Representative,6,"9,761",33%,Lost,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Michael Howard,Male,Unknown,,,No,No,Missouri,8/2/22,Representative,6,"5,959",20%,Lost,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
John M. Woodman,Male,White,,,No,No,Missouri,8/2/22,Representative,7,"5,493",25%,Lost,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Kristen Radaker-Sheafer,Female,White,,,No,No,Missouri,8/2/22,Representative,7,"13,680",63%,Won,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Bryce F. Lockwood,Male,White,,,No,No,Missouri,8/2/22,Representative,7,"2,431",11%,Lost,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Randi McCallian,Female,White,,,No,No,Missouri,8/2/22,Representative,8,"16,691",100%,Won,N/A,N/A,N/A,N/A,N/A,Yes,N/A,N/A,N/A,N/A,N/A,N/A
Mohammad Hassan Said,Male,Middle Eastern (Palestinian),,,No,Yes,Washington,8/2/22,Senator,N/A,"13,995",1%,Lost,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Pano Churchill,Male,White,,,No,Yes,Washington,8/2/22,Senator,N/A,"11,859",1%,Lost,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Sam Cusmir,Male,White,,,No,Yes,Washington,8/2/22,Senator,N/A,"2,688",0%,Lost,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Bryan Solstin,Male,White,,,No,Yes,Washington,8/2/22,Senator,N/A,"9,627",1%,Lost,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Patty Murray,Female,White,,,Yes,No,Washington,8/2/22,Senator,N/A,"1,002,811",94%,Won,N/A,N/A,N/A,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Ravin Pierre,Male,Black,,,No,Yes,Washington,8/2/22,Senator,N/A,"22,172",2%,Lost,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Suzan DelBene,Female,White,,,Yes,No,Washington,8/2/22,Representative,1,"102,857",100%,Won,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Jason Call,Male,White,,,No,Yes,Washington,8/2/22,Representative,2,"31,991",24%,Lost,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Rick Larsen,Male,White,,,Yes,No,Washington,8/2/22,Representative,2,"100,631",76%,Won,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Marie Gluesenkamp Perez,Female,White,Latino (Mexican),,No,No,Washington,8/2/22,Representative,3,"68,190",93%,Won,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Davy Ray,Male,White,,,No,No,Washington,8/2/22,Representative,3,"4,870",7%,Lost,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Doug White,Male,White,,,No,No,Washington,8/2/22,Representative,4,"37,760",100%,Won,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Natasha Hill,Female,Black,,,No,No,Washington,8/2/22,Representative,5,"61,851",75%,Won,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Ann Marie Danimus,Female,White,,,No,No,Washington,8/2/22,Representative,5,"21,123",25%,Lost,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Rebecca Parson,Female,White,,,No,Yes,Washington,8/2/22,Representative,6,"21,523",16%,Lost,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Derek Kilmer,Male,White,,,Yes,No,Washington,8/2/22,Representative,6,"115,725",84%,Won,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Pramila Jayapal,Female,Asian (Indian),,,Yes,No,Washington,8/2/22,Representative,7,"177,665",100%,Won,N/A,N/A,N/A,N/A,Yes,Yes,Yes,Yes,N/A,Yes,N/A,N/A
Emet Ward,Male,White,,,No,Yes,Washington,8/2/22,Representative,8,"1,832",2%,Lost,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Kim Schrier,Female,White,,,Yes,No,Washington,8/2/22,Representative,8,"97,700",97%,Won,N/A,N/A,N/A,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Keith Arnold,Male,Black,,,No,Yes,Washington,8/2/22,Representative,8,"1,669",2%,Lost,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Adam Smith,Male,White,,,Yes,No,Washington,8/2/22,Representative,9,"78,272",78%,Won,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Stephanie Gallardo,Female,Latino (Chilean),,,No,Yes,Washington,8/2/22,Representative,9,"22,531",22%,Lost,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Marilyn Strickland,Female,Black,,,Yes,No,Washington,8/2/22,Representative,10,"90,093",96%,Won,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Eric Mahaffy,Male,White,,,No,Yes,Washington,8/2/22,Representative,10,"3,710",4%,Lost,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Cameron Parsons,Male,White,,,No,No,Tennessee,8/4/22,Representative,1,"6,099",100%,Won,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Mark Harmon,Male,White,,,No,No,Tennessee,8/4/22,Representative,2,"24,879",100%,Won,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Meg Gorman,Female,White,,,No,No,Tennessee,8/4/22,Representative,3,"22,208",100%,Won,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Wayne Steele,Male,White,,,No,No,Tennessee,8/4/22,Representative,4,"11,168",65%,Won,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Arnold J. White,Male,White,,,No,No,Tennessee,8/4/22,Representative,4,"5,994",35%,Lost,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Heidi Campbell,Female,White,,,No,No,Tennessee,8/4/22,Representative,5,"30,830",100%,Won,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Randal Cooper,Male,White,,,No,No,Tennessee,8/4/22,Representative,6,"17,332",75%,Won,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Clay Faircloth,Male,White,,,No,No,Tennessee,8/4/22,Representative,6,"5,870",25%,Lost,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Odessa Kelly,Female,Black,,,No,No,Tennessee,8/4/22,Representative,7,"24,854",100%,Won,N/A,N/A,N/A,N/A,Yes,Yes,N/A,N/A,N/A,N/A,N/A,N/A
Tim McDonald,Male,White,,,No,No,Tennessee,8/4/22,Representative,8,"9,187",37%,Lost,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Lynnette P. Williams,Female,Black,,,No,No,Tennessee,8/4/22,Representative,8,"15,819",63%,Won,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
M. Latroy Alexandria-Williams,Male,Black,,,No,Yes,Tennessee,8/4/22,Representative,9,"8,449",12%,Lost,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A
Steve Cohen,Male,White,,,Yes,No,Tennessee,8/4/22,Representative,9,"62,055",88%,Won,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Yes,N/A,N/A,N/A,N/A
Carnita Faye Atwater,Female,Black,,,No,No,Tennessee,8/4/22,Governor,N/A,"56,227",22%,Lost,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Jason Brantley Martin,Male,White,,,No,No,Tennessee,8/4/22,Governor,N/A,"101,552",39%,Won,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
JB Smiley Jr.,Male,Black,,,No,No,Tennessee,8/4/22,Governor,N/A,"100,063",39%,Lost,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Richard Blumenthal,Male,White,,,Yes,No,Connecticut,8/9/22,Senator,N/A,1,100%,Won,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
John B. Larson,Male,White,,,Yes,No,Connecticut,8/9/22,Representative,1,1,100%,Won,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Joe Courtney,Male,White,,,Yes,No,Connecticut,8/9/22,Representative,2,1,100%,Won,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Rosa L. DeLauro,Female,White,,,Yes,No,Connecticut,8/9/22,Representative,3,1,100%,Won,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Jim Himes,Male,White,,,Yes,No,Connecticut,8/9/22,Representative,4,1,100%,Won,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
