Block,ForwardAsset,ForwardQuantity,BackwardAsset,BackwardQuantity
447110,PEPEZCASH,1000,XCP,1
447110,HAIRPEPE,2,XCP,0.34
447113,ZEROWINGPEPE,1,XCP,2
447113,BIGVERNPEPE,1,XCP,0.26
447114,THOTHPEPE,1,XCP,1
447114,BANANAPEPE,50,XCP,0.35
447116,XMASPEPE,5,XCP,0.5
447116,XCP,0.6,PEPEHUNGRY,1
447116,TOMANDPEPE,5,XCP,0.5
447116,XCP,0.61,PEPEHUNGRY,1
447116,XCP,0.67,GAINSPEPE,2
447116,NAPKINPEPE,1,XCP,0.35
447116,CHEECHPEPE,1,XCP,1.5
447116,MAKEPEPERARE,5,XCP,0.5
447116,BIGGIEPEPE,2,XCP,0.4
447116,MOBBPEPE,2,XCP,0.5
447116,BANANAPEPE,70,XCP,0.49
447116,PEPECONDOM,30,XCP,0.48
447116,PEPEDATA,5,XCP,0.5
447116,PEPEADDICT,1,XCP,0.5
447116,XCP,2.45,PEPEHUNGRY,7
447116,EYETESTPEPE,1,XCP,0.5
447118,XCP,0.99,HAIRPEPE,6
447121,SEAMANPEPE,2,XCP,0.7
447121,WNPEPEPEPEPE,5,XCP,0.5
447122,XCP,2,TIMEPEPE,1
447132,MTPEPEMORE,1,XCP,0.5
447132,PEPECITY,1,XCP,0.4
447132,STEALPEPE,1,XCP,0.2995
447133,FUNPEPE,1,XCP,0.5
447133,PEPEARTISTE,1,XCP,0.5
447133,LOVEISPEPE,1,XCP,0.5
447133,BANKRUPTPEPE,1,XCP,0.84
447133,PPLNMDNTNY,2,XCP,1
447133,SENPAIPEPE,1,XCP,0.5
447133,VERIFIEDPEPE,1,XCP,0.5
447133,PEPENUKES,1,XCP,0.5
447141,STILLPEPE,1,XCP,0.5
447162,BLKSWANPEPE,1,XCP,0.1
447166,MTPEPEMORE,7,XCP,3.5
447221,RELATEPEPE,10,PEPECASH,0.0002
447240,XCP,1.5,PEPA,1
447240,XCP,1.5,TRUMPEPE,1
447241,BLAINEPEPE,1,XCP,3
447242,STEALPEPE,1,XCP,0.2995
447252,PEPEJOHNS,2,XCP,0.18
447252,PEPETRADERS,1,XCP,0.095
447274,XCP,0.1,IMWITHPEPE,10
447274,LORDKEK,0.001,XCP,0.6
447279,PEPENUKES,5,XCP,2.5
447284,PEEPHOLEPEPE,3,XCP,6.9
447284,PHILANTHROPE,3,XCP,6
447290,XCP,2,LIKEPEPEBRO,2
447290,HARRYPEPES,1,XCP,1.5
447299,RAREPEPEPRTY,28,XCP,14
447299,PEEPHOLEPEPE,5,PEPECASH,40000
447305,XCP,2.8,SUPERMANPEPE,1
447308,PEPENUKES,1,XCP,0.5
447309,XCP,0.26,PEPETODAMOON,2
447360,XCP,0.45,RUBBERPEPE,5
447369,STRIPERPEPE,5,XCP,1.8
447384,XCP,0.25,SUCHSHARE,25
447386,XCP,0.75,WEAREALLPEPE,3
447387,PEPENORRIS,1,XCP,0.65
447401,SECURITYPEPE,1,PEPECASH,10000
447401,SECURITYPEPE,2,PEPECASH,20000
447409,CHEECHPEPE,1,XCP,1.5
447421,SECURITYPEPE,2,PEPECASH,20000
447421,CHEECHPEPE,1,XCP,1.5
447424,PEPEONMUSK,500,XCP,0.5
447424,SUCHSHARE,15,XCP,0.15
447427,PEPEHUNGRY,2,XCP,1.2
447427,PEPENUKES,2,PEPECASH,6000
447438,GIVEKUDOS,5000,PEPECASH,5000
447438,RAREPEPENEWS,800,PEPECASH,8000
447438,BERNIEPEPE,2,PEPECASH,10000
447455,PEEPHOLEPEPE,1,XCP,2.3
447455,PEPECASH,5000,PEPEMOON,4
447455,PEPECASH,6000,BANKRUPTPEPE,20
447479,PEPEFREEZE,1,XCP,0.25
447479,CNTRFLDPEPE,1,XCP,0.33
447479,PEPEONMUSK,250,XCP,0.25
447479,DRONEPEPE,1,XCP,0.1
447479,RETROPEPE,1,PEPECASH,2011
447481,STEALPEPE,4,XCP,1.198
447506,WNPEPEPEPEPE,5,XCP,0.5
447514,PEPECASH,2500,FATPEPE,1
447561,XCP,3,CRYPTOPEPE,4
447562,RAREPEPENEWS,666,XCP,1.93139334
447565,XCP,6,BLAINEPEPE,5
447570,SAMURAIPEPE,1,XCP,0.5
447573,CRYPTOPEPE,2,XCP,1.5
447576,CRYPTOPEPE,1,PEPECASH,6000
447579,CRYPTOPEPE,1,PEPECASH,6000
447582,CRYPTOPEPE,1,XCP,0.75
447582,PEEPHOLEPEPE,1,XCP,2.3
447618,GOSPELPEPE,2,XCP,1
447618,GAINSPEPE,1,XCP,0.36
447618,PREPEDATOR,2,XCP,0.37
447620,PEPEDATA,5,XCP,0.5
447640,CRYPTOPEPE,1,XCP,0.75
447640,PEPETODAMOON,1,XCP,0.7
447677,XMASANTAPEPE,1,XCP,1.45
447679,VONPEPEHAYEK,2,XCP,7
447692,BLAINEPEPE,1,XCP,3
447693,CRYPTOPEPE,2,XCP,1.5
447718,BERNIEPEPE,7,XCP,3.5
447722,PEPEJOINTSPH,1,XCP,0.4995
447723,BANEPEPE,1,XCP,0.5
447728,PHILANTHROPE,1,XCP,2
447728,SUPERMANPEPE,1,PEPECASH,22500
447728,VONPEPEHAYEK,1,XCP,3
447729,JACKPOTPEPE,2,XCP,1
447729,CRYPTOPEPE,2,XCP,1.8
447729,PEPEGATES,1,XCP,1.5
447730,GIVEKUDOS,10000,PEPECASH,10000
447731,IMWITHPEPE,2,XCP,2
447732,FATPEPE,1,XCP,0.39
447733,SELLOUTPEPE,1,XCP,20
447734,UFOPEPE,2,PEPECASH,16000
447738,HAIRPEPE,6,XCP,1.02
447743,NEOPEPE,1,PEPECASH,25000
447743,PEPEFREEZE,50,PEPECASH,50000
447743,RAREPEPENEWS,1000,PEPECASH,10000
447745,PEPETACO,1,PEPECASH,2264
447753,TOMANDPEPE,1,PEPECASH,500
447753,GIVEKUDOS,10000,PEPECASH,10000
447753,CRYPTOPEPE,1,PEPECASH,6000
447757,FOLDERPEPE,1,XCP,7
447758,PEPEGANDHI,2,PEPECASH,8000
447758,TAJPEPE,1,PEPECASH,27000
447758,PEPEGANDHI,1,XCP,0.5
447760,PEPETRON,2,PEPECASH,5000
447760,BERNIEPEPE,1,PEPECASH,5000
447760,ZOOKOPEPE,3,PEPECASH,12000
447760,SNOWDENPEPE,5,PEPECASH,2500
447762,PEPEFREEZE,3,PEPECASH,3000
447779,PEPECOWBELL,2,XCP,1
447779,PEPEGOAT,1,XCP,5
447786,PEPECASH,1200,BANKRUPTPEPE,4
447786,PEPEFREEZE,7,PEPECASH,7000
447786,XCP,0.5,PEPEHUNGRY,1
447790,PEPECASH,500,BLKSWANPEPE,10
447793,BLKSWANPEPE,85,PEPECASH,4250
447794,CULTOFPEPE,4,XCP,0.00052
447794,FSMPEPE,2,XCP,0.2
447794,BLKSWANPEPE,3,XCP,0.3
447794,PEPEADDICT,1,XCP,0.5
447794,PEPENATION,2,XCP,0.2
447794,PEPEPARADO,10,XCP,0.0001
447794,STEALPEPE,2,XCP,0.599
447794,SHREMPEPE,2,XCP,0.2
447794,PEPEZ,4,XCP,0.4
447794,PEPEZCASH,5,XCP,0.005
447798,PEPECASH,12000,PEPECITY,3
447811,EGGPLANTPEPE,10,XCP,1
447826,BLKSWANPEPE,100,PEPECASH,5000
447830,TOMANDPEPE,10,PEPECASH,5000
447830,CRYPTOPEPE,2,PEPECASH,12000
447856,XCP,1.5,SUPERMANPEPE,1
447867,PEPELOU,1,PEPECASH,40000
447867,IMWITHPEPE,2,XCP,0.5
447870,PEPELOU,1,PEPECASH,40000
447872,FOLDERPEPE,1,XCP,20
447874,PEPELOU,1,PEPECASH,40000
447876,PEPELOU,2,PEPECASH,80000
447877,XCP,0.6,RGBPEPE,4
447879,PEPEREPUBLIC,999999,PEPECASH,9999.99
447879,PEPEMAXAF,15,XCP,3.75
447879,HAIRPEPE,24,PEPECASH,4536
447880,PEPEMOON,1,XCP,0.65
447880,PEPEMAXAF,2,XCP,0.5
447882,CONFUSEDPEPE,1,XCP,0.5
447882,CONFUSEDPEPE,1,XCP,0.5
447886,PEPEMAXAF,2,XCP,0.5
447886,PEPEMAXAF,4,XCP,1
447891,PINHEADPEPE,3,PEPECASH,15000
447891,WEAREALLPEPE,1,PEPECASH,12500
447891,BANANAPEPE,1,XCP,2.2
447891,JUNSETHPEPE,3,XCP,2.94
447891,SLIMERPEPE,3,PEPECASH,60000
447891,HILLARYPEPE,3,XCP,0.75
447891,ZEROWINGPEPE,2,XCP,4
447891,BIGVERNPEPE,3,XCP,0.75
447891,BOSSHOGPEPE,3,PEPECASH,15000
447891,HARAMPEPE,3,PEPECASH,24000
447897,CRYPTOPEPE,5,PEPECASH,30000
447897,HAIRPEPE,3,XCP,0.54
447897,VONPEPEHAYEK,1,XCP,4
447910,MARVINPEPE,1,XCP,5
447917,PEPEMAXAF,2,XCP,0.5
447928,PEPECOWBELL,2,XCP,1
447933,PEPECASH,44000,PEPEMOON,44
447933,DAPPERPEPE,1,PEPECASH,2600
447933,BEACHPEPE,1,PEPECASH,1855
447943,TRUMPRARE,2,XCP,12
447943,TRUMPRARE,2,XCP,9
447943,RAREPEPE,1,XCP,30
447943,SAMURAIPEPE,1,XCP,0.5
447944,XCP,4,PEPECONF,2
447956,BERNIEPEPE,10,PEPECASH,20000
447962,XCP,1.5,CHONGPEPE,1
447963,PEPECONDOM,1,XCP,1.13
447963,PEPEONMUSK,1000,XCP,1
447963,WANKSYPEPE,1,XCP,1
447963,CULTOFPEPE,100,PEPECASH,5000
447963,GUARDSPEPE,1000,PEPECASH,1000
447968,PEPECASH,7500,FATPEPE,3
447969,BREATHEDPEPE,7,PEPECASH,2100
447976,WNPEPEPEPEPE,1,XCP,0.1
447977,PEPEREPUBLIC,100000,XCP,0.035
447977,PEPEMAXAF,1,XCP,0.25
447977,BTCPEPE,1,XCP,2
447977,BLKSWANPEPE,1,XCP,0.1
447978,WINSTONPEPE,1,XCP,0.1
447978,RAREPEPEPUMP,1,XCP,0.05
447979,TESTNETPEPE,1,XCP,1.0E-5
447982,PEPEGIGA,2,XCP,0.6
448011,PEPEZCASH,1,XCP,0.001
448011,PEPETREZOR,1,XCP,0.24
448018,INNOCOINBOT,1,XCP,1
448035,CRYPTOPEPE,1,XCP,0.9
448036,JUNSETHPEPE,1,XCP,0.98
448036,BRIGHTONPEPE,1,XCP,1
448036,DAOPEPEHACK,0.1,XCP,0.3
448036,LOVEPEPETATO,1,XCP,3
448040,BLOWPEPE,1,XCP,1
448054,PEPEGIGA,1,XCP,0.3
448054,TOREROPEPE,1,XCP,0.0041995
448057,HAIRPEPE,1,XCP,0.18
448057,ZOMBIEPEPES,100000,XCP,0.02
448057,PEPEPARADO,1,XCP,1.0E-5
448063,XCP,0.5,PEPEHUNGRY,1
448082,MAOPEPE,1,XCP,0.55
448106,DAOPEPEHACK,0.11111111,XCP,0.33333333
448111,SNOWDENPEPE,30,XCP,3
448120,SNOWDENPEPE,5,XCP,0.5
448131,RAREPEPEPRTY,2,XCP,1
448145,PEPEHUNGRY,1,XCP,0.6
448145,CRYPTOPEPE,1,XCP,0.9
448146,TIMEPEPE,2,XCP,4
448146,PEPETRON,3,XCP,0.825
448146,RAREPEPEPUMP,10,XCP,0.5
448146,TOMANDPEPE,1,XCP,0.1
448146,SCORPEPE,2,XCP,0.59
448146,WINSTONPEPE,1,XCP,0.1
448146,CICACOINPEPE,1,XCP,0.8
448146,SKIINGPEPE,1,XCP,1
448151,SAMURAIPEPE,2,XCP,1
448151,XMASPEPE,2,XCP,0.2
448151,PEPERFUME,1,XCP,0.6
448151,SNOWDENPEPE,3,XCP,0.3
448151,NEWYEARPEPE,2,XCP,0.38
448151,RAREPEPEPRTY,2,XCP,1
448151,TOMANDPEPE,2,XCP,0.2
448151,PEPERUS,1,XCP,0.45
448151,WPPEPE,1,XCP,0.3
448151,PEPETODAMOON,2,XCP,1.4
448151,STEALPEPE,1,XCP,0.2995
448153,XCP,8,PEPELOU,2
448153,TSUPEPE,1,XCP,2
448154,XCP,1,PEPETHEFIRST,1
448160,UNLUCKYPEPE,1,XCP,6
448165,STEALPEPE,2,XCP,0.599
448168,SCARFACEPEPE,2,XCP,0.5
448175,XCP,2.5,PEPEBUCKS,10
448178,XCP,0.575,PEPESMURF,1
448184,XCP,1.5,PEPEHUNGRY,3
448184,XCP,2,TRUMPRARE,1
448190,PEPEHEXCHANT,3,PEPECASH,3000
448190,CONFUSEDPEPE,1,XCP,0.5
448195,PEPEONECOIN,3,XCP,0.012
448195,SPESSMUHPEPE,2,XCP,0.02
448195,TOREROPEPE,4,XCP,0.016798
448195,RPEPELIGHTER,5,XCP,0.034475
448200,GOSPELPEPE,1,XCP,0.5
448200,XMASPEPE,1,XCP,0.1
448200,PEPEZ,3,XCP,0.3
448200,PEPEME,1,XCP,0.26
448203,HERNIAPEPE,1,XCP,0.89
448204,XCP,0.5,PEPESHROOMS,5
448207,PEPECASH,10000,MAKEPEPERARE,100
448208,PEPETRADER,1,XCP,2
448216,PEPETODAMOON,1,XCP,0.7
448218,UPINSMKPEPE,1,XCP,0.5
448219,PEPEZ,1,XCP,0.1
448219,PEPERACCOON,1,XCP,1
448219,SAMURAIPEPE,1,XCP,0.5
448219,PEPEBUCKS,1,XCP,0.5
448220,PEPOCALYPSE,1,XCP,0.5
448221,PEPERFUME,1,XCP,0.6
448221,PEPEANON,1,XCP,0.2
448221,PEPERICH,1,XCP,2
448221,GUMMYPEPE,1,XCP,0.001
448221,SPESSMUHPEPE,1,XCP,0.01
448221,GUARDSPEPE,100000,XCP,0.05
448221,JACKPOTPEPE,1,XCP,0.5
448221,SEVENBITPEPE,1,XCP,1
448221,SARUTOBIPEPE,1,XCP,0.4
448222,PEPEKACHU,1,XCP,2.5
448222,PEPEBROS,1,XCP,1
448225,ZOMBIEPEPES,5000000,XCP,1
448228,PEPEKEN,1,XCP,2
448229,LUCKYPEPE,1,XCP,0.098
448232,XCP,2.1,PEPEKEN,1
448232,RAREPEPE,1,XCP,29
448233,XCP,12,SEVENBITPEPE,4
448236,STRIPERPEPE,1,XCP,0.36
448236,GLDPEPE,4,XCP,4
448237,SLVPEPE,110,XCP,11
448239,MOBBPEPE,8,XCP,2
448243,RAREPEPE,1,XCP,30
448243,XCP,2.925,CANNEDPEPE,13
448245,XCP,1,CHONGPEPE,1
448249,XCP,1.265,RGBPEPE,11
448249,XCP,0.6,RGBPEPE,4
448249,XCP,1.25,FIREASSPEPE,5
448249,XCP,2.5,RGBPEPE,5
448252,XCP,0.5,RGBPEPE,20
448252,XCP,1,PEPESMURF,5
448257,STEALPEPE,5,XCP,1.4975
448257,GAINSPEPE,1,XCP,0.4
448258,PEPETRADER,1,XCP,2
448266,XCP,4,PEPECONF,2
448269,XCP,1.375,PEPEGOLDRUSH,55
448271,HARRYPEPES,2,XCP,6
448271,DUMBLEPEPE,3,XCP,9
448273,VOLDEPEPE,3,XCP,9
448273,RUBEUSPEPE,3,XCP,9
448278,XCP,16,JOINTPEPE,4
448280,RAREPEPEPRTY,8,XCP,4
448307,XCP,0.8,STEALPEPE,8
448308,HILLARYPEPE,3,XCP,0.75
448308,MISSTURNPEPE,2,XCP,3
448308,XCP,0.3,PPKING,1
448310,PEPEBURGUNDY,1,XCP,1
448313,JMPEPEKEYNES,1,XCP,1.75
448313,PEPEASTRO,1,XCP,2
448318,UNLUCKYPEPE,0.013,XCP,0.091
448320,ZEROWINGPEPE,2,XCP,4
448327,PEPEASTRO,2,XCP,4
448327,JMPEPEKEYNES,2,XCP,3.5
448339,GUARDSPEPE,20000000,XCP,10
448344,PEPELOU,5,XCP,40
448348,XCP,0.6,PEPETHEFIRST,1
448348,XCP,1,PEPEHOUSE,2
448348,XCP,1.06,PEPETHESOG,1
448348,XCP,1.6,TRUMPEPE,1
448349,XCP,1,PEPEHOUSE,2
448350,PUTINPEPE,1,XCP,10
448350,PEPEMAXAF,2,XCP,0.5
448354,PEPEASTRO,1,XCP,2
448355,RAREPEPEPUMP,1,XCP,0.05
448368,RAREPEPEPUMP,40,PEPECASH,10000
448372,PEPEFREEZE,2,XCP,0.5
448378,XCP,16,RUNDMP,4
448378,XCP,1.2,PEPETHETROLL,8
448386,EYETESTPEPE,1,XCP,0.5
448386,PEPEREPUBLIC,100,PEPECASH,100
448392,PEPEASTRO,1,XCP,2
448397,JMPEPEKEYNES,3,XCP,5.55
448401,PEPEMAXAF,3,XCP,0.75
448403,PEPECASH,5000,HAIRPEPE,25
448408,PEPECAMO,1,XCP,0.5
448419,PARTYPEPE,3,XCP,0.15
448424,TOPCUCK,10,XCP,0.074
448429,PEPETIME,1,XCP,2
448429,PEPERFUME,2,XCP,1.2
448429,BREATHEDPEPE,2,XCP,1.2
448429,RELAXPEPE,1,XCP,1.5
448429,JOINTPEPE,2,XCP,8
448429,PEPEME,3,XCP,0.78
448429,GOSPELPEPE,2,XCP,1
448429,KEKET,2,XCP,3
448429,PEPECENT,1,XCP,1.87
448430,BERNIEPEPE,2,PEPECASH,9000
448430,PEPEGANDHI,1,PEPECASH,4000
448430,SNAPCHATPEPE,100,PEPECASH,5000
448430,TESTNETPEPE,10000,PEPECASH,1234.5678
448430,RAREPEPEPUMP,5,PEPECASH,1250
448431,SHREMPEPE,4,PEPECASH,12000
448431,RAREPEPENEWS,1000,PEPECASH,10000
448431,PEPECASH,3000,PEPEMOON,3
448431,PEPEDUCREUX,2,PEPECASH,6000
448431,BULLYPEPE,2,PEPECASH,10000
448431,BULLYPEPE,1,XCP,0.5
448447,XCP,1.1,PEPESOUP,1
448448,QUEGUAYPEPE,5,XCP,0.24975
448449,XCP,1,PEPESOUP,2
448470,CHYNAPEPE,2,XCP,5
448470,DARKPILLPEPE,1,XCP,8
448477,PEPESOUP,1,XCP,0.25
448478,BREATHEDPEPE,3,XCP,1.41
448478,WPPEPE,2,XCP,0.9
448478,PEPEPARTY,3,XCP,1.5
448482,PEPESOUP,1,XCP,0.55
448494,PEPESOUP,10,PEPECASH,7.5
448498,PEPESOUP,1,XCP,0.35
448510,FIREASSPEPE,1,XCP,1
448510,GODEMPEPE,1,XCP,2.99
448510,PEPEGOLDRUSH,5,XCP,0.5
448517,TOMANDPEPE,1,PEPECASH,500
448517,PEPEHUNGRY,1,XCP,0.7
448517,PEPESOUP,1,XCP,0.35
448523,PEPEBROS,1,XCP,1
448528,RAREPEPEPRTY,27,XCP,13.5
448532,BITGIRLPEPE,1,PEPECASH,4000
448532,PEPESOUP,2,XCP,0.7
448532,PIGPEPE,3,XCP,9
448532,RAREPEPEPRTY,2,XCP,1
448532,PEPESOUP,2,XCP,1.1
448535,PEPEPARTY,20,XCP,6
448535,RAREPEPE,8,XCP,240
448539,XCP,12,PEPEONMUSK,3
448541,HOMERPEPE,1,XCP,250
448542,ILOVEPEPE,1,XCP,0.75
448543,PEPEBROS,1,XCP,1
448548,MOONPEPE,3,PEPECASH,25500
448551,HAIRPEPE,5,XCP,0.9
448551,HAIRPEPE,10,XCP,1.8
448555,NYANPEPE,10,XCP,2.5
448559,NYANPEPE,20,XCP,5
448564,TOPCUCK,60,XCP,0.444
448565,LORDKEK,3.0E-6,XCP,0.299997
448565,RAREPEPEPRTY,4,XCP,2
448567,NYANPEPE,4,XCP,1
448568,NYANPEPE,2,XCP,0.5
448568,PEPEASTRO,1,XCP,2
448568,JMPEPEKEYNES,1,XCP,1.85
448568,NYANPEPE,5,PEPECASH,2500
448570,PEPERARE,1,XCP,25
448573,CICACOINPEPE,1,XCP,0.8
448573,NYANPEPE,3,XCP,0.75
448573,PEPEHUNGRY,1,XCP,0.7
448573,CRYPTOPEPE,1,XCP,0.75
448574,INNOCOINBOT,1,XCP,0.99
448576,RAREPEPEPRTY,10,XCP,5
448579,PEPEPARTY,10,XCP,3.5
448579,PEPEJIRAIYA,1,XCP,2
448579,RAREPEPEPRTY,7,XCP,3.5
448580,LITTLEBOPEPE,3,XCP,1.23
448580,PEPEONMUSK,2,PEPECASH,18000
448581,PEPENUKES,2,XCP,1
448581,NYANPEPE,3,PEPECASH,1500
448582,SNAPCHATPEPE,100,PEPECASH,5000
448583,PEPERACCOON,1,XCP,1
448583,MYRIADMPEPE,1,XCP,0.9
448583,XMASPEPE,3,XCP,0.3
448583,ROLLINGPEPE,1,XCP,1
448583,SLIMERPEPE,1,XCP,2
448583,JOELOONEYBIN,2,PEPECASH,9000
448583,DRONEPEPE,1,PEPECASH,1000
448583,PARTYPEPE,3,XCP,0.15
448583,RELATEPEPE,2,PEPECASH,15000
448583,PEPEARTISTE,2,XCP,1
448583,BULLYPEPE,1,XCP,0.5
448583,BONDPEPE,1,XCP,1.5
448583,PEPEPARADO,10000,XCP,0.1
448583,CICACOINPEPE,2,XCP,1.6
448591,BANEPEPE,1,XCP,0.8
448591,PEPESOUP,2,XCP,1.1
448591,HELOPEPE,1,XCP,2
448592,FIREASSPEPE,1,XCP,1
448592,RGBPEPE,9,XCP,1.035
448592,UNLUCKYPEPE,0.2,XCP,1.4
448592,RGBPEPE,5,XCP,0.75
448592,FIREASSPEPE,1,XCP,1.5
448592,PEPEBURGUNDY,5,XCP,5
448593,CONFUSEDPEPE,3,XCP,1.5
448617,PEPEPARTY,2,XCP,0.7
448622,WNPEPEPEPEPE,2,XCP,0.2
448633,PEPELYN,1,XCP,1
448633,XCP,2,SPIDERMNPEPE,1
448650,NYANPEPE,10,PEPECASH,5000
448660,XCP,1.44,BANANAPEPE,240
448667,PEPECOWBELL,1,XCP,0.5
448678,HARDPEPEFORK,1,XCP,2
448678,PUTINPEPE,1,XCP,12
448683,PEPEGIGA,1,XCP,0.3
448683,KILLARYPEPE,1,XCP,1
448690,SCORPEPE,2,XCP,0.599
448690,PPKING,2,XCP,0.599
448690,LUCKYPEPE,1,XCP,0.098
448690,XCP,0.1,HANSEIPEPE,1
448692,PEPEPEANUTS,1,XCP,0.8
448694,PEPETRADER,1,XCP,2
448695,GAINSPEPE,1,XCP,0.45
448703,RAREPEPEPRTY,21,XCP,10.5
448704,NYANPEPE,5,PEPECASH,5000
448708,RAREPEPE,1,PEPECASH,200000
448708,RAREPEPEPUMP,100,PEPECASH,25000
448710,SECURITYPEPE,10,PEPECASH,100000
448711,SNOWDENPEPE,100,PEPECASH,50000
448715,PEPERARE,1,XCP,25
448715,PEPERARE,2,XCP,50
448718,RAREPEPEPRTY,6,XCP,3
448721,VERIFIEDPEPE,5,PEPECASH,7500
448744,XCP,25,PEPERARE,1
448760,PEPEASTRO,1,XCP,2
448762,PEPERARE,2,XCP,60
448763,JMPEPEKEYNES,1,XCP,1.85
448768,PIGPEPE,1,XCP,3.5
448768,BATMANPEPE,1,XCP,3.9
448771,RAREPEPE,1,XCP,45
448775,VONPEPEHAYEK,1,XCP,3.5
448793,LIKEPEPEBRO,1,XCP,1.5
448793,CRYPTOPEPE,1,XCP,0.75
448793,PEPESOUP,1,XCP,0.55
448797,BLAINEPEPE,1,XCP,4
448797,FRYPEPE,4,XCP,2
448797,PEPEBRICK,1,XCP,3
448798,ZEROWINGPEPE,1,XCP,2
448798,PEPEASTRO,3,XCP,6
448799,LITTLEBOPEPE,3,XCP,1.23
448800,STEALPEPE,8,XCP,2.396
448800,STEALPEPE,2,XCP,0.59
448805,DASHPEPE,1,XCP,20
448807,BARRYPEPE,1,XCP,12
448808,PEPENUKES,1,XCP,0.5
448809,SUPERMANPEPE,1,XCP,3.8
448809,WINSTONPEPE,1,XCP,0.1
448809,PEPECITY,1,XCP,0.88
448810,MTPEPEMORE,1,XCP,0.6
448817,THELASTPEPE,1,XCP,10
448817,HAIRPEPE,23,XCP,4.14
448817,XCP,0.1,PEPEBONGSPHP,1
448817,XCP,0.41,IMWITHPEPE,41
448819,LUCKYPEPE,1,XCP,0.098
448827,HEISENPEPE,1,XCP,0.25
448830,GADSDENPEPE,1,XCP,0.55
448832,DJPEPE,1,PEPECASH,15000
448834,XCP,2.08,MOBBPEPE,8
448838,NYANPEPE,1,XCP,0.25
448838,RAREPEPEPUMP,3,XCP,0.3
448839,FSMPEPE,2,XCP,0.2
448839,SLVPEPE,1,XCP,0.1
448839,RPEPELIGHTER,25,XCP,0.112475
448850,XCP,1.06,PEPETHESOG,1
448850,PUTINPEPE,1,XCP,15
448856,TRIPPYPEPE,1,XCP,4
448858,PEPEDATA,1,XCP,0.1
448860,BLKSWANPEPE,90,PEPECASH,4500
448861,EGGPLANTPEPE,100,PEPECASH,10000
448861,XCP,1,PEPEJOSE,2
448862,UFOPEPE,1,XCP,0.8
448865,TESTNETPEPE,30,XCP,0.0003
448868,PEPETRADER,1,XCP,2.25
448868,PEPEGREEN,2,XCP,1
448868,PEPETRADER,1,XCP,2
448868,PEPETRADER,1,XCP,2.125
448873,WANTEDPEPE,1,XCP,2
448873,WEAREALLPEPE,1,XCP,1
448874,HAIRPEPE,19,XCP,4.75
448874,DAPPERPEPE,1,XCP,1
448874,ZOMBIEPEPES,666666,XCP,0.1333332
448876,PEPETRADERS,1,XCP,0.1
448879,PEPEJOHNS,1,PEPECASH,445
448880,PEPEZ,1,XCP,0.1
448882,TOPCUCK,228,XCP,1.6872
448887,PEPECOWBELL,1,XCP,0.5
448887,SNOTPEPE,1,XCP,0.29
448888,BREATHEDPEPE,2,XCP,0.94
448889,PEPEGANDHI,1,XCP,0.5
448889,SCORPEPE,3,XCP,0.8985
448892,PEPETUNADE,1,XCP,3
448893,ECCEPEPE,1,XCP,3.2
448893,MASTEROFPEPE,1,XCP,10
448893,RICHPEPEPOOR,1,XCP,3.5
448893,VOLDEPEPE,1,XCP,5
448895,STEALPEPE,1,XCP,0.2995
448895,PEPESUS,1,XCP,4
448895,PEPEOFTHEUSA,2,XCP,1.7
448895,THEPEPE,4,PEPECASH,400
448895,TESTNETPEPE,2000,PEPECASH,246.91356
448895,MARINEPEINE,2,XCP,2
448895,JWPEPE,2,PEPECASH,10000
448895,GIVEKUDOS,300,PEPECASH,300
448895,HAIRPEPE,41,PEPECASH,11480
448895,HAIRPEPE,17,PEPECASH,4930
448895,DJPEPE,1,XCP,3
448895,PEPEDANCE,1,XCP,2
448895,WANKSYPEPE,1,XCP,2
448895,NEWYEARPEPE,1,XCP,0.1995
448895,KILLARYPEPE,2,XCP,2
448895,PEPENACCI,1,XCP,0.5
448896,PEPEVIDEODRO,1,XCP,2
448896,RPEPELIGHTER,258,XCP,1.160742
448896,EMPERORPEPE,1,XCP,1.5
448896,MISSTURNPEPE,1,XCP,1.5
448896,HANPEPE,1,XCP,2
448896,GODEMPEPE,1,XCP,3
448896,MOBBPEPE,2,XCP,0.54
448896,BBOYPEPE,1,XCP,3
448896,MCPEPE,1,PEPECASH,15000
448896,SCORPEPE,1,XCP,0.2995
448897,PEPEKEN,1,XCP,3
448897,NYANPEPE,10,XCP,2.5
448897,PEPEGIGA,2,XCP,0.6
448897,MONBOURARNO,2,XCP,2
448897,SITHLORDPEPE,1,PEPECASH,27500
448897,GRNDMSTRPEPE,1,XCP,2
448897,SENPAIPEPE,3,XCP,1.5
448897,PEPEGUN,1,XCP,25
448897,PEPEALIEN,1,PEPECASH,28993.5894794
448897,BANKRUPTPEPE,2,PEPECASH,2000
448897,XOBLORTPEPE,1,XCP,1
448897,UNCLEPEPE,2,XCP,4
448897,CRYPTOPEPE,2,XCP,1.5
448897,PEPESMURF,1,XCP,2
448897,FRYPEPE,2,XCP,3
448897,BTCPEPE,1,XCP,2
448898,PEPEMAXAF,1,XCP,0.25
448898,BLKSWANPEPE,1,XCP,0.1
448898,XCP,0.25,RUBBERPEPE,1
448900,PEPEDATA,2,XCP,0.2
448909,SEAMANPEPE,1,XCP,0.41
448921,XCP,1,MONTYPEPE,1
448924,PEPEJAPAN,1,XCP,2.75
448924,PEEKABOOPEPE,1,XCP,4
