Song Clean,ARTIST CLEAN,Release Year,COMBINED,First?,Year?,PlayCount,F*G
The Joker,Steve Miller Band,1973,The Joker by Steve Miller Band,1,1,114,114
The Stake,Steve Miller Band,,The Stake by Steve Miller Band,1,0,2,0
Threshold/Jet Airliner,Steve Miller Band,,Threshold/Jet Airliner by Steve Miller Band,1,0,23,0
True Fine Love,Steve Miller Band,,True Fine Love by Steve Miller Band,1,0,1,0
Your Cash Ain't Nothin But Trash,Steve Miller Band,,Your Cash Ain't Nothin But Trash by Steve Miller Band,1,0,1,0
Oh Sherrie,Steve Perry,1984,Oh Sherrie by Steve Perry,1,1,12,12
Back In the High Life Again,Steve Winwood,1986,Back In the High Life Again by Steve Winwood,1,1,1,1
Higher Love,Steve Winwood,1986,Higher Love by Steve Winwood,1,1,6,6
Roll With It,Steve Winwood,1988,Roll With It by Steve Winwood,1,1,1,1
While You See a Chance,Steve Winwood,1980,While You See a Chance by Steve Winwood,1,1,4,4
Love The One You'Re With,Steven Stills,1971,Love The One You'Re With by Steven Stills,1,1,1,1
Edge of Seventeen,Stevie Nicks,1981,Edge of Seventeen by Stevie Nicks,1,1,78,78
Leather and Lace,Stevie Nicks,1981,Leather and Lace by Stevie Nicks,1,1,3,3
Stand Back,Stevie Nicks,1983,Stand Back by Stevie Nicks,1,1,40,40
Stop Draggin' My Heart Around,Stevie Nicks,1981,Stop Draggin' My Heart Around by Stevie Nicks,1,1,7,7
Stop Draggin' My Heart Around,Stevie Nicks w/ Tom Petty and the Heartbreakers,1981,Stop Draggin' My Heart Around by Stevie Nicks w/ Tom Petty and the Heartbreakers,1,1,9,9
Cold Shot,Stevie Ray Vaughan,,Cold Shot by Stevie Ray Vaughan,1,0,14,0
Couldn't Stand the Weather,Stevie Ray Vaughan,,Couldn't Stand the Weather by Stevie Ray Vaughan,1,0,5,0
Crossfire,Stevie Ray Vaughan,1989,Crossfire by Stevie Ray Vaughan,1,1,17,17
Life by the Drop,Stevie Ray Vaughan,,Life by the Drop by Stevie Ray Vaughan,1,0,1,0
Little Wing,Stevie Ray Vaughan,,Little Wing by Stevie Ray Vaughan,1,0,9,0
Look At Little Sister,Stevie Ray Vaughan,,Look At Little Sister by Stevie Ray Vaughan,1,0,8,0
Pride And Joy,Stevie Ray Vaughan,1983,Pride And Joy by Stevie Ray Vaughan,1,1,48,48
Scuttle Buttin',Stevie Ray Vaughan,1984,Scuttle Buttin' by Stevie Ray Vaughan,1,1,3,3
Superstition [Live],Stevie Ray Vaughan,,Superstition [Live] by Stevie Ray Vaughan,1,0,1,0
Taxman,Stevie Ray Vaughan,,Taxman by Stevie Ray Vaughan,1,0,1,0
Texas Flood,Stevie Ray Vaughan,1983,Texas Flood by Stevie Ray Vaughan,1,1,4,4
The House Is Rockin',Stevie Ray Vaughan,1989,The House Is Rockin' by Stevie Ray Vaughan,1,1,17,17
The Sky Is Crying,Stevie Ray Vaughan,,The Sky Is Crying by Stevie Ray Vaughan,1,0,8,0
Tightrope,Stevie Ray Vaughan,,Tightrope by Stevie Ray Vaughan,1,0,6,0
Voodoo Chile {slight Return},Stevie Ray Vaughan,,Voodoo Chile {slight Return} by Stevie Ray Vaughan,1,0,3,0
Superstition,Stevie Wonder,1973,Superstition by Stevie Wonder,1,1,12,12
Fortress Around Your Heart,Sting,1985,Fortress Around Your Heart by Sting,1,1,1,1
If You Love Somebody Set Them Free,Sting,,If You Love Somebody Set Them Free by Sting,1,0,1,0
Big Empty,Stone Temple Pilots,1994,Big Empty by Stone Temple Pilots,1,1,7,7
Creep,Stone Temple Pilots,1993,Creep by Stone Temple Pilots,1,1,7,7
Interstate Love Song,Stone Temple Pilots,1994,Interstate Love Song by Stone Temple Pilots,1,1,23,23
Lady Picture Show,Stone Temple Pilots,,Lady Picture Show by Stone Temple Pilots,1,0,1,0
Plush,Stone Temple Pilots,1992,Plush by Stone Temple Pilots,1,1,33,33
Sex Type Thing,Stone Temple Pilots,,Sex Type Thing by Stone Temple Pilots,1,0,1,0
Trippin' on a Hole in a Paper Heart,Stone Temple Pilots,,Trippin' on a Hole in a Paper Heart by Stone Temple Pilots,1,0,1,0
Vasoline,Stone Temple Pilots,1994,Vasoline by Stone Temple Pilots,1,1,3,3
Rock This Town,Stray Cats,,Rock This Town by Stray Cats,1,0,15,0
Stray Cat Strut,Stray Cats,,Stray Cat Strut by Stray Cats,1,0,6,0
To Hell With the Devil,Stryper,1986,To Hell With the Devil by Stryper,1,1,1,1
The Isle Of Debris,Stu Nunnery,,The Isle Of Debris by Stu Nunnery,1,0,1,0
Blue Collar Man,Styx,1978,Blue Collar Man by Styx,1,1,61,61
Come Sail Away,Styx,1977,Come Sail Away by Styx,1,1,93,93
Crystal Ball,Styx,,Crystal Ball by Styx,1,0,4,0
Fooling Yourself,Styx,1977,Fooling Yourself by Styx,1,1,24,24
Lady,Styx,1973,Lady by Styx,1,1,19,19
Light Up,Styx,1975,Light Up by Styx,1,1,3,3
Lorelei,Styx,1975,Lorelei by Styx,1,1,4,4
Renegade,Styx,1978,Renegade by Styx,1,1,116,116
Suite Madame Blue,Styx,1975,Suite Madame Blue by Styx,1,1,2,2
The Grand Illusion,Styx,1977,The Grand Illusion by Styx,1,1,14,14
Too Much Time On My Hands,Styx,1981,Too Much Time On My Hands by Styx,1,1,46,46
What I Got,Sublime,1996,What I Got by Sublime,1,1,4,4
Wrong Way,Sublime,1996,Wrong Way by Sublime,1,1,2,2
Fly,Sugar Ray,,Fly by Sugar Ray,1,0,2,0
Green Eyed Lady,Sugarloaf,1970,Green Eyed Lady by Sugarloaf,1,1,5,5
Bloody Well Right,Supertramp,1974,Bloody Well Right by Supertramp,1,1,3,3
Breakfast in America,Supertramp,1979,Breakfast in America by Supertramp,1,1,56,56
Dreamer,Supertramp,1974,Dreamer by Supertramp,1,1,2,2
Give a Little Bit,Supertramp,1977,Give a Little Bit by Supertramp,1,1,73,73
Goodbye Stranger,Supertramp,1979,Goodbye Stranger by Supertramp,1,1,60,60
Take the Long Way Home,Supertramp,1979,Take the Long Way Home by Supertramp,1,1,46,46
The Logical Song,Supertramp,1979,The Logical Song by Supertramp,1,1,76,76
Eye of the Tiger,Survivor,1982,Eye of the Tiger by Survivor,1,1,8,8
I Can't Hold Back,Survivor,,I Can't Hold Back by Survivor,1,0,4,0
Ballroom Blitz,Sweet,1973,Ballroom Blitz by Sweet,1,1,25,25
Fox On The Run,Sweet,,Fox On The Run by Sweet,1,0,16,0
Love Is Like Oxygen,Sweet,1978,Love Is Like Oxygen by Sweet,1,1,1,1
Bang a Gong (Get It On),T. Rex,1971,Bang a Gong (Get It On) by T. Rex,1,1,82,82
Jeepster,T. Rex,1971,Jeepster by T. Rex,1,1,1,1
And She Was,Talking Heads,1985,And She Was by Talking Heads,1,1,19,19
Burning Down the House,Talking Heads,1983,Burning Down the House by Talking Heads,1,1,72,72
Life During Wartime,Talking Heads,1979,Life During Wartime by Talking Heads,1,1,23,23
Once In A Lifetime,Talking Heads,1980,Once In A Lifetime by Talking Heads,1,1,46,46
Psycho Killer,Talking Heads,1977,Psycho Killer by Talking Heads,1,1,8,8
Road To Nowhere,Talking Heads,,Road To Nowhere by Talking Heads,1,0,18,0
Stay Up Late,Talking Heads,,Stay Up Late by Talking Heads,1,0,33,0
Take Me To The River,Talking Heads,,Take Me To The River by Talking Heads,1,0,23,0
Wild Wild Life,Talking Heads,1986,Wild Wild Life by Talking Heads,1,1,7,7
I'm Leaving,Taxxi,,I'm Leaving by Taxxi,1,0,1,0
Everybody Wants to Rule the World,Tears for Fears,1985,Everybody Wants to Rule the World by Tears for Fears,1,1,6,6
Head Over Heels,Tears for Fears,1985,Head Over Heels by Tears for Fears,1,1,1,1
Shout,Tears for Fears,1984,Shout by Tears for Fears,1,1,1,1
Cat Scratch Fever,Ted Nugent,1977,Cat Scratch Fever by Ted Nugent,1,1,20,20
Dog Eat Dog,Ted Nugent,,Dog Eat Dog by Ted Nugent,1,0,3,0
Free for All,Ted Nugent,1977,Free for All by Ted Nugent,1,1,10,10
Great White Buffalo,Ted Nugent,,Great White Buffalo by Ted Nugent,1,0,1,0
Stranglehold,Ted Nugent,1975,Stranglehold by Ted Nugent,1,1,33,33
Wango Tango,Ted Nugent,,Wango Tango by Ted Nugent,1,0,1,0
Hunger Strike,Temple of the Dog,1990,Hunger Strike by Temple of the Dog,1,1,4,4
I'd Love To Change The World,Ten Years After,1971,I'd Love To Change The World by Ten Years After,1,1,18,18
I'm Goin' Home,Ten Years After,,I'm Goin' Home by Ten Years After,1,0,1,0
Little Suzi,Tesla,,Little Suzi by Tesla,1,0,1,0
Love Song,Tesla,1989,Love Song by Tesla,1,1,4,4
Modern Day Cowboy,Tesla,,Modern Day Cowboy by Tesla,1,0,3,0
Signs,Tesla,,Signs by Tesla,1,0,15,0
Breakdown,The Alan Parsons Project,1977,Breakdown by The Alan Parsons Project,1,1,5,5
Eye In the Sky,The Alan Parsons Project,1982,Eye In the Sky by The Alan Parsons Project,1,1,2,2
Games People Play,The Alan Parsons Project,1981,Games People Play by The Alan Parsons Project,1,1,3,3
I Wouldn't Want to Be Like You,The Alan Parsons Project,,I Wouldn't Want to Be Like You by The Alan Parsons Project,1,0,1,0
Rain In the Summertime,The Alarm (IRS),,Rain In the Summertime by The Alarm (IRS),1,0,2,0
Journey to the Center of the Mind,The Amboy Dukes,1968,Journey to the Center of the Mind by The Amboy Dukes,1,1,1,1
Don't Bring Me Down,The Animals,1966,Don't Bring Me Down by The Animals,1,1,1,1
House Of The Rising Sun,The Animals,1964,House Of The Rising Sun by The Animals,1,1,18,18
Monterey,The Animals,1968,Monterey by The Animals,1,1,3,3
San Franciscan Nights,The Animals,1967,San Franciscan Nights by The Animals,1,1,1,1
Spill the Wine,The Animals,,Spill the Wine by The Animals,1,0,3,0
Love Shack,The B-52's,1989,Love Shack by The B-52's,1,1,5,5
Roam,The B-52's,,Roam by The B-52's,1,0,1,0
Back On My Feet Again,The Babys,,Back On My Feet Again by The Babys,1,0,3,0
Isn't It Time,The Babys,1977,Isn't It Time by The Babys,1,1,1,1
Chest Fever,The Band,1968,Chest Fever by The Band,1,1,1,1
The Night They Drove Old Dixie Down,The Band,1969,The Night They Drove Old Dixie Down by The Band,1,1,3,3
The Weight,The Band,1968,The Weight by The Band,1,1,24,24
Up On Cripple Creek,The Band,1969,Up On Cripple Creek by The Band,1,1,1,1
Good Vibrations,The Beach Boys,1966,Good Vibrations by The Beach Boys,1,1,1,1
A Day In The Life,The Beatles,1967,A Day In The Life by The Beatles,1,1,31,31
A Hard Day's Night,The Beatles,1964,A Hard Day's Night by The Beatles,1,1,5,5
A Saturday Club Xmas/Crimble Medley,The Beatles,,A Saturday Club Xmas/Crimble Medley by The Beatles,1,0,1,0
Across The Universe,The Beatles,1970,Across The Universe by The Beatles,1,1,1,1
All My Loving,The Beatles,1963,All My Loving by The Beatles,1,1,4,4
All You Need Is Love,The Beatles,1967,All You Need Is Love by The Beatles,1,1,3,3
And Your Bird Can Sing,The Beatles,1966,And Your Bird Can Sing by The Beatles,1,1,1,1
ANYTIME AT ALL,The Beatles,1964,ANYTIME AT ALL by The Beatles,1,1,1,1
Baby You're A Rich Man,The Beatles,1967,Baby You're A Rich Man by The Beatles,1,1,1,1
Back In the U.S.S.R.,The Beatles,1968,Back In the U.S.S.R. by The Beatles,1,1,28,28
BAD BOY,The Beatles,1965,BAD BOY by The Beatles,1,1,1,1
BALLAD OF JOHN AND YOKO,The Beatles,,BALLAD OF JOHN AND YOKO by The Beatles,1,0,1,0
Birthday,The Beatles,1969,Birthday by The Beatles,1,1,12,12
Blackbird,The Beatles,1968,Blackbird by The Beatles,1,1,3,3
Can't Buy Me Love,The Beatles,1964,Can't Buy Me Love by The Beatles,1,1,5,5
Come Together,The Beatles,1969,Come Together by The Beatles,1,1,69,69
Cry For A Shadow,The Beatles,1961,Cry For A Shadow by The Beatles,1,1,1,1
Day Tripper,The Beatles,1965,Day Tripper by The Beatles,1,1,2,2
Dear Prudence,The Beatles,1968,Dear Prudence by The Beatles,1,1,1,1
Don't Let Me Down,The Beatles,1969,Don't Let Me Down by The Beatles,1,1,1,1
Drive My Car,The Beatles,1965,Drive My Car by The Beatles,1,1,4,4
Eight Days A Week,The Beatles,1964,Eight Days A Week by The Beatles,1,1,6,6
Eleanor Rigby,The Beatles,1966,Eleanor Rigby by The Beatles,1,1,20,20
Everybody's Got Something To Hide Except Me And My Monk,The Beatles,1968,Everybody's Got Something To Hide Except Me And My Monk by The Beatles,1,1,1,1
Fixing A Hole,The Beatles,1967,Fixing A Hole by The Beatles,1,1,2,2
From Me To You,The Beatles,1963,From Me To You by The Beatles,1,1,1,1
Get Back,The Beatles,1969,Get Back by The Beatles,1,1,52,52
Getting Better,The Beatles,1967,Getting Better by The Beatles,1,1,1,1
GIRL,The Beatles,1965,GIRL by The Beatles,1,1,1,1
Golden Slumbers,The Beatles,1969,Golden Slumbers by The Beatles,1,1,5,5
Good Day Sunshine,The Beatles,1966,Good Day Sunshine by The Beatles,1,1,1,1
Got To Get You Into My Life,The Beatles,1966,Got To Get You Into My Life by The Beatles,1,1,5,5
Hello Goodbye,The Beatles,1967,Hello Goodbye by The Beatles,1,1,26,26
Help!,The Beatles,1965,Help! by The Beatles,1,1,4,4
Helter Skelter,The Beatles,1968,Helter Skelter by The Beatles,1,1,5,5
Here Comes The Sun,The Beatles,1969,Here Comes The Sun by The Beatles,1,1,24,24
Hey Jude,The Beatles,1968,Hey Jude by The Beatles,1,1,22,22
I Am the Walrus,The Beatles,1967,I Am the Walrus by The Beatles,1,1,5,5
I Feel Fine,The Beatles,1964,I Feel Fine by The Beatles,1,1,5,5
I Saw Her Standing There,The Beatles,1963,I Saw Her Standing There by The Beatles,1,1,3,3
I Want To Hold Your Hand,The Beatles,1963,I Want To Hold Your Hand by The Beatles,1,1,2,2
I Want You (She's So Heavy),The Beatles,1969,I Want You (She's So Heavy) by The Beatles,1,1,2,2
I'll Follow The Sun,The Beatles,1964,I'll Follow The Sun by The Beatles,1,1,1,1
I'm A Loser,The Beatles,1964,I'm A Loser by The Beatles,1,1,2,2
I'm Down,The Beatles,1965,I'm Down by The Beatles,1,1,1,1
I've Got A Feeling,The Beatles,1970,I've Got A Feeling by The Beatles,1,1,3,3
I've Just Seen A Face,The Beatles,1965,I've Just Seen A Face by The Beatles,1,1,3,3
IN MY LIFE,The Beatles,1965,IN MY LIFE by The Beatles,1,1,5,5
IT WON'T BE LONG,The Beatles,1963,IT WON'T BE LONG by The Beatles,1,1,1,1
Lady Madonna,The Beatles,1968,Lady Madonna by The Beatles,1,1,7,7
Let It Be,The Beatles,1970,Let It Be by The Beatles,1,1,31,31
LITTLE CHILD,The Beatles,1963,LITTLE CHILD by The Beatles,1,1,1,1
Love Me Do,The Beatles,1962,Love Me Do by The Beatles,1,1,1,1
Lovely Rita,The Beatles,1967,Lovely Rita by The Beatles,1,1,2,2
Lucy In The Sky With Diamonds,The Beatles,1967,Lucy In The Sky With Diamonds by The Beatles,1,1,20,20
Magical Mystery Tour,The Beatles,1967,Magical Mystery Tour by The Beatles,1,1,6,6
Maxwell's Silver Hammer,The Beatles,1969,Maxwell's Silver Hammer by The Beatles,1,1,2,2
Norwegian Wood,The Beatles,1965,Norwegian Wood by The Beatles,1,1,1,1
NOWHERE MAN,The Beatles,1965,NOWHERE MAN by The Beatles,1,1,1,1
"Ob-la-di, Ob-la-da",The Beatles,1968,"Ob-la-di, Ob-la-da by The Beatles",1,1,13,13
OH DARLING,The Beatles,1969,OH DARLING by The Beatles,1,1,6,6
P.s. I Love You,The Beatles,1962,P.s. I Love You by The Beatles,1,1,1,1
Paperback Writer,The Beatles,1966,Paperback Writer by The Beatles,1,1,5,5
Penny Lane,The Beatles,1967,Penny Lane by The Beatles,1,1,3,3
Please Please Me,The Beatles,1963,Please Please Me by The Beatles,1,1,2,2
Reprise / Day in the Life,The Beatles,1967,Reprise / Day in the Life by The Beatles,1,1,12,12
Revolution,The Beatles,1968,Revolution by The Beatles,1,1,55,55
ROCK AND ROLL MUSIC,The Beatles,,ROCK AND ROLL MUSIC by The Beatles,1,0,1,0
Rocky Raccoon,The Beatles,1968,Rocky Raccoon by The Beatles,1,1,3,3
Roll Over Beethoven,The Beatles,,Roll Over Beethoven by The Beatles,1,0,1,0
Sgt. Pepper Inner Groove,The Beatles,1967,Sgt. Pepper Inner Groove by The Beatles,1,1,2,2
Sgt. Pepper's Lonely Hearts Club Band,The Beatles,1967,Sgt. Pepper's Lonely Hearts Club Band by The Beatles,1,1,1,1
Sgt. Pepper's Lonely Hearts Club Band (Reprise),The Beatles,1967,Sgt. Pepper's Lonely Hearts Club Band (Reprise) by The Beatles,1,1,3,3
Sgt. Pepper/a Day In The Life,The Beatles,1967,Sgt. Pepper/a Day In The Life by The Beatles,1,1,3,3
Sgt. Pepper/with A Little Help From My Friends,The Beatles,1967,Sgt. Pepper/with A Little Help From My Friends by The Beatles,1,1,11,11
She Loves You,The Beatles,1963,She Loves You by The Beatles,1,1,3,3
SHE'S A WOMAN,The Beatles,1964,SHE'S A WOMAN by The Beatles,1,1,1,1
She's Leaving Home,The Beatles,1967,She's Leaving Home by The Beatles,1,1,1,1
Something,The Beatles,1969,Something by The Beatles,1,1,11,11
Strawberry Fields Forever,The Beatles,1967,Strawberry Fields Forever by The Beatles,1,1,7,7
Sun King,The Beatles,1969,Sun King by The Beatles,1,1,1,1
The Ballad Of John And Yoko,The Beatles,1969,The Ballad Of John And Yoko by The Beatles,1,1,8,8
THE CONTINUING STORY OF BUNG,The Beatles,1968,THE CONTINUING STORY OF BUNG by The Beatles,1,1,1,1
The Fool On The Hill,The Beatles,1967,The Fool On The Hill by The Beatles,1,1,2,2
The Long And Winding Road,The Beatles,1970,The Long And Winding Road by The Beatles,1,1,2,2
The Word,The Beatles,1965,The Word by The Beatles,1,1,1,1
Things We Said Today,The Beatles,1964,Things We Said Today by The Beatles,1,1,2,2
Ticket to Ride,The Beatles,1965,Ticket to Ride by The Beatles,1,1,4,4
Twist and Shout,The Beatles,1963,Twist and Shout by The Beatles,1,1,5,5
Two Of Us,The Beatles,1970,Two Of Us by The Beatles,1,1,2,2
We Can Work It Out,The Beatles,1965,We Can Work It Out by The Beatles,1,1,18,18
When I'm 64,The Beatles,1967,When I'm 64 by The Beatles,1,1,1,1
While My Guitar Gently Weeps,The Beatles,1968,While My Guitar Gently Weeps by The Beatles,1,1,29,29
Wild Honey Pie,The Beatles,1968,Wild Honey Pie by The Beatles,1,1,1,1
With a Little Help From My Friends,The Beatles,1967,With a Little Help From My Friends by The Beatles,1,1,7,7
Yellow Submarine,The Beatles,1966,Yellow Submarine by The Beatles,1,1,4,4
Yesterday,The Beatles,1965,Yesterday by The Beatles,1,1,10,10
You Never Give Me Your Money,The Beatles,1969,You Never Give Me Your Money by The Beatles,1,1,2,2
You're Going To Lose That Girl,The Beatles,1965,You're Going To Lose That Girl by The Beatles,1,1,1,1
YOUR MOTHER SHOULD KNOW,The Beatles,1967,YOUR MOTHER SHOULD KNOW by The Beatles,1,1,1,1
A Conspiracy,The Black Crowes,,A Conspiracy by The Black Crowes,1,0,1,0
Gone,The Black Crowes,,Gone by The Black Crowes,1,0,1,0
Good Friday,The Black Crowes,,Good Friday by The Black Crowes,1,0,1,0
Goodbye Daughters of the Revolution,The Black Crowes,2008,Goodbye Daughters of the Revolution by The Black Crowes,1,1,1,1
Hard To Handle,The Black Crowes,1990,Hard To Handle by The Black Crowes,1,1,83,83
Hotel Illness,The Black Crowes,,Hotel Illness by The Black Crowes,1,0,1,0
Jealous Again,The Black Crowes,,Jealous Again by The Black Crowes,1,0,24,0
Kickin' My Heart Around,The Black Crowes,,Kickin' My Heart Around by The Black Crowes,1,0,1,0
Remedy,The Black Crowes,1992,Remedy by The Black Crowes,1,1,7,7
She Talks To Angels,The Black Crowes,1990,She Talks To Angels by The Black Crowes,1,1,44,44
Thorn In My Pride,The Black Crowes,,Thorn In My Pride by The Black Crowes,1,0,3,0
Twice As Hard,The Black Crowes,1990,Twice As Hard by The Black Crowes,1,1,10,10
Gold On The Ceiling,The Black Keys,2011,Gold On The Ceiling by The Black Keys,1,1,3,3
Lonely Boy,The Black Keys,2011,Lonely Boy by The Black Keys,1,1,6,6
Soul Man,The Blues Brothers,,Soul Man by The Blues Brothers,1,0,3,0
Eight Miles High,The Byrds,1966,Eight Miles High by The Byrds,1,1,2,2
Bye Bye Love,The Cars,1978,Bye Bye Love by The Cars,1,1,48,48
Candy-o,The Cars,,Candy-o by The Cars,1,0,8,0
Dangerious Type,The Cars,,Dangerious Type by The Cars,1,0,10,0
Drive,The Cars,1984,Drive by The Cars,1,1,3,3
Good Times Roll,The Cars,,Good Times Roll by The Cars,1,0,88,0
Hello Again,The Cars,1984,Hello Again by The Cars,1,1,6,6
It's All I Can Do,The Cars,,It's All I Can Do by The Cars,1,0,3,0
Just What I Needed,The Cars,1978,Just What I Needed by The Cars,1,1,113,113
Let's Go,The Cars,1979,Let's Go by The Cars,1,1,73,73
Magic,The Cars,1984,Magic by The Cars,1,1,11,11
Moving In Stereo,The Cars,1978,Moving In Stereo by The Cars,1,1,53,53
My Best Friend's Girl,The Cars,,My Best Friend's Girl by The Cars,1,0,65,0
Shake It Up,The Cars,1981,Shake It Up by The Cars,1,1,27,27
Since You're Gone,The Cars,,Since You're Gone by The Cars,1,0,3,0
Stereo/All Mixed Up,The Cars,,Stereo/All Mixed Up by The Cars,1,0,3,0
Tonight She Comes,The Cars,,Tonight She Comes by The Cars,1,0,18,0
You Might Think,The Cars,1984,You Might Think by The Cars,1,1,19,19
You're All I've Got Tonight,The Cars,,You're All I've Got Tonight by The Cars,1,0,38,0
Clampdown,The Clash,1979,Clampdown by The Clash,1,1,2,2
I Fought The Law,The Clash,,I Fought The Law by The Clash,1,0,2,0
London Calling,The Clash,1979,London Calling by The Clash,1,1,8,8
Rock The Casbah,The Clash,1982,Rock The Casbah by The Clash,1,1,61,61
Should I Stay Or Should,The Clash,1982,Should I Stay Or Should by The Clash,1,1,58,58
Train In Vain,The Clash,1979,Train In Vain by The Clash,1,1,12,12
Fire Woman,The Cult,1989,Fire Woman by The Cult,1,1,3,3
"Another Park, Another Sunday",The Doobie Brothers,1974,"Another Park, Another Sunday by The Doobie Brothers",1,1,1,1
Black Water,The Doobie Brothers,1974,Black Water by The Doobie Brothers,1,1,57,57
China Grove,The Doobie Brothers,1973,China Grove by The Doobie Brothers,1,1,40,40
It Keeps You Runnin',The Doobie Brothers,,It Keeps You Runnin' by The Doobie Brothers,1,0,1,0
Jesus Is Just Alright,The Doobie Brothers,1972,Jesus Is Just Alright by The Doobie Brothers,1,1,10,10
Listen To The Music,The Doobie Brothers,1972,Listen To The Music by The Doobie Brothers,1,1,48,48
Livin' On the Fault Line,The Doobie Brothers,,Livin' On the Fault Line by The Doobie Brothers,1,0,1,0
Long Train Runnin',The Doobie Brothers,1973,Long Train Runnin' by The Doobie Brothers,1,1,55,55
Natural Thing,The Doobie Brothers,,Natural Thing by The Doobie Brothers,1,0,1,0
Rockin' Down The Highway,The Doobie Brothers,1972,Rockin' Down The Highway by The Doobie Brothers,1,1,13,13
South City Midnight Lady,The Doobie Brothers,,South City Midnight Lady by The Doobie Brothers,1,0,1,0
Take Me In Your Arms,The Doobie Brothers,1975,Take Me In Your Arms by The Doobie Brothers,1,1,13,13
Takin' It To The Streets,The Doobie Brothers,1976,Takin' It To The Streets by The Doobie Brothers,1,1,1,1
UKIAH/THE CAPTAIN AND ME,The Doobie Brothers,,UKIAH/THE CAPTAIN AND ME by The Doobie Brothers,1,0,1,0
What a Fool Believes,The Doobie Brothers,1978,What a Fool Believes by The Doobie Brothers,1,1,5,5
Wheels Of Fortune,The Doobie Brothers,,Wheels Of Fortune by The Doobie Brothers,1,0,1,0
Back Door Man,The Doors,1967,Back Door Man by The Doors,1,1,4,4
Break On Through,The Doors,1967,Break On Through by The Doors,1,1,52,52
Five To One,The Doors,1968,Five To One by The Doors,1,1,5,5
Gloria,The Doors,,Gloria by The Doors,1,0,5,0
"Hello, I Love You",The Doors,1968,"Hello, I Love You by The Doors",1,1,35,35
L.A. Woman,The Doors,1971,L.A. Woman by The Doors,1,1,31,31
Light My Fire,The Doors,1967,Light My Fire by The Doors,1,1,49,49
Love Her Madly,The Doors,1971,Love Her Madly by The Doors,1,1,56,56
Love Me Two Times,The Doors,1967,Love Me Two Times by The Doors,1,1,51,51
Moonlight Drive,The Doors,1967,Moonlight Drive by The Doors,1,1,17,17
Peace Frog,The Doors,1970,Peace Frog by The Doors,1,1,9,9
People Are Strange,The Doors,1967,People Are Strange by The Doors,1,1,53,53
Riders On The Storm,The Doors,1971,Riders On The Storm by The Doors,1,1,43,43
Roadhouse Blues,The Doors,1967,Roadhouse Blues by The Doors,1,1,49,49
Soul Kitchen,The Doors,,Soul Kitchen by The Doors,1,0,15,0
The Changeling,The Doors,1971,The Changeling by The Doors,1,1,1,1
The Crystal Ship,The Doors,1967,The Crystal Ship by The Doors,1,1,11,11
Touch Me,The Doors,1969,Touch Me by The Doors,1,1,45,45
Twentieth Century Fox,The Doors,1967,Twentieth Century Fox by The Doors,1,1,2,2
Waiting For The Sun,The Doors,1970,Waiting For The Sun by The Doors,1,1,17,17
When the Music's Over,The Doors,1967,When the Music's Over by The Doors,1,1,1,1
Tuff Enuff,The Fabulous Thunderbirds,,Tuff Enuff by The Fabulous Thunderbirds,1,0,15,0
Radioactive,The Firm,1985,Radioactive by The Firm,1,1,3,3
One Thing Leads To Another,The Fixx,1983,One Thing Leads To Another by The Fixx,1,1,22,22
Saved By Zero,The Fixx,1983,Saved By Zero by The Fixx,1,1,2,2
Iris,The Goo Goo Dolls,1998,Iris by The Goo Goo Dolls,1,1,2,2
Funk #49,The James Gang,1970,Funk #49 by The James Gang,1,1,4,4
This Beat Goes on/Switching to Glide,The Kings,,This Beat Goes on/Switching to Glide by The Kings,1,0,1,0
A Well Respected Man,The Kinks,,A Well Respected Man by The Kinks,1,0,16,0
All Day And All Of The Night,The Kinks,1964,All Day And All Of The Night by The Kinks,1,1,7,7
Apeman,The Kinks,1971,Apeman by The Kinks,1,1,2,2
Come Dancing,The Kinks,1983,Come Dancing by The Kinks,1,1,1,1
Destroyer,The Kinks,1981,Destroyer by The Kinks,1,1,3,3
Lola,The Kinks,1970,Lola by The Kinks,1,1,40,40
Sunny Afternoon,The Kinks,1966,Sunny Afternoon by The Kinks,1,1,1,1
Superman,The Kinks,,Superman by The Kinks,1,0,1,0
Tired of Waiting,The Kinks,1965,Tired of Waiting by The Kinks,1,1,1,1
Victoria,The Kinks,,Victoria by The Kinks,1,0,16,0
Waterloo Sunset,The Kinks,1967,Waterloo Sunset by The Kinks,1,1,9,9
You Really Got Me,The Kinks,1964,You Really Got Me by The Kinks,1,1,20,20
My Sharona,The Knack,1979,My Sharona by The Knack,1,1,13,13
Mrs. Robinson,The Lemonheads,,Mrs. Robinson by The Lemonheads,1,0,2,0
Summer In the City,The Lovin' Spoonful,1966,Summer In the City by The Lovin' Spoonful,1,1,2,2
CALIFORNIA DREAMIN',The Mamas ,1966,CALIFORNIA DREAMIN' by The Mamas ,1,1,1,1
Can't You See,The Marshall Tucker Band,1973,Can't You See by The Marshall Tucker Band,1,1,52,52
HEARD IT IN A LOVE SONG,The Marshall Tucker Band,1977,HEARD IT IN A LOVE SONG by The Marshall Tucker Band,1,1,1,1
Take The Highway,The Marshall Tucker Band,,Take The Highway by The Marshall Tucker Band,1,0,1,0
Gypsy,The Moody Blues,,Gypsy by The Moody Blues,1,0,1,0
Question,The Moody Blues,1970,Question by The Moody Blues,1,1,2,2
