RespondentID,"Generally speaking, how would you rate your level of knowledgeÊof cuisines from different parts of the world?","How much, if at all, are you interested in cuisines from different parts of the world?",Please rate how much you like the traditional cuisine of Algeria:,Please rate how much you like the traditional cuisine of Argentina.,Please rate how much you like the traditional cuisine ofÊAustralia.,Please rate how much you like the traditional cuisine of Belgium.,Please rate how much you like the traditional cuisine of Bosnia and Herzegovina.,Please rate how much you like the traditional cuisine of Brazil.,Please rate how much you like the traditional cuisine of Cameroon.,Please rate how much you like the traditional cuisine of Chile.,Please rate how much you like the traditional cuisine of Colombia.,Please rate how much you like the traditional cuisine of Costa Rica.,Please rate how much you like the traditional cuisine of Croatia.,Please rate how much you like the traditional cuisine of Ecuador.,Please rate how much you like the traditional cuisine of England.,Please rate how much you like the traditional cuisine of France.,Please rate how much you like the traditional cuisine of Germany.,Please rate how much you like the traditional cuisine of Ghana.,Please rate how much you like the traditional cuisine of Greece.,Please rate how much you like the traditional cuisine of Honduras.,Please rate how much you like the traditional cuisine of Iran.,Please rate how much you like the traditional cuisine of Italy.,Please rate how much you like the traditional cuisine of Ivory Coast.,Please rate how much you like the traditional cuisine of Japan.,Please rate how much you like the traditional cuisine of Mexico.,Please rate how much you like the traditional cuisine of the Netherlands.,Please rate how much you like the traditional cuisine of Nigeria.,Please rate how much you like the traditional cuisine of Portugal.,Please rate how much you like the traditional cuisine of Russia.,Please rate how much you like the traditional cuisine of South Korea.,Please rate how much you like the traditional cuisine of Spain.,Please rate how much you like the traditional cuisine of Switzerland.,Please rate how much you like the traditional cuisine of United States.,Please rate how much you like the traditional cuisine of Uruguay.,Please rate how much you like the traditional cuisine of China.,Please rate how much you like the traditional cuisine of India.,Please rate how much you like the traditional cuisine of Thailand.,Please rate how much you like the traditional cuisine of Turkey.,Please rate how much you like the traditional cuisine of Cuba.,Please rate how much you like the traditional cuisine of Ethiopia.,Please rate how much you like the traditional cuisine of Vietnam.,Please rate how much you like the traditional cuisine of Ireland.,Gender,Age,Household Income,Education,Location (Census Region)
3308474910,Novice,Not at allÊ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Female,> 60,"$0 - $24,999",High school degree,West North Central
3308473959,Novice,A lot,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3,4,2,N/A,4,N/A,N/A,4,N/A,2,4,N/A,N/A,N/A,3,N/A,N/A,N/A,3,N/A,3,4,5,4,N/A,4,N/A,N/A,Female,> 60,,Bachelor degree,East South Central
3308473082,Expert,A lot,3,5,3,3,4,5,3,4,4,4,4,4,2,5,3,N/A,4,4,3,5,3,5,5,3,2,4,2,4,5,3,5,4,5,3,5,3,3,4,4,3,Female,> 60,"$50,000 - $99,999",Graduate degree,West South Central
3308472701,Intermediate,Some,N/A,3,3,3,2,4,N/A,3,3,3,N/A,3,3,4,3,N/A,3,N/A,N/A,4,N/A,N/A,4,3,N/A,N/A,N/A,2,3,3,4,N/A,3,2,2,N/A,N/A,N/A,2,N/A,Female,45-60,,Bachelor degree,East North Central
3308472497,Novice,A lot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3308471495,Novice,Some,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3,3,N/A,N/A,N/A,N/A,4,3,N/A,4,3,N/A,N/A,N/A,N/A,4,N/A,N/A,3,N/A,4,4,4,N/A,N/A,N/A,5,N/A,Male,18-29,,Bachelor degree,West South Central
3308471030,Intermediate,A lot,N/A,5,N/A,5,N/A,5,N/A,4,N/A,N/A,N/A,5,2,5,4,N/A,4,5,4,5,N/A,5,5,N/A,N/A,N/A,4,4,4,N/A,5,N/A,4,4,5,N/A,4,4,4,4,Female,18-29,"$0 - $24,999",Graduate degree,Pacific
3308470589,Intermediate,A lot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3308470400,Intermediate,A lot,,,,,,,,,,,,,,,,,,,,,N/A,3,4,N/A,N/A,N/A,3,N/A,N/A,N/A,3,N/A,3,4,5,4,N/A,4,N/A,N/A,,,,,
3308470085,Novice,Some,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3,N/A,N/A,N/A,N/A,N/A,4,N/A,3,5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4,N/A,3,N/A,3,N/A,N/A,N/A,N/A,N/A,Male,18-29,"$0 - $24,999",High school degree,Pacific
3308469911,Novice,Some,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3,N/A,N/A,N/A,4,3,4,N/A,3,N/A,N/A,4,N/A,4,5,N/A,N/A,N/A,N/A,N/A,3,N/A,4,N/A,4,3,5,N/A,N/A,3,4,3,Male,45-60,"$50,000 - $99,999",Graduate degree,West North Central
3308469567,Intermediate,A lot,,,,,,,,,,,,,,,,,,,,,N/A,3,4,3,N/A,N/A,2,N/A,N/A,3,3,N/A,4,4,4,4,4,N/A,3,3,,,,,
3308469367,Intermediate,Some,N/A,N/A,3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3,3,3,N/A,N/A,N/A,N/A,3,N/A,N/A,3,N/A,N/A,N/A,N/A,3,N/A,N/A,5,N/A,N/A,3,N/A,N/A,N/A,N/A,N/A,N/A,Female,> 60,"$0 - $24,999",High school degree,Pacific
3308468406,Novice,Some,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4,3,3,N/A,4,N/A,N/A,5,N/A,4,4,N/A,N/A,3,N/A,4,N/A,N/A,5,N/A,4,4,5,N/A,4,N/A,N/A,4,Male,45-60,"$50,000 - $99,999",Bachelor degree,East South Central
3308467785,Novice,Some,N/A,N/A,4,3,N/A,3,3,4,3,3,N/A,2,3,4,3,N/A,3,N/A,2,5,N/A,4,4,3,N/A,N/A,N/A,2,4,3,5,N/A,4,1,4,N/A,4,N/A,2,3,Female,45-60,"$50,000 - $99,999",Some college or Associate degree,West South Central
3308467382,Novice,Not at allÊ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4,N/A,4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Male,30-44,"$50,000 - $99,999",High school degree,West North Central
3308467363,Intermediate,Some,N/A,N/A,N/A,N/A,N/A,3,N/A,4,N/A,4,N/A,N/A,4,4,4,N/A,4,N/A,N/A,5,N/A,4,5,N/A,N/A,N/A,N/A,N/A,4,N/A,5,N/A,4,4,5,N/A,3,N/A,N/A,4,Female,45-60,,Some college or Associate degree,Mountain
3308466992,Intermediate,Some,4,5,5,4,3,5,4,4,4,4,3,4,4,4,5,4,5,4,2,5,5,5,5,4,4,4,3,5,4,5,5,4,5,3,4,5,4,2,5,3,Male,45-60,"$25,000 - $49,999",Some college or Associate degree,West South Central
3308465416,Intermediate,Some,4,4,N/A,4,N/A,4,N/A,3,4,4,N/A,3,2,5,3,2,N/A,N/A,3,5,N/A,3,3,3,N/A,4,4,2,5,3,3,4,3,3,3,4,4,3,3,2,Female,45-60,,Graduate degree,East North Central
3308464469,Novice,Some,N/A,N/A,3,3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3,4,4,N/A,3,N/A,N/A,3,N/A,3,3,N/A,N/A,N/A,3,N/A,N/A,3,5,N/A,3,3,3,N/A,N/A,N/A,N/A,3,Female,> 60,"$25,000 - $49,999",Graduate degree,Mountain
3308464349,Novice,Some,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3,N/A,N/A,N/A,3,N/A,N/A,N/A,3,3,N/A,4,N/A,4,3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3,N/A,3,N/A,N/A,N/A,3,N/A,N/A,3,Female,30-44,"$0 - $24,999",Some college or Associate degree,West North Central
3308463843,Expert,A lot,5,4,5,5,4,5,5,5,3,4,4,4,5,5,5,5,4,4,5,4,5,5,5,5,3,5,5,5,5,5,5,4,5,3,5,5,5,5,5,5,Female,> 60,,Some college or Associate degree,West North Central
3308463583,Advanced,A lot,N/A,N/A,3,N/A,N/A,3,N/A,N/A,N/A,N/A,N/A,N/A,3,3,3,N/A,4,N/A,3,4,N/A,4,3,N/A,N/A,N/A,3,3,4,3,3,N/A,4,3,4,N/A,3,3,3,3,Female,30-44,,Some college or Associate degree,Pacific
3308462563,Novice,Some,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3308461324,Novice,Not muchÊ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,
3308460091,Intermediate,Some,N/A,N/A,4,3,N/A,3,N/A,3,N/A,3,N/A,N/A,4,4,4,N/A,3,N/A,N/A,4,N/A,3,3,N/A,N/A,N/A,3,N/A,3,3,4,N/A,3,3,N/A,N/A,N/A,N/A,N/A,3,Female,> 60,,High school degree,East North Central
3308459440,Novice,Not muchÊ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3,N/A,4,N/A,N/A,N/A,N/A,3,N/A,N/A,3,N/A,N/A,N/A,N/A,N/A,N/A,3,5,N/A,3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Male,45-60,"$0 - $24,999",High school degree,East North Central
3308458968,Intermediate,Not muchÊ,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,Male,18-29,"$0 - $24,999",Less than high school degree,East North Central
3308458456,Intermediate,Some,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3308457296,Intermediate,A lot,N/A,4,4,4,N/A,4,N/A,4,4,3,N/A,3,4,5,4,N/A,5,3,3,5,N/A,4,4,N/A,N/A,4,3,N/A,4,N/A,3,3,4,5,4,N/A,5,N/A,3,N/A,Female,> 60,"$50,000 - $99,999",Bachelor degree,Pacific
3308456540,Novice,Not muchÊ,N/A,N/A,3,N/A,N/A,3,N/A,N/A,N/A,3,N/A,N/A,4,4,3,N/A,2,3,N/A,4,N/A,3,2,N/A,N/A,N/A,N/A,N/A,N/A,3,5,N/A,3,2,N/A,N/A,N/A,N/A,N/A,N/A,Male,30-44,"$25,000 - $49,999",Some college or Associate degree,South Atlantic
3308456526,Advanced,A lot,3,3,3,3,N/A,3,N/A,3,4,3,N/A,3,3,5,3,N/A,3,N/A,N/A,5,N/A,5,3,N/A,N/A,3,3,3,4,3,5,N/A,4,3,3,3,3,N/A,3,3,Female,> 60,"$0 - $24,999",High school degree,Middle Atlantic
3308456134,Novice,Some,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4,N/A,5,3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,3,N/A,N/A,N/A,N/A,N/A,Female,18-29,"$0 - $24,999",Some college or Associate degree,New England
3308456133,Novice,Some,N/A,3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2,3,4,N/A,4,N/A,N/A,5,N/A,N/A,4,N/A,N/A,N/A,2,N/A,3,N/A,4,N/A,3,2,4,N/A,N/A,N/A,N/A,2,Male,> 60,"$100,000 - $149,999",Graduate degree,South Atlantic
3308453814,Novice,Some,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3,3,2,N/A,N/A,N/A,N/A,5,N/A,N/A,4,N/A,N/A,N/A,3,N/A,N/A,N/A,4,N/A,3,4,N/A,N/A,N/A,N/A,N/A,3,Female,18-29,,Some college or Associate degree,Mountain
3308453107,Intermediate,A lot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3308451320,Intermediate,Some,N/A,4,2,3,N/A,4,N/A,3,3,4,N/A,N/A,2,4,4,N/A,4,N/A,N/A,5,N/A,4,5,N/A,N/A,N/A,N/A,3,4,4,5,4,4,3,3,N/A,4,2,2,3,Male,30-44,"$25,000 - $49,999",Some college or Associate degree,Mountain
3308450987,Intermediate,Some,N/A,3,3,3,N/A,3,N/A,3,3,3,N/A,3,3,3,3,N/A,4,3,4,4,N/A,5,4,N/A,N/A,3,1,4,4,3,2,3,5,4,4,4,4,N/A,4,3,Male,45-60,"$50,000 - $99,999",Some college or Associate degree,East North Central
3308450555,Intermediate,Some,N/A,3,N/A,4,N/A,3,N/A,N/A,N/A,N/A,N/A,N/A,2,4,5,N/A,4,N/A,N/A,5,N/A,4,5,N/A,N/A,N/A,N/A,N/A,N/A,3,3,N/A,4,N/A,N/A,3,N/A,N/A,N/A,4,Female,> 60,"$50,000 - $99,999",Bachelor degree,West North Central
3308449111,Novice,Not muchÊ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5,3,3,N/A,4,N/A,N/A,4,N/A,4,3,N/A,N/A,N/A,N/A,2,N/A,N/A,4,N/A,4,4,N/A,N/A,N/A,N/A,N/A,N/A,Female,45-60,,Some college or Associate degree,South Atlantic
3308449002,Novice,Some,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4,5,4,N/A,4,N/A,N/A,5,N/A,3,3,3,N/A,3,4,N/A,3,3,4,N/A,4,3,5,5,3,3,N/A,4,Female,> 60,"$25,000 - $49,999",Bachelor degree,Middle Atlantic
3308447710,Intermediate,Some,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3,5,3,N/A,4,N/A,N/A,4,N/A,4,4,3,N/A,N/A,N/A,N/A,4,3,3,N/A,4,5,4,N/A,3,N/A,N/A,3,Female,30-44,,Bachelor degree,South Atlantic
3308446907,Novice,Some,N/A,N/A,N/A,4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3,N/A,N/A,N/A,5,N/A,N/A,3,N/A,5,5,N/A,N/A,N/A,N/A,N/A,4,3,4,N/A,1,1,1,N/A,N/A,N/A,N/A,3,Female,18-29,"$0 - $24,999",Some college or Associate degree,South Atlantic
3308446728,Intermediate,Some,N/A,3,N/A,3,N/A,3,N/A,3,3,3,N/A,3,3,5,4,N/A,4,3,N/A,5,N/A,4,3,3,3,3,3,3,4,3,5,N/A,4,3,4,3,4,N/A,4,4,Female,> 60,"$150,000+",Bachelor degree,Pacific
3308445417,Intermediate,A lot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3308444719,Novice,Not muchÊ,N/A,N/A,N/A,N/A,N/A,4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3,N/A,N/A,N/A,N/A,4,N/A,N/A,4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5,N/A,3,N/A,3,N/A,4,N/A,4,4,Female,30-44,"$25,000 - $49,999",Some college or Associate degree,South Atlantic
3308444562,Intermediate,Some,N/A,3,N/A,4,N/A,3,N/A,3,3,3,N/A,3,4,4,5,N/A,5,3,4,5,N/A,3,5,4,N/A,5,3,3,4,4,4,N/A,3,5,3,5,4,N/A,3,4,Female,45-60,"$100,000 - $149,999",Graduate degree,Middle Atlantic
3308443958,Intermediate,Some,N/A,N/A,2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3,3,2,N/A,5,N/A,3,3,N/A,4,5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3,N/A,2,5,5,N/A,N/A,N/A,4,N/A,Male,30-44,"$100,000 - $149,999",Graduate degree,Pacific
3308443796,Novice,Not muchÊ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3,N/A,N/A,4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4,N/A,4,N/A,N/A,N/A,N/A,N/A,N/A,3,Male,45-60,"$50,000 - $99,999",Bachelor degree,West North Central
3308443585,Intermediate,A lot,3,2,N/A,3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4,3,2,5,N/A,5,4,4,4,N/A,4,5,N/A,N/A,5,2,2,5,3,4,N/A,5,5,5,4,4,3,5,4,Female,45-60,"$150,000+",Graduate degree,South Atlantic
3308443156,Advanced,A lot,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3,3,4,N/A,4,N/A,4,5,N/A,5,5,2,N/A,N/A,3,N/A,N/A,N/A,3,N/A,4,5,5,4,4,5,5,N/A,Female,45-60,,Bachelor degree,South Atlantic
3308442936,Intermediate,Some,N/A,5,5,5,3,5,N/A,4,N/A,N/A,N/A,N/A,4,5,5,N/A,5,3,N/A,5,N/A,5,3,3,N/A,4,5,3,4,4,5,1,2,4,5,3,3,2,3,3,Male,18-29,"$25,000 - $49,999",Some college or Associate degree,Middle Atlantic
3308442251,Novice,Not muchÊ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,
3308442205,Advanced,A lot,N/A,4,N/A,N/A,1,N/A,N/A,4,4,N/A,N/A,3,4,3,4,N/A,3,4,N/A,4,N/A,5,5,3,N/A,4,2,4,4,3,3,N/A,4,3,4,N/A,4,N/A,4,5,Male,30-44,"$25,000 - $49,999",Some college or Associate degree,Pacific
3308442090,Advanced,A lot,N/A,N/A,N/A,N/A,N/A,3,N/A,N/A,N/A,N/A,N/A,N/A,5,2,5,N/A,3,N/A,N/A,4,N/A,2,4,N/A,N/A,N/A,N/A,N/A,N/A,4,4,N/A,3,5,3,N/A,3,N/A,N/A,3,Male,30-44,"$50,000 - $99,999",Some college or Associate degree,Pacific
3308441856,Intermediate,A lot,N/A,4,N/A,3,N/A,2,N/A,3,N/A,N/A,N/A,2,3,3,3,N/A,4,N/A,3,5,N/A,4,4,N/A,N/A,N/A,3,3,3,N/A,4,N/A,3,4,5,N/A,3,N/A,5,N/A,Male,18-29,"$25,000 - $49,999",Bachelor degree,Mountain
3308441495,Intermediate,Some,N/A,3,N/A,4,N/A,3,N/A,3,3,N/A,N/A,N/A,2,4,3,N/A,3,N/A,N/A,4,N/A,4,3,N/A,N/A,N/A,3,2,3,4,4,N/A,4,3,3,N/A,2,4,3,3,Male,> 60,"$50,000 - $99,999",Bachelor degree,Pacific
3308441194,Novice,Some,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4,N/A,N/A,N/A,4,N/A,N/A,5,N/A,3,4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5,N/A,4,3,N/A,N/A,4,N/A,N/A,4,Female,18-29,,Some college or Associate degree,East South Central
3308440845,Advanced,A lot,N/A,3,N/A,N/A,N/A,2,N/A,3,3,N/A,N/A,N/A,1,4,3,N/A,5,N/A,N/A,5,N/A,3,4,N/A,N/A,N/A,N/A,N/A,4,3,2,N/A,4,1,N/A,5,N/A,N/A,N/A,2,Male,18-29,"$150,000+",High school degree,Middle Atlantic
3308440820,Novice,Some,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2,3,4,N/A,4,N/A,N/A,3,N/A,4,3,N/A,N/A,4,N/A,N/A,N/A,N/A,4,N/A,3,4,N/A,N/A,N/A,N/A,1,3,Male,45-60,"$100,000 - $149,999",Some college or Associate degree,New England
3308440658,Novice,Not at allÊ,N/A,N/A,3,N/A,N/A,3,N/A,N/A,N/A,N/A,N/A,N/A,3,3,N/A,N/A,N/A,N/A,N/A,3,N/A,N/A,3,N/A,N/A,N/A,N/A,N/A,3,2,4,N/A,3,3,N/A,N/A,3,N/A,N/A,3,Female,45-60,"$100,000 - $149,999",Graduate degree,Middle Atlantic
3308440334,Intermediate,Some,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2,N/A,N/A,N/A,N/A,2,N/A,N/A,4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Female,45-60,"$0 - $24,999",Some college or Associate degree,East North Central
3308440267,Advanced,A lot,N/A,4,3,N/A,N/A,4,N/A,3,N/A,N/A,N/A,4,2,5,4,N/A,4,N/A,N/A,4,4,3,3,3,3,3,3,2,4,3,4,N/A,2,4,5,N/A,N/A,4,5,3,Female,> 60,"$50,000 - $99,999",Graduate degree,Pacific
3308440245,Intermediate,Some,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3308439657,Intermediate,A lot,N/A,3,N/A,N/A,N/A,4,1,3,N/A,4,4,N/A,3,4,3,3,5,4,4,5,N/A,4,4,N/A,N/A,4,N/A,3,4,N/A,3,3,3,4,4,N/A,3,3,3,3,Female,45-60,"$50,000 - $99,999",Bachelor degree,Middle Atlantic
3308439424,Intermediate,Some,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3,4,4,N/A,5,N/A,N/A,5,N/A,4,3,N/A,N/A,N/A,N/A,N/A,3,N/A,5,N/A,5,2,4,N/A,N/A,N/A,4,4,Female,> 60,"$150,000+",Bachelor degree,East North Central
3308439307,Advanced,A lot,N/A,N/A,N/A,N/A,N/A,4,N/A,N/A,N/A,N/A,N/A,3,3,3,2,3,5,N/A,N/A,3,N/A,2,4,N/A,3,3,2,N/A,3,3,3,4,3,4,5,3,N/A,4,4,3,Female,30-44,"$25,000 - $49,999",Graduate degree,West North Central
3308439072,Novice,Some,N/A,3,3,4,3,3,N/A,3,3,3,N/A,3,3,3,4,N/A,4,N/A,N/A,4,3,3,4,3,3,3,N/A,N/A,3,3,4,3,2,3,4,3,N/A,3,3,3,Female,> 60,,Some college or Associate degree,West North Central
3308439013,Novice,Some,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3,N/A,4,N/A,N/A,5,N/A,3,4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3,N/A,3,4,5,N/A,N/A,N/A,3,4,Female,45-60,"$50,000 - $99,999",Bachelor degree,Middle Atlantic
3308438644,Novice,Not at allÊ,N/A,N/A,N/A,N/A,3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3,N/A,3,N/A,3,N/A,N/A,3,N/A,3,4,N/A,N/A,N/A,N/A,N/A,3,N/A,3,N/A,3,3,3,N/A,3,N/A,N/A,N/A,Male,45-60,"$50,000 - $99,999",High school degree,East North Central
3308438545,Advanced,Not muchÊ,N/A,3,3,3,2,4,N/A,N/A,N/A,N/A,2,2,2,4,3,N/A,4,N/A,N/A,4,2,4,4,2,3,3,2,3,3,3,3,N/A,4,4,4,2,3,1,4,4,Male,30-44,"$50,000 - $99,999",Graduate degree,Pacific
3308438314,Intermediate,Some,N/A,N/A,3,N/A,N/A,3,N/A,N/A,N/A,2,N/A,N/A,2,3,3,N/A,3,N/A,N/A,3,N/A,3,3,N/A,N/A,N/A,2,N/A,3,3,3,N/A,3,3,N/A,N/A,3,2,N/A,3,Female,45-60,,Some college or Associate degree,South Atlantic
3308437763,Intermediate,A lot,2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2,4,3,N/A,3,N/A,N/A,5,N/A,5,5,N/A,N/A,4,3,4,4,N/A,4,N/A,4,4,4,N/A,3,3,4,3,Female,45-60,"$0 - $24,999",Bachelor degree,Pacific
3308437502,Advanced,Some,2,3,4,3,N/A,1,N/A,3,2,N/A,3,3,2,4,1,N/A,4,3,2,5,N/A,3,4,2,N/A,N/A,3,N/A,3,3,4,N/A,4,3,3,N/A,N/A,N/A,N/A,2,Male,45-60,,Bachelor degree,West North Central
3308437180,Intermediate,Not muchÊ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3308436139,Intermediate,Not at allÊ,N/A,N/A,N/A,N/A,N/A,3,N/A,N/A,N/A,N/A,N/A,N/A,3,2,N/A,N/A,N/A,N/A,N/A,5,N/A,3,5,N/A,N/A,N/A,N/A,N/A,4,N/A,5,N/A,3,1,2,N/A,3,N/A,1,N/A,Male,30-44,"$100,000 - $149,999",Bachelor degree,West South Central
3308435583,Expert,A lot,2,2,4,4,2,3,4,4,1,1,5,2,2,5,5,3,3,3,3,N/A,N/A,3,3,2,2,3,5,1,3,3,5,3,1,3,2,2,4,4,5,3,Female,45-60,,,Middle Atlantic
3308435526,Intermediate,Some,N/A,N/A,4,5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5,5,5,N/A,5,N/A,N/A,5,N/A,3,5,5,N/A,4,4,3,5,5,5,N/A,4,5,3,N/A,4,N/A,3,5,Female,> 60,,Graduate degree,Pacific
3308435336,Intermediate,A lot,N/A,N/A,N/A,N/A,N/A,3,N/A,3,N/A,N/A,N/A,N/A,3,5,4,N/A,3,N/A,N/A,4,N/A,5,4,N/A,N/A,N/A,N/A,N/A,3,N/A,4,N/A,3,2,4,N/A,2,1,N/A,3,Female,30-44,"$50,000 - $99,999",Bachelor degree,East South Central
3308435130,Intermediate,A lot,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4,N/A,N/A,N/A,N/A,2,4,4,N/A,4,N/A,4,5,N/A,4,5,N/A,N/A,3,N/A,N/A,4,3,4,N/A,5,4,4,3,3,N/A,4,2,Female,> 60,"$25,000 - $49,999",Some college or Associate degree,Pacific
3308434238,Novice,Not muchÊ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3,3,N/A,N/A,N/A,N/A,4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3,N/A,3,N/A,4,4,N/A,N/A,N/A,N/A,N/A,4,Male,30-44,"$100,000 - $149,999",Graduate degree,Middle Atlantic
3308433351,Advanced,A lot,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3,N/A,N/A,N/A,N/A,N/A,5,N/A,4,4,N/A,3,3,N/A,N/A,N/A,N/A,4,N/A,5,5,4,N/A,4,4,N/A,N/A,Female,18-29,,Some college or Associate degree,South Atlantic
3308432873,Novice,Not muchÊ,N/A,3,N/A,3,N/A,3,3,N/A,3,3,N/A,N/A,3,3,3,N/A,3,3,3,3,N/A,N/A,4,N/A,N/A,N/A,N/A,N/A,4,N/A,5,N/A,N/A,N/A,N/A,N/A,3,N/A,N/A,4,Female,> 60,"$25,000 - $49,999",Some college or Associate degree,West South Central
3308432840,Intermediate,A lot,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3,3,4,N/A,5,N/A,N/A,4,N/A,3,5,N/A,N/A,N/A,3,N/A,4,3,4,N/A,3,3,3,N/A,3,N/A,N/A,3,Female,45-60,"$50,000 - $99,999",Bachelor degree,Pacific
3308432628,Intermediate,Some,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2,4,3,N/A,4,N/A,N/A,5,N/A,3,4,N/A,N/A,N/A,N/A,N/A,3,N/A,4,N/A,4,4,3,N/A,N/A,N/A,3,3,Female,30-44,,Graduate degree,West North Central
