name,year,team,league,goose_eggs,broken_eggs,mehs,league_average_gpct,ppf,replacement_gpct,gwar,key_retro
Joe Horlen,1963,CHA,AL,1,2,0,0.7847361,96,0.7497361,-0.6495882,horlj101
Don Nottebart,1963,HOU,AL,0,0,0,0.7847361,96,0.7497361,,nottd101
Bill Kunkel,1963,NYA,AL,4,2,2,0.7833361,97,0.7483361,-0.2548085,kunkb101
Lee Stange,1963,MIN,AL,2,0,2,0.7777361,101,0.7427361,0.2675545,stanl101
Terry Fox,1963,DET,AL,41,12,7,0.7749361,103,0.7399361,0.9273606,fox-t101
Pete Burnside,1963,BAL,AL,0,0,1,0.7861362,95,0.7511361,,burnp102
Bob Heffner,1963,BOS,AL,0,0,0,0.7735361,104,0.7385361,,heffb101
Juan Pizarro,1963,CHA,AL,4,0,2,0.7847361,96,0.7497361,0.520549,pizaj101
Pete Smith,1963,BOS,AL,0,0,0,0.7735361,104,0.7385361,,smitp102
Joe Hoerner,1963,HOU,AL,0,0,0,0.7847361,96,0.7497361,,hoerj101
Jack Jenkins,1963,WS2,AL,0,0,0,0.7749361,103,0.7399361,,jenkj101
Dean Stone,1963,BAL,AL,4,2,0,0.7861362,95,0.7511361,-0.2635446,stond102
Al Jackson,1963,NYN,NL,1,0,0,0.7657738,105,0.7307737,0.1399976,jacka101
Bobby Bolin,1963,SFN,NL,17,7,6,0.7769738,97,0.7419738,-0.4198327,bolib101
Joey Jay,1963,CIN,NL,4,3,0,0.7699738,102,0.7349738,-0.5953045,jay-j101
Ken Rowe,1963,LAN,NL,0,1,0,0.7853738,91,0.7503738,-0.3901944,rowek101
Ernie Broglio,1963,SLN,NL,5,0,2,0.7601738,109,0.7251738,0.7145482,broge101
Bobby Shantz,1963,SLN,NL,27,7,7,0.7601738,109,0.7251738,1.218927,shanb102
Lew Burdette,1963,SLN,NL,7,1,1,0.7601738,109,0.7251738,0.6232771,burdl101
Hank Fischer,1963,MLN,NL,2,4,2,0.7755738,98,0.7405738,-1.27059,fisch101
Tom Baker,1963,CHN,NL,0,0,0,0.7629738,107,0.7279738,,baket102
Ron Piche,1963,MLN,NL,5,2,2,0.7755738,98,0.7405738,-0.0956884,pichr101
Joe Nuxhall,1963,CIN,NL,3,0,0,0.7699738,102,0.7349738,0.4134409,nuxhj101
Gaylord Perry,1963,SFN,NL,10,5,5,0.7769738,97,0.7419738,-0.5873951,perrg101
Dan Schneider,1963,MLN,NL,0,1,2,0.7755738,98,0.7405738,-0.3850984,schnd101
Chris Short,1963,PHI,NL,6,1,0,0.7741738,99,0.7391738,0.4294075,shorc102
Tom Butters,1963,PIT,NL,0,0,0,0.7727738,100,0.7377738,,buttt101
Frank Funk,1963,MLN,NL,7,4,1,0.7755738,98,0.7405738,-0.596082,funkf101
Tom Sturdivant,1963,PIT,NL,0,0,0,0.7727738,100,0.7377738,,sturt101
Jack Fisher,1963,SFN,NL,5,2,3,0.7769738,97,0.7419738,-0.1007844,fishj101
Claude Raymond,1963,MLN,NL,14,7,6,0.7755738,98,0.7405738,-0.8070653,raymc101
Diomedes Olivo,1963,SLN,NL,5,4,3,0.7601738,109,0.7251738,-0.7938131,olivd101
Johnny Podres,1963,LAN,NL,1,0,0,0.7853738,91,0.7503738,0.1298056,podrj101
Carl Willey,1963,NYN,NL,2,0,0,0.7657738,105,0.7307737,0.2799953,willc104
Jim Coates,1963,CIN,NL,0,1,0,0.7699738,102,0.7349738,-0.3821864,coatj101
Ed Bauta,1963,SLN,NL,9,4,3,0.7601738,109,0.7251738,-0.2221746,baute101
Bob Shaw,1963,MLN,NL,25,7,3,0.7755738,98,0.7405738,0.6768526,shawb103
Ryne Duren,1963,PHI,NL,11,2,1,0.7741738,99,0.7391738,0.7231854,durer101
Paul Brown,1963,PHI,NL,0,0,0,0.7741738,99,0.7391738,,browp101
Larry Bearnarth,1963,NYN,NL,23,7,1,0.7657738,105,0.7307737,0.5599293,bearl101
Ray Culp,1963,PHI,NL,1,1,1,0.7741738,99,0.7391738,-0.2487407,culpr101
Joe Gibbon,1963,PIT,NL,1,1,2,0.7727738,100,0.7377738,-0.2472847,gibbj102
Juan Marichal,1963,SFN,NL,2,0,0,0.7769738,97,0.7419738,0.2683473,marij101
Glen Hobbie,1963,CHN,NL,3,1,0,0.7629738,107,0.7279738,0.0458146,hobbg101
Harvey Haddix,1963,PIT,NL,6,5,10,0.7727738,100,0.7377738,-1.100066,haddh101
John Pregenzer,1963,SFN,NL,3,0,0,0.7769738,97,0.7419738,0.4025209,pregj101
Dom Zanni,1963,CIN,NL,5,1,0,0.7699738,102,0.7349738,0.3068817,zannd101
Ken Mackenzie,1963,SLN,NL,0,2,0,0.7601738,109,0.7251738,-0.7541807,mackk101
Lew Burdette,1963,MLN,NL,3,0,1,0.7755738,98,0.7405738,0.4047049,burdl101
Tony Cloninger,1963,MLN,NL,4,4,2,0.7755738,98,0.7405738,-1.000787,clont101
Billy Hoeft,1963,SFN,NL,6,2,3,0.7769738,97,0.7419738,0.0333892,hoefb101
Barney Schultz,1963,SLN,NL,7,1,1,0.7601738,109,0.7251738,0.6232771,schub101
Dennis Bennett,1963,PHI,NL,2,0,2,0.7741738,99,0.7391738,0.2712593,bennd101
Jay Hook,1963,NYN,NL,1,1,0,0.7657738,105,0.7307737,-0.2400047,hookj101
Craig Anderson,1963,NYN,NL,0,0,0,0.7657738,105,0.7307737,,andec101
Ron Perranoski,1963,LAN,NL,62,9,7,0.7853738,91,0.7503738,4.536201,perrr101
Jack Baldschun,1963,PHI,NL,42,10,10,0.7741738,99,0.7391738,1.852741,baldj101
Steve Dillon,1963,NYN,NL,0,0,0,0.7657738,105,0.7307737,,dills102
Al McBean,1963,PIT,NL,46,6,3,0.7727738,100,0.7377738,3.970597,mcbea101
Bob Buhl,1963,CHN,NL,1,0,0,0.7629738,107,0.7279738,0.1414536,buhlb101
Ron Taylor,1963,SLN,NL,23,6,9,0.7601738,109,0.7251738,1.02438,taylr101
Bobby Locke,1963,PHI,NL,0,0,0,0.7741738,99,0.7391738,,lockb101
Bob Miller,1963,LAN,NL,7,2,2,0.7853738,91,0.7503738,0.1282508,millb106
Phil Ortega,1963,LAN,NL,0,0,0,0.7853738,91,0.7503738,,ortep101
Grover Powell,1963,NYN,NL,0,0,0,0.7657738,105,0.7307737,,poweg101
Jack Hamilton,1963,PHI,NL,1,0,0,0.7741738,99,0.7391738,0.1356296,hamij101
Cal Koonce,1963,CHN,NL,0,0,0,0.7629738,107,0.7279738,,koonc101
Jim O'Toole,1963,CIN,NL,0,0,0,0.7699738,102,0.7349738,,otooj101
Earl Francis,1963,PIT,NL,1,0,0,0.7727738,100,0.7377738,0.1363576,frane101
Roy Face,1963,PIT,NL,25,7,7,0.7727738,100,0.7377738,0.7234443,facer101
Jim Owens,1963,CIN,NL,2,2,1,0.7699738,102,0.7349738,-0.4887455,owenj101
Jim Brewer,1963,CHN,NL,5,1,3,0.7629738,107,0.7279738,0.3287218,brewj102
Galen Cisco,1963,NYN,NL,9,3,3,0.7657738,105,0.7307737,0.1199718,ciscg101
Don Cardwell,1963,PIT,NL,3,0,0,0.7727738,100,0.7377738,0.4090729,cardd101
Jim Brosnan,1963,CIN,NL,0,2,0,0.7699738,102,0.7349738,-0.7643728,brosj101
Jack Smith,1963,LAN,NL,0,0,0,0.7853738,91,0.7503738,,smitj109
Bob Gibson,1963,SLN,NL,3,1,1,0.7601738,109,0.7251738,0.0516386,gibsb101
John Boozer,1963,PHI,NL,3,1,0,0.7741738,99,0.7391738,0.0225186,boozj101
Al Worthington,1963,CIN,NL,23,6,6,0.7699738,102,0.7349738,0.8765954,worta101
Billy O'Dell,1963,SFN,NL,0,1,0,0.7769738,97,0.7419738,-0.3858263,odelb101
Bob Hendley,1963,MLN,NL,7,3,2,0.7755738,98,0.7405738,-0.2109836,hendb101
Dick LeMay,1963,CHN,NL,1,1,1,0.7629738,107,0.7279738,-0.2370927,lemad103
Denny Lemaster,1963,MLN,NL,7,2,1,0.7755738,98,0.7405738,0.1741149,lemad102
Bob Veale,1963,PIT,NL,5,0,4,0.7727738,100,0.7377738,0.6817882,vealb101
Jim Duffalo,1963,SFN,NL,4,2,0,0.7769738,97,0.7419738,-0.2349581,duffj102
Bobby Tiefenauer,1963,MLN,NL,13,1,2,0.7755738,98,0.7405738,1.368623,tiefb101
Ed Roebuck,1963,LAN,NL,5,2,2,0.7853738,91,0.7503738,-0.1313605,roebe101
Don Rowe,1963,NYN,NL,0,2,0,0.7657738,105,0.7307737,-0.7600047,rowed101
Bob Garibaldi,1963,SFN,NL,2,1,0,0.7769738,97,0.7419738,-0.117479,garib101
Harry Fanok,1963,SLN,NL,1,1,2,0.7601738,109,0.7251738,-0.2341807,fanoh101
Pete Richert,1963,LAN,NL,0,1,0,0.7853738,91,0.7503738,-0.3901944,richp102
Ed Bauta,1963,NYN,NL,0,0,0,0.7657738,105,0.7307737,,baute101
Ray Sadecki,1963,SLN,NL,4,1,4,0.7601738,109,0.7251738,0.1945482,sader101
Bob Sadowski,1963,MLN,NL,0,0,0,0.7755738,98,0.7405738,,sadob102
Bob Friend,1963,PIT,NL,1,0,0,0.7727738,100,0.7377738,0.1363576,frieb102
Tommie Sisk,1963,PIT,NL,5,1,3,0.7727738,100,0.7377738,0.2981458,siskt101
Larry Sherry,1963,LAN,NL,9,4,0,0.7853738,91,0.7503738,-0.3925266,sherl101
Ken Mackenzie,1963,NYN,NL,4,2,1,0.7657738,105,0.7307737,-0.200014,mackk101
Dick Calmus,1963,LAN,NL,3,0,1,0.7853738,91,0.7503738,0.3894169,calmd101
Phil Mudrock,1963,CHN,NL,0,0,0,0.7629738,107,0.7279738,,mudrp101
Dick Scott,1963,LAN,NL,0,0,0,0.7853738,91,0.7503738,,scotd102
Don Schwall,1963,PIT,NL,6,1,1,0.7727738,100,0.7377738,0.4345035,schwd101
Johnny Klippstein,1963,PHI,NL,32,5,6,0.7741738,99,0.7391738,2.418297,klipj101
Jim Constable,1963,SFN,NL,0,0,0,0.7769738,97,0.7419738,,consj101
Frank Linzy,1963,SFN,NL,0,0,0,0.7769738,97,0.7419738,,linzf101
Sam Jones,1963,SLN,NL,2,1,1,0.7601738,109,0.7251738,-0.0912711,jones105
Barney Schultz,1963,CHN,NL,7,2,2,0.7629738,107,0.7279738,0.2330829,schub101
Paul Toth,1963,CHN,NL,2,2,0,0.7629738,107,0.7279738,-0.4741854,tothp101
Roger Craig,1963,NYN,NL,4,1,1,0.7657738,105,0.7307737,0.1799883,crair101
Bill Henry,1963,CIN,NL,20,5,6,0.7699738,102,0.7349738,0.8453409,henrb101
Tracy Stallard,1963,NYN,NL,5,3,0,0.7657738,105,0.7307737,-0.4400188,stalt101
Art Mahaffey,1963,PHI,NL,0,0,0,0.7741738,99,0.7391738,,mahaa102
Ron Herbel,1963,SFN,NL,0,0,0,0.7769738,97,0.7419738,,herbr102
Freddie Burdette,1963,CHN,NL,0,0,0,0.7629738,107,0.7279738,,burdf101
John Tsitouris,1963,CIN,NL,0,1,0,0.7699738,102,0.7349738,-0.3821864,tsitj101
Marcelino Lopez,1963,PHI,NL,0,0,0,0.7741738,99,0.7391738,,lopem101
Bob Humphreys,1963,SLN,NL,0,1,1,0.7601738,109,0.7251738,-0.3770904,humpb102
Al Stanek,1963,SFN,NL,0,0,0,0.7769738,97,0.7419738,,stana101
Wade Blasingame,1963,MLN,NL,0,0,0,0.7755738,98,0.7405738,,blasw101
Vern Law,1963,PIT,NL,0,0,0,0.7727738,100,0.7377738,,law-v101
Dallas Green,1963,PHI,NL,4,2,0,0.7741738,99,0.7391738,-0.2262221,greed101
Jack Warner,1963,CHN,NL,8,2,0,0.7629738,107,0.7279738,0.3745365,warnj104
Billy Pierce,1963,SFN,NL,13,4,5,0.7769738,97,0.7419738,0.2009521,pierb101
Don Larsen,1963,SFN,NL,28,10,4,0.7769738,97,0.7419738,-0.1014016,larsd102
Don Elston,1963,CHN,NL,11,1,2,0.7629738,107,0.7279738,1.177444,elstd101
Lindy McDaniel,1963,CHN,NL,53,11,10,0.7629738,107,0.7279738,3.333033,mcdal101
Ted Bowsfield,1964,KC1,AL,4,3,2,0.7683062,106,0.7333062,-0.5892344,bowst101
Dick Donovan,1964,CLE,AL,0,1,0,0.7781062,99,0.7431062,-0.3864152,donod101
Bob Meyer,1964,KC1,AL,0,0,0,0.7683062,106,0.7333062,,meyeb102
Claude Raymond,1964,HOU,AL,6,3,1,0.7809062,97,0.7459062,-0.3708408,raymc101
Phil Regan,1964,DET,AL,2,1,0,0.7753062,101,0.7403062,-0.1148776,regap101
Jim Bouton,1964,NYA,AL,0,0,0,0.7767062,100,0.7417062,,boutj101
Hal Brown,1964,HOU,AL,3,1,1,0.7809062,97,0.7459062,0.0085152,browh101
Hal Woodeshick,1964,HOU,AL,36,11,9,0.7809062,97,0.7459062,0.4900538,woodh101
Sonny Siebert,1964,CLE,AL,7,1,0,0.7781062,99,0.7431062,0.5486783,siebs101
Al Worthington,1964,MIN,AL,37,3,10,0.7781062,99,0.7431062,3.783391,worta101
Art Fowler,1964,LAA,AL,2,3,0,0.7907062,90,0.7557062,-0.9248361,fowla101
Bill Stafford,1964,NYA,AL,15,3,4,0.7767062,100,0.7417062,0.8576298,stafb101
Jerry Fosnow,1964,MIN,AL,0,1,0,0.7781062,99,0.7431062,-0.3864152,fosnj101
Dick Egan,1964,DET,AL,4,0,2,0.7753062,101,0.7403062,0.5401631,egand101
Frank Kreutzer,1964,CHA,AL,1,1,0,0.7837062,95,0.7487062,-0.2586545,kreuf101
Fritz Ackley,1964,CHA,AL,0,0,0,0.7837062,95,0.7487062,,acklf101
Bob Meyer,1964,LAA,AL,0,0,0,0.7907062,90,0.7557062,,meyeb102
Steve Barber,1964,BAL,AL,2,2,2,0.7781062,99,0.7431062,-0.5056609,barbs102
Herman Starrette,1964,BAL,AL,1,0,1,0.7781062,99,0.7431062,0.1335848,starh101
Jim Bronstad,1964,WS2,AL,0,0,0,0.7739062,102,0.7389062,,bronj101
Lew Krausse,1964,KC1,AL,0,0,0,0.7683062,106,0.7333062,,kraul102
George Brunet,1964,LAA,AL,0,1,0,0.7907062,90,0.7557062,-0.3929672,brung101
Julio Navarro,1964,DET,AL,9,0,1,0.7753062,101,0.7403062,1.215367,navaj101
Pete Craig,1964,WS2,AL,0,0,0,0.7739062,102,0.7389062,,craip101
Fred Talbot,1964,CHA,AL,0,0,0,0.7837062,95,0.7487062,,talbf101
John Buzhardt,1964,CHA,AL,0,0,1,0.7837062,95,0.7487062,,buzhj101
Pete Mikkelsen,1964,NYA,AL,32,7,5,0.7767062,100,0.7417062,1.598199,mikkp101
Jim Kaat,1964,MIN,AL,1,1,0,0.7781062,99,0.7431062,-0.2528304,kaatj101
Mudcat Grant,1964,MIN,AL,0,0,0,0.7781062,99,0.7431062,,granj101
Joe Sparma,1964,DET,AL,4,0,1,0.7753062,101,0.7403062,0.5401631,sparj101
Jack Hamilton,1964,DET,AL,0,0,0,0.7753062,101,0.7403062,,hamij101
Bill Dailey,1964,MIN,AL,5,4,2,0.7781062,99,0.7431062,-0.8777368,dailb101
Fred Newman,1964,LAA,AL,0,0,0,0.7907062,90,0.7557062,,newmf101
Luis Tiant,1964,CLE,AL,4,1,0,0.7781062,99,0.7431062,0.1479239,tianl101
Lee Stange,1964,MIN,AL,0,0,1,0.7781062,99,0.7431062,,stanl101
Bob Lee,1964,LAA,AL,43,7,8,0.7907062,90,0.7557062,2.711639,lee-b104
Lee Stange,1964,CLE,AL,0,1,0,0.7781062,99,0.7431062,-0.3864152,stanl101
Alan Koch,1964,DET,AL,0,0,0,0.7753062,101,0.7403062,,kocha101
Ray Herbert,1964,CHA,AL,0,0,0,0.7837062,95,0.7487062,,herbr101
Gary Bell,1964,CLE,AL,12,5,2,0.7781062,99,0.7431062,-0.3290585,bellg102
Terry Fox,1964,DET,AL,16,4,4,0.7753062,101,0.7403062,0.6208156,fox-t101
Larry Sherry,1964,DET,AL,21,6,6,0.7753062,101,0.7403062,0.5261012,sherl101
Whitey Ford,1964,NYA,AL,1,0,0,0.7767062,100,0.7417062,0.1343128,fordw101
Chuck Nieson,1964,MIN,AL,0,0,0,0.7781062,99,0.7431062,,niesc101
Steve Hamilton,1964,NYA,AL,10,2,7,0.7767062,100,0.7417062,0.5717533,hamis101
Ken McBride,1964,LAA,AL,5,0,0,0.7907062,90,0.7557062,0.6351639,mcbrk101
Ralph Terry,1964,NYA,AL,3,3,0,0.7767062,100,0.7417062,-0.7541233,terrr101
Jim Perry,1964,MIN,AL,10,6,5,0.7781062,99,0.7431062,-0.9826435,perrj102
Mike McCormick,1964,BAL,AL,2,0,0,0.7781062,99,0.7431062,0.2671696,mccom103
Bob Meyer,1964,NYA,AL,2,1,0,0.7767062,100,0.7417062,-0.1170616,meyeb102
Don Nottebart,1964,HOU,AL,1,0,0,0.7809062,97,0.7459062,0.1321288,nottd101
Bennie Daniels,1964,WS2,AL,1,0,1,0.7739062,102,0.7389062,0.1357688,danib102
Jack Lamabe,1964,BOS,AL,3,2,0,0.7683062,106,0.7333062,-0.346596,lamaj101
Bo Belinsky,1964,LAA,AL,0,1,0,0.7907062,90,0.7557062,-0.3929672,belib101
Frank Kreutzer,1964,WS2,AL,1,2,1,0.7739062,102,0.7389062,-0.6326936,kreuf101
Wes Stock,1964,BAL,AL,1,0,0,0.7781062,99,0.7431062,0.1335848,stocw101
John Wyatt,1964,KC1,AL,44,17,8,0.7683062,106,0.7333062,-0.3804725,wyatj102
Dave Morehead,1964,BOS,AL,0,0,0,0.7683062,106,0.7333062,,mored103
Rollie Sheldon,1964,NYA,AL,1,1,0,0.7767062,100,0.7417062,-0.2513745,shelr101
Jim Owens,1964,HOU,AL,19,4,3,0.7809062,97,0.7459062,0.958962,owenj101
Bill Whitby,1964,MIN,AL,0,0,0,0.7781062,99,0.7431062,,whitb108
Dean Chance,1964,LAA,AL,3,2,1,0.7907062,90,0.7557062,-0.404836,chand102
Garland Shifflett,1964,MIN,AL,1,1,0,0.7781062,99,0.7431062,-0.2528304,shifg101
Wes Stock,1964,KC1,AL,31,8,4,0.7683062,106,0.7333062,1.248551,stocw101
Gerry Arrigo,1964,MIN,AL,12,5,2,0.7781062,99,0.7431062,-0.3290585,arrig101
Jack Aker,1964,KC1,AL,1,4,0,0.7683062,106,0.7333062,-1.386596,akerj102
Harvey Haddix,1964,BAL,AL,24,6,6,0.7781062,99,0.7431062,0.8875437,haddh101
Ed Rakow,1964,DET,AL,10,1,2,0.7753062,101,0.7403062,0.9654487,rakoe101
Stan Williams,1964,NYA,AL,5,1,1,0.7767062,100,0.7417062,0.2858766,wills102
Marshall Bridges,1964,WS2,AL,3,2,1,0.7739062,102,0.7389062,-0.3611561,bridm101
Dick Stigman,1964,MIN,AL,8,0,1,0.7781062,99,0.7431062,1.068678,stigd101
Ron Kline,1964,WS2,AL,38,7,7,0.7739062,102,0.7389062,2.469595,klinr102
Barry Latman,1964,LAA,AL,7,3,1,0.7907062,90,0.7557062,-0.2896723,latmb101
Jack Spring,1964,LAA,AL,0,0,1,0.7907062,90,0.7557062,,sprij102
Carl Bouldin,1964,WS2,AL,0,1,0,0.7739062,102,0.7389062,-0.3842312,boulc101
Fritz Fisher,1964,DET,AL,0,0,0,0.7753062,101,0.7403062,,fishf101
Gary Dotter,1964,MIN,AL,0,0,0,0.7781062,99,0.7431062,,dottg101
Don Larsen,1964,HOU,AL,3,1,3,0.7809062,97,0.7459062,0.0085152,larsd102
Ted Abernathy,1964,CLE,AL,18,7,4,0.7781062,99,0.7431062,-0.3003801,abert101
Jim Roland,1964,MIN,AL,4,0,0,0.7781062,99,0.7431062,0.5343391,rolaj101
Hank Aguirre,1964,DET,AL,5,0,0,0.7753062,101,0.7403062,0.6752039,aguih101
Diego Segui,1964,KC1,AL,2,0,1,0.7683062,106,0.7333062,0.2773616,segud101
Tom Cheney,1964,WS2,AL,3,0,0,0.7739062,102,0.7389062,0.4073063,chent101
Jim Duckworth,1964,WS2,AL,8,5,0,0.7739062,102,0.7389062,-0.8350058,duckj101
John O'Donoghue,1964,KC1,AL,6,0,0,0.7683062,106,0.7333062,0.8320848,odonj101
Jerry Walker,1964,CLE,AL,0,0,0,0.7781062,99,0.7431062,,walkj104
Bill Monbouquette,1964,BOS,AL,0,0,0,0.7683062,106,0.7333062,,monbb101
Dwight Siebler,1964,MIN,AL,2,0,0,0.7781062,99,0.7431062,0.2671696,siebd101
Dan Pfister,1964,KC1,AL,8,4,1,0.7683062,106,0.7333062,-0.4158304,pfisd101
Joe Hoerner,1964,HOU,AL,0,0,0,0.7809062,97,0.7459062,,hoerj101
Claude Osteen,1964,WS2,AL,0,0,1,0.7739062,102,0.7389062,,ostec103
Don Bradey,1964,HOU,AL,0,0,1,0.7809062,97,0.7459062,,bradd102
Don McMahon,1964,CLE,AL,35,6,5,0.7781062,99,0.7431062,2.356977,mcmad102
Bud Daley,1964,NYA,AL,2,2,1,0.7767062,100,0.7417062,-0.5027489,daleb102
Orlando Pena,1964,KC1,AL,0,0,0,0.7683062,106,0.7333062,,penao101
Mudcat Grant,1964,CLE,AL,0,0,0,0.7781062,99,0.7431062,,granj101
Johnnie Seale,1964,DET,AL,0,0,0,0.7753062,101,0.7403062,,sealj101
Ed Roebuck,1964,WS2,AL,0,0,0,0.7739062,102,0.7389062,,roebe101
Buster Narum,1964,WS2,AL,0,0,0,0.7739062,102,0.7389062,,narub101
Earl Wilson,1964,BOS,AL,0,1,0,0.7683062,106,0.7333062,-0.3813192,wilse102
Pedro Ramos,1964,NYA,AL,10,1,1,0.7767062,100,0.7417062,0.9574407,ramop101
Frank Bertaina,1964,BAL,AL,0,0,0,0.7781062,99,0.7431062,,bertf101
Don Rudolph,1964,WS2,AL,0,0,0,0.7739062,102,0.7389062,,rudod103
Pedro Ramos,1964,CLE,AL,6,0,0,0.7781062,99,0.7431062,0.8015087,ramop101
Jose Santiago,1964,KC1,AL,0,1,0,0.7683062,106,0.7333062,-0.3813192,santj101
Gary Peters,1964,CHA,AL,0,0,1,0.7837062,95,0.7487062,,peteg101
Bob Bruce,1964,HOU,AL,2,0,2,0.7809062,97,0.7459062,0.2642576,brucb101
Jack Kralick,1964,CLE,AL,0,0,0,0.7781062,99,0.7431062,,kralj101
Milt Pappas,1964,BAL,AL,0,0,0,0.7781062,99,0.7431062,,pappm101
Bill Spanswick,1964,BOS,AL,1,1,0,0.7683062,106,0.7333062,-0.2426384,spanb101
Turk Farrell,1964,HOU,AL,0,1,0,0.7809062,97,0.7459062,-0.3878712,farrt101
Tom Sturdivant,1964,KC1,AL,1,1,0,0.7683062,106,0.7333062,-0.2426384,sturt101
Hal Reniff,1964,NYA,AL,23,4,3,0.7767062,100,0.7417062,1.546445,renih101
Dan Osinski,1964,LAA,AL,8,2,2,0.7907062,90,0.7557062,0.2303279,osind101
Mel Stottlemyre,1964,NYA,AL,0,0,0,0.7767062,100,0.7417062,,stotm101
Joe Horlen,1964,CHA,AL,0,0,0,0.7837062,95,0.7487062,,horlj101
Tommy John,1964,CLE,AL,2,0,0,0.7781062,99,0.7431062,0.2671696,johnt001
Dave McNally,1964,BAL,AL,0,0,0,0.7781062,99,0.7431062,,mcnad102
Dave Gray,1964,BOS,AL,0,0,0,0.7683062,106,0.7333062,,grayd103
Don Mossi,1964,CHA,AL,9,4,5,0.7837062,95,0.7487062,-0.3812539,mossd101
Al Downing,1964,NYA,AL,1,0,0,0.7767062,100,0.7417062,0.1343128,downa101
Ed Connolly,1964,BOS,AL,0,1,0,0.7683062,106,0.7333062,-0.3813192,conne102
Frank Baumann,1964,CHA,AL,0,1,1,0.7837062,95,0.7487062,-0.3893272,baumf102
Larry Dierker,1964,HOU,AL,0,0,0,0.7809062,97,0.7459062,,dierl101
Bob Duliba,1964,LAA,AL,20,4,4,0.7907062,90,0.7557062,0.9687865,dulib101
Dave Stenhouse,1964,WS2,AL,0,2,1,0.7739062,102,0.7389062,-0.7684625,stend101
Bob Heffner,1964,BOS,AL,15,5,3,0.7683062,106,0.7333062,0.1736158,heffb101
Pete Charton,1964,BOS,AL,0,0,0,0.7683062,106,0.7333062,,charp101
Vern Handrahan,1964,KC1,AL,0,0,0,0.7683062,106,0.7333062,,handv101
Ken Sanders,1964,KC1,AL,0,1,1,0.7683062,106,0.7333062,-0.3813192,sandk101
Jim Hannan,1964,WS2,AL,7,3,1,0.7739062,102,0.7389062,-0.2023123,hannj102
Aubrey Gatewood,1964,LAA,AL,0,0,1,0.7907062,90,0.7557062,,gatea101
Sam McDowell,1964,CLE,AL,4,1,1,0.7781062,99,0.7431062,0.1479239,mcdos101
Dave Wickersham,1964,DET,AL,0,1,0,0.7753062,101,0.7403062,-0.3849592,wickd101
Gordon Jones,1964,HOU,AL,1,2,1,0.7809062,97,0.7459062,-0.6436136,joneg101
Fred Gladding,1964,DET,AL,22,7,0,0.7753062,101,0.7403062,0.2761824,gladf102
Alan Koch,1964,WS2,AL,2,3,0,0.7739062,102,0.7389062,-0.8811561,kocha101
Don Lee,1964,LAA,AL,8,3,2,0.7907062,90,0.7557062,-0.1626393,lee-d102
Sam Jones,1964,BAL,AL,0,0,0,0.7781062,99,0.7431062,,jones105
Wilbur Wood,1964,BOS,AL,0,0,0,0.7683062,106,0.7333062,,woodw103
Aurelio Monteagudo,1964,KC1,AL,0,0,0,0.7683062,106,0.7333062,,monta103
Stu Miller,1964,BAL,AL,47,9,7,0.7781062,99,0.7431062,2.800748,mills101
Chuck Estrada,1964,BAL,AL,0,0,1,0.7781062,99,0.7431062,,estrc101
Dick Radatz,1964,BOS,AL,71,19,8,0.7683062,106,0.7333062,2.60127,radad101
Jay Ritchie,1964,BOS,AL,1,0,0,0.7683062,106,0.7333062,0.1386808,ritcj101
Mickey Lolich,1964,DET,AL,2,2,0,0.7753062,101,0.7403062,-0.4998369,lolim101
Willie Smith,1964,LAA,AL,1,2,1,0.7907062,90,0.7557062,-0.6589016,smitw102
Ed Sukla,1964,LAA,AL,0,1,0,0.7907062,90,0.7557062,-0.3929672,sukle101
Dave Vineyard,1964,BAL,AL,1,0,1,0.7781062,99,0.7431062,0.1335848,vined101
Bill Pleis,1964,MIN,AL,11,3,5,0.7781062,99,0.7431062,0.3101868,pleib101
Arnold Earley,1964,BOS,AL,0,0,2,0.7683062,106,0.7333062,,earla101
Ken Rowe,1964,BAL,AL,1,0,0,0.7781062,99,0.7431062,0.1335848,rowek101
Bill Kelso,1964,LAA,AL,0,0,0,0.7907062,90,0.7557062,,kelsb101
Paul Foytack,1964,LAA,AL,0,1,0,0.7907062,90,0.7557062,-0.3929672,foytp101
Eddie Fisher,1964,CHA,AL,32,3,1,0.7837062,95,0.7487062,3.013547,fishe102
Dick Hall,1964,BAL,AL,26,6,3,0.7781062,99,0.7431062,1.154713,halld101
Frank Lary,1964,DET,AL,2,0,1,0.7753062,101,0.7403062,0.2700815,laryf101
Hoyt Wilhelm,1964,CHA,AL,62,13,8,0.7837062,95,0.7487062,3.040457,wilhh101
Julio Navarro,1964,LAA,AL,5,0,0,0.7907062,90,0.7557062,0.6351639,navaj101
Danny Coombs,1964,HOU,AL,0,1,0,0.7809062,97,0.7459062,-0.3878712,coomd101
Gordon Seyfried,1964,CLE,AL,0,0,0,0.7781062,99,0.7431062,,seyfg101
Joe Grzenda,1964,KC1,AL,1,2,0,0.7683062,106,0.7333062,-0.6239576,grzej101
Moe Drabowsky,1964,KC1,AL,8,2,0,0.7683062,106,0.7333062,0.346808,drabm101
Dave Giusti,1964,HOU,AL,0,0,0,0.7809062,97,0.7459062,,giusd101
Denny McLain,1964,DET,AL,0,1,0,0.7753062,101,0.7403062,-0.3849592,mclad101
