pollno	race	year	location	type_simple	type_detail	pollster	partisan	polldate	samplesize	cand1_name	cand1_pct	cand2_name	cand2_pct	cand3_pct	margin_poll	electiondate	cand1_actual	cand2_actual	margin_actual	error	bias	rightcall	comment
5381734	2004_Sen-G_GA	2004	GA	Sen-G	Sen-G	Strategic Vision, LLC		10/13/2004	801	Democrat	39	Republican	54		-15	11/2/2004	39.98	57.88	-17.9	2.9	2.9	1	
5381735	2004_Sen-G_NH	2004	NH	Sen-G	Sen-G	Research 2000		10/13/2004	600	Democrat	15	Republican	67		-52	11/2/2004	33.72	66.18	-32.46	19.54	-19.54	1	
5381736	2004_Sen-O_LA	2004	LA	Sen-G	Sen-O	Southern Media & Opinion Research		10/13/2004	600	John (D)	18	Vitter (R)	43		-25	11/2/2004	29.34	51.03	-21.69	3.31		1	
5381737	2004_Pres-G_CA	2004	CA	Pres-G	Pres-G	Public Policy Institute of California		10/14/2004	1170	Democrat	51	Republican	39		12	11/2/2004	54.31	44.36	9.95	2.05	2.05	1	
5381738	2004_Pres-G_CO	2004	CO	Pres-G	Pres-G	Public Opinion Strategies		10/14/2004	500	Democrat	42	Republican	47	3	-5	11/2/2004	47.02	51.69	-4.67	0.33	-0.33	1	
5381739	2004_Pres-G_GA	2004	GA	Pres-G	Pres-G	Zogby Analytics, telephone		10/14/2004	503	Democrat	41	Republican	51		-10	11/2/2004	41.37	57.97	-16.6	6.6	6.6	1	
5381740	2004_Pres-G_MO	2004	MO	Pres-G	Pres-G	Rasmussen Reports/Pulse Opinion Research		10/14/2004	400	Democrat	45	Republican	50		-5	11/2/2004	46.1	53.3	-7.2	2.2	2.2	1	
5381741	2004_Pres-G_OH	2004	OH	Pres-G	Pres-G	University of Cincinnati (Ohio Poll)		10/14/2004	757	Democrat	48	Republican	46		2	11/2/2004	48.71	50.81	-2.1	4.1	4.1	0	
5381742	2004_Pres-G_TN	2004	TN	Pres-G	Pres-G	University of Tennessee		10/14/2004	656	Democrat	37	Republican	54		-17	11/2/2004	42.53	56.8	-14.27	2.73	-2.73	1	
5381743	2004_Sen-G_CA	2004	CA	Sen-G	Sen-G	Public Policy Institute of California		10/14/2004	1170	Democrat	53	Republican	35		18	11/2/2004	57.71	37.8	19.91	1.91	-1.91	1	
5381744	2004_Sen-G_CO	2004	CO	Sen-G	Sen-G	Public Opinion Strategies		10/14/2004	500	Democrat	40	Republican	45		-5	11/2/2004	51.3	46.53	4.77	9.77	-9.77	0	
5381745	2004_Sen-G_GA	2004	GA	Sen-G	Sen-G	Zogby Analytics, telephone		10/14/2004	503	Democrat	35	Republican	53		-18	11/2/2004	39.98	57.88	-17.9	0.1	-0.1	1	
5381746	2004_Sen-G_OH	2004	OH	Sen-G	Sen-G	University of Cincinnati (Ohio Poll)		10/14/2004	600	Democrat	35	Republican	62		-27	11/2/2004	36.14	63.85	-27.71	0.71	0.71	1	no sample size listed
5381747	2004_Sen-G_OK	2004	OK	Sen-G	Sen-G	SoonerPoll.com		10/14/2004	500	Democrat	43	Republican	41		2	11/2/2004	41.24	52.77	-11.53	13.53	13.53	0	
5381748	2004_Sen-G_WI	2004	WI	Sen-G	Sen-G	Rasmussen Reports/Pulse Opinion Research		10/14/2004	500	Democrat	53	Republican	43		10	11/2/2004	55.35	44.11	11.24	1.24	-1.24	1	
5381749	2004_Gov-G_WA	2004	WA	Gov-G	Gov-G	Elway Research		10/15/2004	405	Democrat	45	Republican	38		7	11/2/2004	48.873	48.868	0.005	6.995	6.995	1	
5381750	2004_House-G_NV-3	2004	NV-3	House-G	House-G	Mason-Dixon Polling & Research, Inc.		10/15/2004	307	Democrat	35	Republican	50		-15	11/2/2004	40.40205694	54.45793809	-14.05588115	0.944118851	-0.944118851	1	
5381751	2004_House-G_OK-1	2004	OK-1	House-G	House-G	SurveyUSA		10/15/2004	656	Democrat	35	Republican	58		-23	11/2/2004	37.54205072	60.18801418	-22.64596345	0.354036548	-0.354036548	1	
5381752	2004_House-G_PA-17	2004	PA-17	House-G	House-G	American Research Group		10/15/2004	320	Democrat	48	Republican	36		12	11/2/2004	59.08709256	38.92896677	20.15812579	8.158125795	-8.158125795	1	
5381753	2004_House-G_TX-32	2004	TX-32	House-G	House-G	Hamilton Campaigns	D	10/15/2004	400	Democrat	46	Republican	47		-1	11/2/2004	44.02282482	54.32217805	-10.29935323	9.299353231	9.299353231	1	
5381754	2004_House-G_US	2004	US	House-G	House-G	Greenberg Quinlan Rosner (Democracy Corps)		10/15/2004	1503	Democrat	49	Republican	45		4	11/2/2004	46.55247698	49.31615427	-2.763677291	6.763677291	6.763677291	0	
5381755	2004_House-G_US	2004	US	House-G	House-G	Princeton Survey Research Associates International		10/15/2004	882	Democrat	44	Republican	46		-2	11/2/2004	46.55247698	49.31615427	-2.763677291	0.763677291	0.763677291	1	
5381756	2004_House-G_US	2004	US	House-G	House-G	Rasmussen Reports/Pulse Opinion Research		10/15/2004	1500	Democrat	44	Republican	42		2	11/2/2004	46.55247698	49.31615427	-2.763677291	4.763677291	4.763677291	0	
5381757	2004_House-G_WA-8	2004	WA-8	House-G	House-G	SurveyUSA		10/15/2004	664	Democrat	43	Republican	49		-6	11/2/2004	46.70088173	51.50030164	-4.799419909	1.200580091	-1.200580091	1	
5381758	2004_Pres-G_CO	2004	CO	Pres-G	Pres-G	Mason-Dixon Polling & Research, Inc.		10/15/2004	630	Democrat	43	Republican	49	1	-6	11/2/2004	47.02	51.69	-4.67	1.33	-1.33	1	
5381759	2004_Pres-G_MO	2004	MO	Pres-G	Pres-G	Mason-Dixon Polling & Research, Inc.		10/15/2004	625	Democrat	44	Republican	49		-5	11/2/2004	46.1	53.3	-7.2	2.2	2.2	1	
5381760	2004_Pres-G_NH	2004	NH	Pres-G	Pres-G	Mason-Dixon Polling & Research, Inc.		10/15/2004	625	Democrat	45	Republican	48	1	-3	11/2/2004	50.24	48.87	1.37	4.37	-4.37	0	
5381761	2004_Pres-G_OH	2004	OH	Pres-G	Pres-G	Rasmussen Reports/Pulse Opinion Research		10/15/2004	537	Democrat	47	Republican	47		0	11/2/2004	48.71	50.81	-2.1	2.1	2.1	0.5	
5381762	2004_Pres-G_OR	2004	OR	Pres-G	Pres-G	Rasmussen Reports/Pulse Opinion Research		10/15/2004	500	Democrat	51	Republican	43		8	11/2/2004	51.35	47.19	4.16	3.84	3.84	1	
5381763	2004_Pres-G_US	2004	US	Pres-G	Pres-G	ABC News/Washington Post		10/15/2004	2904	Democrat	46	Republican	50	2	-4	11/2/2004	48.27	50.73	-2.46	1.54	-1.54	1	
5381764	2004_Pres-G_US	2004	US	Pres-G	Pres-G	Gallup		10/15/2004	1195	Democrat	44	Republican	52	1	-8	11/2/2004	48.27	50.73	-2.46	5.54	-5.54	1	
5381765	2004_Pres-G_US	2004	US	Pres-G	Pres-G	Greenberg Quinlan Rosner (Democracy Corps)		10/15/2004	1503	Democrat	50	Republican	47	1	3	11/2/2004	48.27	50.73	-2.46	5.46	5.46	0	
5381766	2004_Pres-G_US	2004	US	Pres-G	Pres-G	Princeton Survey Research Associates International		10/15/2004	882	Democrat	44	Republican	50	1	-6	11/2/2004	48.27	50.73	-2.46	3.54	-3.54	1	
5381767	2004_Pres-G_US	2004	US	Pres-G	Pres-G	Time/Abt SRBI		10/15/2004	865	Democrat	47	Republican	48	3	-1	11/2/2004	48.27	50.73	-2.46	1.46	1.46	1	
5381768	2004_Pres-G_US	2004	US	Pres-G	Pres-G	Zogby Analytics, telephone		10/15/2004	1200	Democrat	44	Republican	46	1	-2	11/2/2004	48.27	50.73	-2.46	0.46	0.46	1	
5381769	2004_Pres-G_WA	2004	WA	Pres-G	Pres-G	Elway Research		10/15/2004	405	Democrat	50	Republican	44	1	6	11/2/2004	52.82	45.64	7.18	1.18	-1.18	1	
5381770	2004_Pres-G_WV	2004	WV	Pres-G	Pres-G	Mason-Dixon Polling & Research, Inc.		10/15/2004	625	Democrat	44	Republican	49	1	-5	11/2/2004	43.2	56.06	-12.86	7.86	7.86	1	
5381771	2004_Sen-G_FL	2004	FL	Sen-G	Sen-G	Mason-Dixon Polling & Research, Inc.		10/15/2004	625	Democrat	45	Republican	45		0	11/2/2004	48.32	49.43	-1.11	1.11	1.11	0.5	
5381772	2004_Sen-G_NV	2004	NV	Sen-G	Sen-G	Mason-Dixon Polling & Research, Inc.		10/15/2004	625	Democrat	59	Republican	32		27	11/2/2004	61.08	35.14	25.94	1.06	1.06	1	
5381773	2004_Sen-G_WA	2004	WA	Sen-G	Sen-G	Elway Research		10/15/2004	405	Democrat	54	Republican	37		17	11/2/2004	54.98	42.74	12.24	4.76	4.76	1	
5381774	2004_Gov-G_NC	2004	NC	Gov-G	Gov-G	SurveyUSA		10/16/2004	621	Democrat	52	Republican	40		12	11/2/2004	55.6	42.9	12.7	0.7	-0.7	1	
5381775	2004_Gov-G_NH	2004	NH	Gov-G	Gov-G	Suffolk University		10/16/2004	400	Democrat	42	Republican	44		-2	11/2/2004	51	48.9	2.1	4.1	-4.1	0	
5381776	2004_Gov-G_WA	2004	WA	Gov-G	Gov-G	SurveyUSA		10/16/2004	634	Democrat	50	Republican	44		6	11/2/2004	48.873	48.868	0.005	5.995	5.995	1	
5381777	2004_House-G_AZ-1	2004	AZ-1	House-G	House-G	Northern Arizona University		10/16/2004	411	Democrat	30	Republican	53		-23	11/2/2004	36.22484221	58.54131225	-22.31647004	0.683529964	-0.683529964	1	
5381778	2004_House-G_IL-11	2004	IL-11	House-G	House-G	Bannon Communications	D	10/16/2004	350	Democrat	33	Republican	42		-9	11/2/2004	41.32865473	58.67134527	-17.34269053	8.342690534	8.342690534	1	
5381779	2004_House-G_US	2004	US	House-G	House-G	CBS News/New York Times		10/16/2004	678	Democrat	45	Republican	39		6	11/2/2004	46.55247698	49.31615427	-2.763677291	8.763677291	8.763677291	0	
5381780	2004_Pres-G_AR	2004	AR	Pres-G	Pres-G	SurveyUSA		10/16/2004	617	Democrat	46	Republican	51		-5	11/2/2004	44.55	54.31	-9.76	4.76	4.76	1	
5381781	2004_Pres-G_AR	2004	AR	Pres-G	Pres-G	Zogby Interactive/JZ Analytics		10/16/2004	520	Democrat	48.4	Republican	49.7	0.2	-1.3	11/2/2004	44.55	54.31	-9.76	8.46	8.46	1	
5381782	2004_Pres-G_CA	2004	CA	Pres-G	Pres-G	Los Angeles Times		10/16/2004	925	Democrat	58	Republican	40		18	11/2/2004	54.31	44.36	9.95	8.05	8.05	1	
5381783	2004_Pres-G_CA	2004	CA	Pres-G	Pres-G	SurveyUSA		10/16/2004	703	Democrat	53	Republican	43		10	11/2/2004	54.31	44.36	9.95	0.05	0.05	1	
5381784	2004_Pres-G_CO	2004	CO	Pres-G	Pres-G	Gallup		10/16/2004	815	Democrat	45	Republican	51	1	-6	11/2/2004	47.02	51.69	-4.67	1.33	-1.33	1	
5381785	2004_Pres-G_FL	2004	FL	Pres-G	Pres-G	Mason-Dixon Polling & Research, Inc.		10/16/2004	625	Democrat	45	Republican	48		-3	11/2/2004	47.09	52.1	-5.01	2.01	2.01	1	
5381786	2004_Pres-G_FL	2004	FL	Pres-G	Pres-G	SurveyUSA		10/16/2004	601	Democrat	50	Republican	49		1	11/2/2004	47.09	52.1	-5.01	6.01	6.01	0	
5381787	2004_Pres-G_FL	2004	FL	Pres-G	Pres-G	Zogby Interactive/JZ Analytics		10/16/2004	2173	Democrat	48.9	Republican	50.1	0.3	-1.2	11/2/2004	47.09	52.1	-5.01	3.81	3.81	1	
5381788	2004_Pres-G_HI	2004	HI	Pres-G	Pres-G	Ward Research (Honolulu Star-Advertiser)		10/16/2004	600	Democrat	42.6	Republican	43.3		-0.7	11/2/2004	54.01	45.26	8.75	9.45	-9.45	0	
5381789	2004_Pres-G_IA	2004	IA	Pres-G	Pres-G	Rasmussen Reports/Pulse Opinion Research		10/16/2004	400	Democrat	46	Republican	48		-2	11/2/2004	49.23	49.9	-0.67	1.33	-1.33	1	
5381790	2004_Pres-G_IA	2004	IA	Pres-G	Pres-G	Zogby Interactive/JZ Analytics		10/16/2004	571	Democrat	51.1	Republican	47.9	0.4	3.2	11/2/2004	49.23	49.9	-0.67	3.87	3.87	0	
5381791	2004_Pres-G_MI	2004	MI	Pres-G	Pres-G	Zogby Interactive/JZ Analytics		10/16/2004	1224	Democrat	52.6	Republican	45.9	0.4	6.7	11/2/2004	51.23	47.81	3.42	3.28	3.28	1	
5381792	2004_Pres-G_MN	2004	MN	Pres-G	Pres-G	Zogby Interactive/JZ Analytics		10/16/2004	784	Democrat	54.2	Republican	43.1	1.1	11.1	11/2/2004	51.09	47.61	3.48	7.62	7.62	1	
5381793	2004_Pres-G_MO	2004	MO	Pres-G	Pres-G	Zogby Interactive/JZ Analytics		10/16/2004	1066	Democrat	47.6	Republican	50.7	1.1	-3.1	11/2/2004	46.1	53.3	-7.2	4.1	4.1	1	
5381794	2004_Pres-G_NC	2004	NC	Pres-G	Pres-G	SurveyUSA		10/16/2004	627	Democrat	47	Republican	50		-3	11/2/2004	43.58	56.02	-12.44	9.44	9.44	1	
5381795	2004_Pres-G_NH	2004	NH	Pres-G	Pres-G	Suffolk University		10/16/2004	400	Democrat	46	Republican	41	1	5	11/2/2004	50.24	48.87	1.37	3.63	3.63	1	
5381796	2004_Pres-G_NH	2004	NH	Pres-G	Pres-G	Zogby Interactive/JZ Analytics		10/16/2004	520	Democrat	51.1	Republican	46	1.1	5.1	11/2/2004	50.24	48.87	1.37	3.73	3.73	1	
5381797	2004_Pres-G_NJ	2004	NJ	Pres-G	Pres-G	Quinnipiac University		10/16/2004	1123	Democrat	49	Republican	45	1	4	11/2/2004	52.92	46.24	6.68	2.68	-2.68	1	
5381798	2004_Pres-G_NJ	2004	NJ	Pres-G	Pres-G	Rutgers University		10/16/2004	794	Democrat	51	Republican	38		13	11/2/2004	52.92	46.24	6.68	6.32	6.32	1	
5381799	2004_Pres-G_NM	2004	NM	Pres-G	Pres-G	Zogby Interactive/JZ Analytics		10/16/2004	520	Democrat	53.6	Republican	44.1	1	9.5	11/2/2004	49.05	49.84	-0.79	10.29	10.29	0	
5381800	2004_Pres-G_NV	2004	NV	Pres-G	Pres-G	Zogby Interactive/JZ Analytics		10/16/2004	520	Democrat	45.9	Republican	49.8	0.4	-3.9	11/2/2004	47.88	50.47	-2.59	1.31	-1.31	1	
5381801	2004_Pres-G_OH	2004	OH	Pres-G	Pres-G	ABC News/Washington Post		10/16/2004	789	Democrat	50	Republican	47		3	11/2/2004	48.71	50.81	-2.1	5.1	5.1	0	
5381802	2004_Pres-G_OH	2004	OH	Pres-G	Pres-G	Zogby Interactive/JZ Analytics		10/16/2004	1981	Democrat	47.6	Republican	50.6	0.4	-3	11/2/2004	48.71	50.81	-2.1	0.9	-0.9	1	
5381803	2004_Pres-G_OK	2004	OK	Pres-G	Pres-G	Wilson Research Strategies		10/16/2004	500	Democrat	31	Republican	61		-30	11/2/2004	34.43	65.57	-31.14	1.14	1.14	1	
5381804	2004_Pres-G_OR	2004	OR	Pres-G	Pres-G	Zogby Interactive/JZ Analytics		10/16/2004	882	Democrat	55.7	Republican	42.6	0.3	13.1	11/2/2004	51.35	47.19	4.16	8.94	8.94	1	
5381805	2004_Pres-G_PA	2004	PA	Pres-G	Pres-G	SurveyUSA		10/16/2004	619	Democrat	51	Republican	45		6	11/2/2004	50.92	48.42	2.5	3.5	3.5	1	
5381806	2004_Pres-G_PA	2004	PA	Pres-G	Pres-G	Zogby Interactive/JZ Analytics		10/16/2004	1419	Democrat	51.8	Republican	46.1	0.4	5.7	11/2/2004	50.92	48.42	2.5	3.2	3.2	1	
5381807	2004_Pres-G_TN	2004	TN	Pres-G	Pres-G	Zogby Interactive/JZ Analytics		10/16/2004	999	Democrat	47.8	Republican	50.3	0.1	-2.5	11/2/2004	42.53	56.8	-14.27	11.77	11.77	1	
5381808	2004_Pres-G_US	2004	US	Pres-G	Pres-G	CBS News/New York Times		10/16/2004	1125	Democrat	45	Republican	47	2	-2	11/2/2004	48.27	50.73	-2.46	0.46	0.46	1	
5381809	2004_Pres-G_US	2004	US	Pres-G	Pres-G	IBD/TIPP		10/16/2004	1284	Democrat	45	Republican	49	2	-4	11/2/2004	48.27	50.73	-2.46	1.54	-1.54	1	
5381810	2004_Pres-G_WA	2004	WA	Pres-G	Pres-G	SurveyUSA		10/16/2004	634	Democrat	52	Republican	45		7	11/2/2004	52.82	45.64	7.18	0.18	-0.18	1	
5381811	2004_Pres-G_WA	2004	WA	Pres-G	Pres-G	Zogby Interactive/JZ Analytics		10/16/2004	1419	Democrat	54.3	Republican	43.9	0.4	10.4	11/2/2004	52.82	45.64	7.18	3.22	3.22	1	
5381812	2004_Pres-G_WI	2004	WI	Pres-G	Pres-G	Zogby Interactive/JZ Analytics		10/16/2004	882	Democrat	51.3	Republican	47.5	0.2	3.8	11/2/2004	49.7	49.32	0.38	3.42	3.42	1	
5381813	2004_Pres-G_WV	2004	WV	Pres-G	Pres-G	Zogby Interactive/JZ Analytics		10/16/2004	496	Democrat	45.8	Republican	48.6	0.7	-2.8	11/2/2004	43.2	56.06	-12.86	10.06	10.06	1	
5381814	2004_Sen-G_AK	2004	AK	Sen-G	Sen-G	Ivan Moore Research		10/16/2004	548	Democrat	47	Republican	45	1	2	11/2/2004	45.55	48.58	-3.03	5.03	5.03	0	
5381815	2004_Sen-G_AR	2004	AR	Sen-G	Sen-G	SurveyUSA		10/16/2004	613	Democrat	57	Republican	38		19	11/2/2004	55.9	44.07	11.83	7.17	7.17	1	
5381816	2004_Sen-G_CA	2004	CA	Sen-G	Sen-G	Los Angeles Times		10/16/2004	925	Democrat	55	Republican	33		22	11/2/2004	57.71	37.8	19.91	2.09	2.09	1	
5381817	2004_Sen-G_CA	2004	CA	Sen-G	Sen-G	SurveyUSA		10/16/2004	703	Democrat	57	Republican	35		22	11/2/2004	57.71	37.8	19.91	2.09	2.09	1	
5381818	2004_Sen-G_CO	2004	CO	Sen-G	Sen-G	Gallup		10/16/2004	815	Democrat	49	Republican	48		1	11/2/2004	51.3	46.53	4.77	3.77	-3.77	1	
5381819	2004_Sen-G_FL	2004	FL	Sen-G	Sen-G	SurveyUSA		10/16/2004	596	Democrat	47	Republican	49		-2	11/2/2004	48.32	49.43	-1.11	0.89	-0.89	1	
5381820	2004_Sen-G_KY	2004	KY	Sen-G	Sen-G	Garin-Hart-Yang Research Group	D	10/16/2004	503	Democrat	43	Republican	43		0	11/2/2004	49.34	50.66	-1.32	1.32	1.32	0.5	
5381821	2004_Sen-G_NC	2004	NC	Sen-G	Sen-G	SurveyUSA		10/16/2004	621	Democrat	45	Republican	47		-2	11/2/2004	47.02	51.6	-4.58	2.58	2.58	1	
5381822	2004_Sen-G_NH	2004	NH	Sen-G	Sen-G	Suffolk University		10/16/2004	400	Democrat	26	Republican	52		-26	11/2/2004	33.72	66.18	-32.46	6.46	6.46	1	
5381823	2004_Sen-G_OH	2004	OH	Sen-G	Sen-G	ABC News/Washington Post		10/16/2004	789	Democrat	35	Republican	60		-25	11/2/2004	36.14	63.85	-27.71	2.71	2.71	1	
5381824	2004_Sen-G_OK	2004	OK	Sen-G	Sen-G	Wilson Research Strategies		10/16/2004	500	Democrat	39	Republican	42		-3	11/2/2004	41.24	52.77	-11.53	8.53	8.53	1	
5381825	2004_Sen-G_PA	2004	PA	Sen-G	Sen-G	SurveyUSA		10/16/2004	608	Democrat	41	Republican	48		-7	11/2/2004	41.99	52.62	-10.63	3.63	3.63	1	
5381826	2004_Sen-G_WA	2004	WA	Sen-G	Sen-G	SurveyUSA		10/16/2004	640	Democrat	56	Republican	38		18	11/2/2004	54.98	42.74	12.24	5.76	5.76	1	
5381827	2004_Gov-G_MO	2004	MO	Gov-G	Gov-G	SurveyUSA		10/17/2004	667	Democrat	44	Republican	50		-6	11/2/2004	47.9	50.8	-2.9	3.1	-3.1	1	
5381828	2004_House-G_CT-2	2004	CT-2	House-G	House-G	University of Connecticut		10/17/2004	402	Democrat	40	Republican	49		-9	11/2/2004	45.76557096	54.19209452	-8.426523554	0.573476446	-0.573476446	1	
5381829	2004_House-G_US	2004	US	House-G	House-G	NBC News/Wall Street Journal		10/17/2004	1014	Democrat	44	Republican	44		0	11/2/2004	46.55247698	49.31615427	-2.763677291	2.763677291	2.763677291	0.5	Congressional preference (not generic ballot?)
5381830	2004_Pres-G_CA	2004	CA	Pres-G	Pres-G	Strategic Vision, LLC		10/17/2004	801	Democrat	50	Republican	41		9	11/2/2004	54.31	44.36	9.95	0.95	-0.95	1	
5381831	2004_Pres-G_CO	2004	CO	Pres-G	Pres-G	Ciruli Associates		10/17/2004	600	Democrat	42	Republican	48	2	-6	11/2/2004	47.02	51.69	-4.67	1.33	-1.33	1	
5381832	2004_Pres-G_FL	2004	FL	Pres-G	Pres-G	Quinnipiac University		10/17/2004	808	Democrat	47	Republican	48	1	-1	11/2/2004	47.09	52.1	-5.01	4.01	4.01	1	
5381833	2004_Pres-G_IA	2004	IA	Pres-G	Pres-G	Central Surveys, Inc.		10/17/2004	502	Democrat	46	Republican	45	1	1	11/2/2004	49.23	49.9	-0.67	1.67	1.67	0	
5381834	2004_Pres-G_IA	2004	IA	Pres-G	Pres-G	Mason-Dixon Polling & Research, Inc.		10/17/2004	625	Democrat	43	Republican	49	1	-6	11/2/2004	49.23	49.9	-0.67	5.33	-5.33	1	
5381835	2004_Pres-G_LA	2004	LA	Pres-G	Pres-G	Ed Renwick		10/17/2004	600	Democrat	37	Republican	46		-9	11/2/2004	42.22	56.72	-14.5	5.5	5.5	1	
5381836	2004_Pres-G_MI	2004	MI	Pres-G	Pres-G	Mason-Dixon Polling & Research, Inc.		10/17/2004	625	Democrat	47	Republican	46		1	11/2/2004	51.23	47.81	3.42	2.42	-2.42	1	
5381837	2004_Pres-G_MN	2004	MN	Pres-G	Pres-G	Mason-Dixon Polling & Research, Inc.		10/17/2004	625	Democrat	45	Republican	47	2	-2	11/2/2004	51.09	47.61	3.48	5.48	-5.48	0	
5381838	2004_Pres-G_MO	2004	MO	Pres-G	Pres-G	SurveyUSA		10/17/2004	670	Democrat	45	Republican	51		-6	11/2/2004	46.1	53.3	-7.2	1.2	1.2	1	
5381839	2004_Pres-G_NH	2004	NH	Pres-G	Pres-G	American Research Group		10/17/2004	600	Democrat	46	Republican	47	1	-1	11/2/2004	50.24	48.87	1.37	2.37	-2.37	0	
5381840	2004_Pres-G_NJ	2004	NJ	Pres-G	Pres-G	Fairleigh Dickinson University (PublicMind)		10/17/2004	549	Democrat	49	Republican	41		8	11/2/2004	52.92	46.24	6.68	1.32	1.32	1	
5381841	2004_Pres-G_NJ	2004	NJ	Pres-G	Pres-G	Strategic Vision, LLC		10/17/2004	801	Democrat	44	Republican	43	1	1	11/2/2004	52.92	46.24	6.68	5.68	-5.68	1	
5381842	2004_Pres-G_NJ	2004	NJ	Pres-G	Pres-G	SurveyUSA		10/17/2004	703	Democrat	51	Republican	43		8	11/2/2004	52.92	46.24	6.68	1.32	1.32	1	
5381843	2004_Pres-G_NM	2004	NM	Pres-G	Pres-G	American Research Group		10/17/2004	600	Democrat	48	Republican	46	1	2	11/2/2004	49.05	49.84	-0.79	2.79	2.79	0	
5381844	2004_Pres-G_NM	2004	NM	Pres-G	Pres-G	Mason-Dixon Polling & Research, Inc.		10/17/2004	625	Democrat	44	Republican	49	1	-5	11/2/2004	49.05	49.84	-0.79	4.21	-4.21	1	
5381845	2004_Pres-G_NV	2004	NV	Pres-G	Pres-G	Mason-Dixon Polling & Research, Inc.		10/17/2004	625	Democrat	42	Republican	52		-10	11/2/2004	47.88	50.47	-2.59	7.41	-7.41	1	
5381846	2004_Pres-G_NV	2004	NV	Pres-G	Pres-G	SurveyUSA		10/17/2004	585	Democrat	45	Republican	52		-7	11/2/2004	47.88	50.47	-2.59	4.41	-4.41	1	
5381847	2004_Pres-G_OH	2004	OH	Pres-G	Pres-G	Mason-Dixon Polling & Research, Inc.		10/17/2004	625	Democrat	45	Republican	46		-1	11/2/2004	48.71	50.81	-2.1	1.1	1.1	1	
5381848	2004_Pres-G_OH	2004	OH	Pres-G	Pres-G	SurveyUSA		10/17/2004	698	Democrat	49	Republican	47		2	11/2/2004	48.71	50.81	-2.1	4.1	4.1	0	
5381849	2004_Pres-G_OR	2004	OR	Pres-G	Pres-G	Gallup		10/17/2004	700	Democrat	53	Republican	45		8	11/2/2004	51.35	47.19	4.16	3.84	3.84	1	
5381850	2004_Pres-G_OR	2004	OR	Pres-G	Pres-G	Mason-Dixon Polling & Research, Inc.		10/17/2004	625	Democrat	47	Republican	46		1	11/2/2004	51.35	47.19	4.16	3.16	-3.16	1	
5381851	2004_Pres-G_PA	2004	PA	Pres-G	Pres-G	Mason-Dixon Polling & Research, Inc.		10/17/2004	625	Democrat	46	Republican	45		1	11/2/2004	50.92	48.42	2.5	1.5	-1.5	1	
5381852	2004_Pres-G_US	2004	US	Pres-G	Pres-G	NBC News/Wall Street Journal		10/17/2004	1014	Democrat	48	Republican	48	1	0	11/2/2004	48.27	50.73	-2.46	2.46	2.46	0.5	
5381853	2004_Pres-G_US	2004	US	Pres-G	Pres-G	Pew Research Center		10/17/2004	1925	Democrat	47	Republican	47	1	0	11/2/2004	48.27	50.73	-2.46	2.46	2.46	0.5	
5381854	2004_Pres-G_VA	2004	VA	Pres-G	Pres-G	SurveyUSA		10/17/2004	664	Democrat	46	Republican	50		-4	11/2/2004	45.48	53.68	-8.2	4.2	4.2	1	
5381855	2004_Pres-G_WA	2004	WA	Pres-G	Pres-G	Strategic Vision, LLC		10/17/2004	801	Democrat	50	Republican	45	2	5	11/2/2004	52.82	45.64	7.18	2.18	-2.18	1	
5381856	2004_Pres-G_WI	2004	WI	Pres-G	Pres-G	Humphrey Institute		10/17/2004	623	Democrat	47	Republican	48		-1	11/2/2004	49.7	49.32	0.38	1.38	-1.38	0	
5381857	2004_Pres-G_WI	2004	WI	Pres-G	Pres-G	Mason-Dixon Polling & Research, Inc.		10/17/2004	625	Democrat	45	Republican	45		0	11/2/2004	49.7	49.32	0.38	0.38	-0.38	0.5	
5381858	2004_Sen-G_CA	2004	CA	Sen-G	Sen-G	Strategic Vision, LLC		10/17/2004	801	Democrat	53	Republican	36		17	11/2/2004	57.71	37.8	19.91	2.91	-2.91	1	
5381859	2004_Sen-G_CO	2004	CO	Sen-G	Sen-G	Ciruli Associates		10/17/2004	600	Democrat	47	Republican	43		4	11/2/2004	51.3	46.53	4.77	0.77	-0.77	1	
5381860	2004_Sen-G_FL	2004	FL	Sen-G	Sen-G	Quinnipiac University		10/17/2004	808	Democrat	47	Republican	47		0	11/2/2004	48.32	49.43	-1.11	1.11	1.11	0.5	
5381861	2004_Sen-G_MO	2004	MO	Sen-G	Sen-G	SurveyUSA		10/17/2004	667	Democrat	38	Republican	56		-18	11/2/2004	42.8	56.09	-13.29	4.71	-4.71	1	
5381862	2004_Sen-G_OH	2004	OH	Sen-G	Sen-G	SurveyUSA		10/17/2004	698	Democrat	34	Republican	58		-24	11/2/2004	36.14	63.85	-27.71	3.71	3.71	1	
5381863	2004_Sen-G_OK	2004	OK	Sen-G	Sen-G	Consumer Logic		10/17/2004	753	Democrat	47	Republican	40		7	11/2/2004	41.24	52.77	-11.53	18.53	18.53	0	
5381864	2004_Sen-G_WA	2004	WA	Sen-G	Sen-G	Strategic Vision, LLC		10/17/2004	801	Democrat	49	Republican	41		8	11/2/2004	54.98	42.74	12.24	4.24	-4.24	1	
5381865	2004_Sen-O_LA	2004	LA	Sen-G	Sen-O	Ed Renwick		10/17/2004	600	John (D)	15	Vitter (R)	39	18	-24	11/2/2004	29.34	51.03	-21.69	2.31		1	
