Candidate,State,District,Office Type,Race Type,Race Primary Election Date,Primary Status,Primary Runoff Status,General Status,Partisan Lean,Primary %,Won Primary,Race,Veteran?,LGBTQ?,Elected Official?,Self-Funder?,STEM?,Obama Alum?,Party Support?,Emily Endorsed?,Guns Sense Candidate?,Biden Endorsed?,Warren Endorsed? ,Sanders Endorsed?,Our Revolution Endorsed?,Justice Dems Endorsed?,PCCC Endorsed?,Indivisible Endorsed?,WFP Endorsed?,VoteVets Endorsed?,No Labels Support?
Medrick Yhap,TX,U.S. House Texas District 3,Representative,Regular,3/6/18,Lost,None,None,-20.709999,3.76,No,Nonwhite,No,No,No,No,No,No,,,No,,,,,No,,,,,
Sam Johnson,TX,U.S. House Texas District 3,Representative,Regular,3/6/18,Advanced,Lost,None,-20.709999,28.68,No,White,No,No,No,No,No,No,,,Yes,,,,,No,,,,,
Christine Mann,TX,U.S. House Texas District 31,Representative,Regular,3/6/18,Advanced,Lost,None,-17.379999,33.509998,No,White,No,No,No,No,Yes,No,,,Yes,,,,Yes,,,,,,
Kent Lester,TX,U.S. House Texas District 31,Representative,Regular,3/6/18,Lost,None,None,-17.379999,10.32,No,White,Yes,No,No,No,No,No,,,No,,,,No,,,,,,
M.J. Hegar,TX,U.S. House Texas District 31,Representative,Regular,3/6/18,Advanced,Advanced,On the Ballot,-17.379999,44.93,Yes,White,Yes,No,No,No,No,No,,,No,,,,No,,,,,,
Mike Clark,TX,U.S. House Texas District 31,Representative,Regular,3/6/18,Lost,None,None,-17.379999,11.23,No,White,No,No,No,No,Yes,No,,,No,,,,No,,,,,,
Brett Shipp,TX,U.S. House Texas District 32,Representative,Regular,3/6/18,Lost,None,None,-4.98,16.34,No,White,No,No,No,No,No,No,No,No,No,,,,,,,,,,
Colin Allred,TX,U.S. House Texas District 32,Representative,Regular,3/6/18,Advanced,Advanced,On the Ballot,-4.98,38.43,Yes,Nonwhite,No,No,No,No,No,Yes,Yes,No,Yes,,,,,,,,,,
Ed Meier,TX,U.S. House Texas District 32,Representative,Regular,3/6/18,Lost,None,None,-4.98,13.7,No,White,No,No,No,No,No,Yes,No,No,Yes,,,,,,,,,,
George Rodriguez,TX,U.S. House Texas District 32,Representative,Regular,3/6/18,Lost,None,None,-4.98,7.5900002,No,Nonwhite,No,No,No,No,No,No,No,No,No,,,,,,,,,,
Lillian Salerno,TX,U.S. House Texas District 32,Representative,Regular,3/6/18,Advanced,Lost,None,-4.98,18.35,No,White,No,No,No,No,No,Yes,No,Yes,No,,,,,,,,,,
Ron Marshall,TX,U.S. House Texas District 32,Representative,Regular,3/6/18,Lost,None,None,-4.98,3.24,No,White,Yes,No,No,No,Yes,No,No,No,No,,,,,,,,,,
Todd Maternowski,TX,U.S. House Texas District 32,Representative,Regular,3/6/18,Lost,None,None,-4.98,2.3599999,No,White,No,No,No,No,No,No,No,No,No,,,,,,,,,,
Dayna Steele,TX,U.S. House Texas District 36,Representative,Regular,3/6/18,Advanced,None,On the Ballot,-49.509998,72,Yes,White,No,No,No,No,No,No,,,,,,,Yes,,,Yes,,,
Jon Powell,TX,U.S. House Texas District 36,Representative,Regular,3/6/18,Lost,None,None,-49.509998,28,No,White,No,No,Yes,No,Yes,No,,,,,,,No,,,No,,,
Catherine Krantz,TX,U.S. House Texas District 4,Representative,Regular,3/6/18,Advanced,None,On the Ballot,-55.029999,68.620003,Yes,White,No,No,No,No,No,No,,,,,,,,,,,,,
Lander Bethel,TX,U.S. House Texas District 4,Representative,Regular,3/6/18,Lost,None,None,-55.029999,31.379999,No,White,No,No,No,No,No,No,,,,,,,,,,,,,
Dan Wood,TX,U.S. House Texas District 5,Representative,Regular,3/6/18,Advanced,None,On the Ballot,-31.360001,100,Yes,White,No,No,Yes,No,No,No,,,,,,,,,,,,,
Jana Lynne Sanchez,TX,U.S. House Texas District 6,Representative,Regular,3/6/18,Advanced,Advanced,On the Ballot,-16.030001,36.900002,Yes,Nonwhite,No,No,No,No,No,No,,,,,,,No,,,,,,
John Duncan,TX,U.S. House Texas District 6,Representative,Regular,3/6/18,Lost,None,None,-16.030001,13.52,No,White,No,Yes,No,No,No,No,,,,,,,No,,,,,,
Justin Snider,TX,U.S. House Texas District 6,Representative,Regular,3/6/18,Lost,None,None,-16.030001,6.8499999,No,White,No,No,No,No,No,No,,,,,,,Yes,,,,,,
Levii Shocklee,TX,U.S. House Texas District 6,Representative,Regular,3/6/18,Lost,None,None,-16.030001,5.7800002,No,White,Yes,No,No,No,No,No,,,,,,,No,,,,,,
Ruby Faye Woolridge,TX,U.S. House Texas District 6,Representative,Regular,3/6/18,Advanced,Lost,None,-16.030001,36.950001,No,Nonwhite,No,No,No,No,No,No,,,,,,,No,,,,,,
Alex Triantaphyllis,TX,U.S. House Texas District 7,Representative,Regular,3/6/18,Lost,None,None,-6.8099999,15.73,No,White,No,No,No,No,No,No,,No,,,,,No,No,,,No,,
Ivan Sanchez,TX,U.S. House Texas District 7,Representative,Regular,3/6/18,Lost,None,None,-6.8099999,5.6900001,No,Nonwhite,No,No,No,No,No,No,,No,,,,,No,No,,,No,,
James Cargas,TX,U.S. House Texas District 7,Representative,Regular,3/6/18,Lost,None,None,-6.8099999,1.96,No,White,No,No,No,No,No,No,,No,,,,,No,No,,,No,,
Jason Westin,TX,U.S. House Texas District 7,Representative,Regular,3/6/18,Lost,None,None,-6.8099999,19.16,No,White,No,No,No,No,Yes,No,,No,,,,,No,No,,,No,,
Joshua Butler,TX,U.S. House Texas District 7,Representative,Regular,3/6/18,Lost,None,None,-6.8099999,3.77,No,Nonwhite,No,No,No,No,No,No,,No,,,,,No,No,,,No,,
Laura Moser,TX,U.S. House Texas District 7,Representative,Regular,3/6/18,Advanced,Lost,None,-6.8099999,24.34,No,White,No,No,No,No,No,No,No,No,,,,,Yes,Yes,,,Yes,,
Lizzie Pannill Fletcher,TX,U.S. House Texas District 7,Representative,Regular,3/6/18,Advanced,Advanced,On the Ballot,-6.8099999,29.360001,Yes,White,No,No,No,No,No,No,,Yes,,,,,No,No,,,No,,
Steven David,TX,U.S. House Texas District 8,Representative,Regular,3/6/18,Advanced,None,On the Ballot,-52.959999,100,Yes,White,No,No,No,No,No,No,,,,,,,,,,,,,
Beto O'Rourke,TX,U.S. Senate Texas,Senator,Regular,3/6/18,Advanced,None,On the Ballot,-13.23,61.810001,Yes,White,No,No,Yes,No,No,No,,,,,,,,,,Yes,,,
Edward Kimbrough,TX,U.S. Senate Texas,Senator,Regular,3/6/18,Lost,None,None,-13.23,14.47,No,Nonwhite,No,No,No,No,Yes,No,,,,,,,,,,No,,,
Sema Hernandez,TX,U.S. Senate Texas,Senator,Regular,3/6/18,Lost,None,None,-13.23,23.719999,No,Nonwhite,No,No,No,No,No,No,,,,,,,,,,No,,,
Kurt Weiland,UT,U.S. House Utah District 1,Representative,Regular,6/26/18,Lost,None,None,-37.259998,43.150002,No,White,Yes,No,No,No,No,No,,,,,,,,,,,,,
Lee Castillo,UT,U.S. House Utah District 1,Representative,Regular,6/26/18,Advanced,None,On the Ballot,-37.259998,56.849998,Yes,Nonwhite,No,Yes,No,No,No,No,,,,,,,,,,,,,
Shireen Ghorbani,UT,U.S. House Utah District 2,Representative,Regular,6/26/18,Advanced,None,On the Ballot,-22.73,100,Yes,Nonwhite,No,No,No,No,No,No,,,,,,,,,,,,,
James Singer,UT,U.S. House Utah District 3,Representative,Regular,6/26/18,Advanced,None,On the Ballot,-35.16,100,Yes,Nonwhite,No,No,No,No,No,No,,,,,,,,,,,,,
Ben McAdams,UT,U.S. House Utah District 4,Representative,Regular,6/26/18,Advanced,None,On the Ballot,-16.809999,100,Yes,White,No,No,Yes,No,No,No,Yes,,,,,,,,,,,,
Jenny Wilson,UT,U.S. Senate Utah,Senator,Regular,6/26/18,Advanced,None,On the Ballot,-28.1,100,Yes,White,No,No,Yes,No,No,No,,,,,,,,,,,,,
Edwin Santana,VA,U.S. House Virginia District 1,Representative,Regular,6/12/18,Lost,None,None,-14.81,32.900002,No,Nonwhite,Yes,No,No,No,No,No,,,No,,,,Yes,,,,,,
John Suddarth,VA,U.S. House Virginia District 1,Representative,Regular,6/12/18,Lost,None,None,-14.81,27.129999,No,White,Yes,No,No,No,Yes,No,,,Yes,,,,No,,,,,,
Vangie Williams,VA,U.S. House Virginia District 1,Representative,Regular,6/12/18,Advanced,None,On the Ballot,-14.81,39.970001,Yes,Nonwhite,No,No,No,No,No,No,,,Yes,,,,No,,,,,,
Alison Kiehl Friedman,VA,U.S. House Virginia District 10,Representative,Regular,6/12/18,Lost,None,None,4.6900001,22.959999,No,White,No,No,No,Yes,No,Yes,,,Yes,,,,No,,,,,No,
Dan Helmer,VA,U.S. House Virginia District 10,Representative,Regular,6/12/18,Lost,None,None,4.6900001,12.55,No,White,Yes,No,No,No,No,No,,,Yes,,,,No,,,,,Yes,
Jennifer Wexton,VA,U.S. House Virginia District 10,Representative,Regular,6/12/18,Advanced,None,On the Ballot,4.6900001,41.889999,Yes,White,No,No,Yes,No,No,No,,,Yes,,,,No,,,,,No,
Julia Biggins,VA,U.S. House Virginia District 10,Representative,Regular,6/12/18,Lost,None,None,4.6900001,2.8299999,No,White,No,No,No,No,Yes,No,,,Yes,,,,Yes,,,,,No,
Lindsey Davis Stover,VA,U.S. House Virginia District 10,Representative,Regular,6/12/18,Lost,None,None,4.6900001,16.02,No,White,No,No,No,No,No,Yes,,,Yes,,,,No,,,,,No,
Paul Pelletier,VA,U.S. House Virginia District 10,Representative,Regular,6/12/18,Lost,None,None,4.6900001,3.76,No,White,No,No,No,No,No,No,,,Yes,,,,No,,,,,No,
Elaine Luria,VA,U.S. House Virginia District 2,Representative,Regular,6/12/18,Advanced,None,On the Ballot,-5.6599998,62.330002,Yes,White,Yes,No,No,No,Yes,No,Yes,Yes,Yes,,,,,,,,No,Yes,
Karen Mallard,VA,U.S. House Virginia District 2,Representative,Regular,6/12/18,Lost,None,None,-5.6599998,37.669998,No,White,No,No,No,No,No,No,No,No,Yes,,,,,,,,Yes,No,
Leslie Cockburn,VA,U.S. House Virginia District 5,Representative,Regular,6/12/18,Advanced,None,On the Ballot,-12.51,100,Yes,White,No,No,No,No,No,No,,Yes,,,,,,,,,,,
Charlotte Moore,VA,U.S. House Virginia District 6,Representative,Regular,6/12/18,Lost,None,None,-25.959999,18.450001,No,White,No,No,Yes,No,No,No,,,No,,,,No,,,,,,
Jennifer Lewis,VA,U.S. House Virginia District 6,Representative,Regular,6/12/18,Advanced,None,On the Ballot,-25.959999,47.669998,Yes,White,No,No,No,No,No,No,,,Yes,,,,Yes,,,,,,
Peter Volosin,VA,U.S. House Virginia District 6,Representative,Regular,6/12/18,Lost,None,None,-25.959999,27.190001,No,White,No,Yes,No,No,Yes,No,,,No,,,,No,,,,,,
Sergio Coppola,VA,U.S. House Virginia District 6,Representative,Regular,6/12/18,Lost,None,None,-25.959999,6.6799998,No,White,No,No,No,No,Yes,No,,,No,,,,No,,,,,,
Abigail Spanberger,VA,U.S. House Virginia District 7,Representative,Regular,6/12/18,Advanced,None,On the Ballot,-10.03,72.68,Yes,White,No,No,No,No,No,No,,Yes,Yes,,,,,,,,,No,
Dan Ward,VA,U.S. House Virginia District 7,Representative,Regular,6/12/18,Lost,None,None,-10.03,27.32,No,White,Yes,No,No,No,No,No,,No,Yes,,,,,,,,,Yes,
Anthony Flaccavento,VA,U.S. House Virginia District 9,Representative,Regular,6/12/18,Advanced,None,On the Ballot,-40.709999,78.639999,Yes,White,No,No,No,No,No,No,,,,,,,Yes,,,,,,
Justin Santopietro,VA,U.S. House Virginia District 9,Representative,Regular,6/12/18,Lost,None,None,-40.709999,21.360001,No,White,No,No,No,No,No,No,,,,,,,No,,,,,,
Carolyn Long,WA,U.S. House Washington District 3,Representative,Regular,8/7/18,Advanced,None,On the Ballot,-8.5100002,,Yes,White,No,No,No,No,No,No,,Yes,Yes,,,,No,No,,Yes,,,
David McDevitt,WA,U.S. House Washington District 3,Representative,Regular,8/7/18,Lost,None,None,-8.5100002,,No,White,Yes,No,No,Yes,No,No,,No,No,,,,No,No,,No,,,
Dorothy Gasque,WA,U.S. House Washington District 3,Representative,Regular,8/7/18,Lost,None,None,-8.5100002,,No,White,Yes,No,No,No,Yes,No,,No,No,,,,Yes,Yes,,No,,,
Martin Hash,WA,U.S. House Washington District 3,Representative,Regular,8/7/18,Lost,None,None,-8.5100002,,No,White,No,No,No,No,Yes,No,,No,No,,,,No,No,,No,,,
Christine Brown,WA,U.S. House Washington District 4,Representative,Regular,8/7/18,Advanced,None,On the Ballot,-25.08,,Yes,White,No,No,No,No,Yes,No,,,,,,,,,,,,,
Lisa Brown,WA,U.S. House Washington District 5,Representative,Regular,8/7/18,Advanced,None,On the Ballot,-14.81,,Yes,White,No,No,Yes,No,No,No,Yes,Yes,Yes,,,,,,,Yes,,,
Jason Rittereiser,WA,U.S. House Washington District 8,Representative,Regular,8/7/18,Lost,None,None,0.12,,No,White,No,No,No,No,No,No,,No,Yes,,,,Yes,,,Yes,,,
Kim Schrier,WA,U.S. House Washington District 8,Representative,Regular,8/7/18,Advanced,None,On the Ballot,0.12,,Yes,White,No,No,No,No,Yes,No,,Yes,Yes,,,,No,,,No,,,
Shannon Hader,WA,U.S. House Washington District 8,Representative,Regular,8/7/18,Lost,None,None,0.12,,No,White,No,No,No,Yes,Yes,No,,No,Yes,,,,No,,,No,,,
Thomas Cramer,WA,U.S. House Washington District 8,Representative,Regular,8/7/18,Lost,None,None,0.12,,No,White,No,No,No,No,No,No,,No,No,,,,No,,,No,,,
Kendra Fershee,WV,U.S. House West Virginia District 1,Representative,Regular,5/8/18,Advanced,None,On the Ballot,-40.41,47.240002,Yes,White,No,No,No,No,No,No,,,,,,,,,,,,,
Ralph Baxter,WV,U.S. House West Virginia District 1,Representative,Regular,5/8/18,Lost,None,None,-40.41,38.119999,No,White,No,No,No,No,No,No,,,,,,,,,,,,,
Tom Payne,WV,U.S. House West Virginia District 1,Representative,Regular,5/8/18,Lost,None,None,-40.41,14.64,No,White,Yes,No,No,No,Yes,No,,,,,,,,,,,,,
Aaron Scheinberg,WV,U.S. House West Virginia District 2,Representative,Regular,5/8/18,Lost,None,None,-35.330002,37.43,No,White,Yes,No,No,No,No,No,,,,,,,,,,,,Yes,
Talley Sergent,WV,U.S. House West Virginia District 2,Representative,Regular,5/8/18,Advanced,None,On the Ballot,-35.330002,62.57,Yes,White,No,No,No,No,No,Yes,,,,,,,,,,,,No,
Janice Hagerman,WV,U.S. House West Virginia District 3,Representative,Regular,5/8/18,Lost,None,None,-47.48,7.2399998,No,White,No,No,No,No,No,No,,,,,,,,,,,No,No,
Paul Davis,WV,U.S. House West Virginia District 3,Representative,Regular,5/8/18,Lost,None,None,-47.48,15.96,No,White,No,No,No,No,No,No,,,,,,,,,,,No,No,
Richard Ojeda,WV,U.S. House West Virginia District 3,Representative,Regular,5/8/18,Advanced,None,On the Ballot,-47.48,52.16,Yes,Nonwhite,Yes,No,Yes,No,No,No,,,,,,,,,,,Yes,Yes,
Shirley Love,WV,U.S. House West Virginia District 3,Representative,Regular,5/8/18,Lost,None,None,-47.48,24.639999,No,White,No,No,No,No,No,No,,,,,,,,,,,No,No,
