YEAR,GoogleKnowlege_Occupation,Show,Group,Raw_Guest_List
2015,rock band,5/7/15,Musician,Mumford & Sons
2015,armed forces officer,6/1/15,Military,Stanley McChrystal
2015,stand-up comedian,6/10/15,Comedy,Colin Quinn
2015,actor,6/11/15,Acting,Mark Ruffalo
2015,screenwriter,6/15/15,Media,Judd Apatow
2015,actor,6/16/15,Acting,Aziz Ansari
2015,us president,6/17/15,Politician,Bill Clinton
2015,activist,6/18/15,Advocacy,Malala Yousafzai
2015,nyc mayor,6/2/15,Politician,Bill de Blasio
2015,united states senator,6/22/15,Politician,Al Franken
2015,television Series Creator,6/23/15,Media,Seth MacFarlane
2015,legal analyst,6/24/15,Misc,Andrew Napolitano
2015,Comedian,6/25/15,Comedy,Richard Lewis
2015,actress,6/29/15,Acting,Taylor Schilling
2015,actress,6/3/15,Acting,Melissa McCarthy
2015,actor,6/30/15,Acting,Jon Hamm
2015,actor,6/4/15,Acting,Steve Buscemi
2015,First Minister of Scotland,6/8/15,Politician,Nicola Sturgeon
2015,actor,6/9/15,Acting,Nick Offerman
2015,United States Senator,7/1/15,Politician,Kirsten Gillibrand
2015,Author,7/2/15,Media,Sarah Vowell
2015,actor,7/20/15,Acting,Paul Rudd
2015,us president,7/21/15,Politician,Barack Obama
2015,actor,7/22/15,Acting,Jake Gyllenhaal
2015,Writer,7/23/15,Media,Ta-Nehisi Coates
2015,author,7/27/15,Media,David McCullough
2015,actor,7/28/15,Acting,Tom Cruise
2015,biographer,7/29/15,Media,Doris Kearns Goodwin
2015,director,7/30/15,Media,J. J. Abrams
2015,stand-up comedian,8/3/15,Comedy,Amy Schumer
2015,actor,8/4/15,Acting,Denis Leary
2015,comedian,8/5/15,Comedy,Louis C.K.
