"food","characteristic","p_values"
"GROUP_HOT_DOG_BEEF_OR_PORK_TOTAL_GRAMS","cat",0.251754
"SALTFREQ","Dems",0.25176
"LUNCHMEATFREQ","atheist",0.251785
"MEATBALLSQUAN","rash",0.251818
"GROUP_MUSTARD_BBQ_SAUCE_SOY_SAUCE_ETC_TOTAL_GRAMS","favCable",0.251834
"KCAL_EXPENDITURE_RECR","uhCrash",0.251865
"F18D2CLA","noCrash",0.251886
"GROUP_SPAGHETTI_WITH_MEAT_TOTAL_GRAMS","heart_disease",0.25192
"GROUP_BEER_LIGHT_LOW_CARB_TOTAL_GRAMS","cancer",0.251924
"SALADDRESSINGSTYPE","Jewish",0.251949
"CYS_G","diabetes",0.251987
"DT_IRON","right_hand",0.25199
"ADD_SUGARS","Jewish",0.252116
"GROUP_ICE_TEA_HOME_NO_SUGAR_TOTAL_GRAMS","cancer",0.252183
"GROUP_STEAK_ROAST_TOTAL_GRAMS","favCable",0.252199
"GLUS","right_hand",0.25235
"CREAMINCOFFEE","right_hand",0.252363
"HAMBURGERQUAN","currently_smoke",0.252363
"HAMBURGERQUAN","belly",0.252363
"OTHERCRACKERSFREQ","quit_smoking",0.252377
"GROUP_YOGURT_PLAIN_FULL_FAT_TOTAL_GRAMS","unfavCable",0.252514
"COLDCEREALQUAN","favCable",0.252597
"VITAMINEQUAN","readingMath",0.252611
"PF_SOY","left_hand",0.252615
"THEAFLV3PG","rash",0.252646
"GROUP_BREAD_MULTI_GRAIN_TOTAL_GRAMS","dog",0.252689
"DT_S120","atheist",0.252789
"SUP_CA","heart_disease",0.252806
"CABBAGEFREQ","quit_smoking",0.252836
"GROUP_KETCHUP_SALSA_TOTAL_GRAMS","right_hand",0.252838
"GROUP_TORTILLAS_FLOUR_WHEAT_TOTAL_GRAMS","uhCrash",0.252862
"ENERGYDRINKSTYPE","noCrash",0.252928
"CALCIUMQUAN","belly",0.252956
"F14D1","left_hand",0.252959
"MET_G","heart_disease",0.253098
"DELPH","unfavCable",0.253115
"LUNCHMEATQUAN","cancer",0.25316
"ONEADAYYEARS","belly",0.253215
"ONEADAYYEARS","currently_smoke",0.253215
"GROUP_TUNA_TUNA_IN_DISHES_TOTAL_GRAMS","uhCrash",0.253219
"PF_SOY","never_smoked",0.253232
"PF_SOY","ever_smoked",0.253232
"SUP_CU","quit_smoking",0.253265
"DT_ATOC","currently_smoke",0.253332
"CHOCOLATECANDYQUAN","rash",0.253349
"CHICKENSKINTYPE","cancer",0.253351
"GROUP_A_SUGBEV_TOTAL_FREQUENCY","favCable",0.253355
"HEAVYWORKTIME","never_smoked",0.253361
"HEAVYWORKTIME","ever_smoked",0.253361
"DT_PHOS","smoke_rarely",0.253419
"SUP_VITE","dog",0.253432
"GROUP_TABLE_SALT_TOTAL_GRAMS","currently_smoke",0.253452
"YOGURTTYPE","cancer",0.253463
"SOMEJUICEFREQ","noCrash",0.253492
"GROUP_LUNCH_MEATS_POULTRY_LOW_FAT_TOTAL_GRAMS","diabetes",0.253505
"T_FLAVONOLS","right_hand",0.253527
"DT_S140","right_hand",0.253536
"V_REDOR_TOMATO","uhCrash",0.253536
"GROUP_TABLE_SALT_TOTAL_GRAMS","belly",0.253562
"GROUP_DRINKS_WITH_SOME_JUICE_TOTAL_GRAMS","heart_disease",0.253586
"M_SOY_ND","never_smoked",0.253624
"M_SOY_ND","ever_smoked",0.253624
"FRIESFREQ","smoke_rarely",0.253705
"GROUP_ORANGE_TANGERINE_GRAPEFRUIT_FRESH_TOTAL_GRAMS","favCable",0.253792
"MEALREPLACEMENTDRINKSTYPE","neutralCable",0.253813
"IRONAMOUNT","belly",0.253843
"BANANASQUAN","yesCrash",0.253875
"OTHERPIESQUAN","left_hand",0.253875
"GROUP_RAISINS_DRIED_FRUIT_TOTAL_GRAMS","Jewish",0.253879
"TOCPHB","right_hand",0.254004
"SWEETPOTATOESQUAN","cancer",0.254012
"SODAQUAN","yesCrash",0.254091
"RAWTOMATOESQUAN","left_hand",0.254125
"GROUP_STEAK_ROAST_FAT_OFF_TOTAL_GRAMS","left_hand",0.254152
"CAKESQUAN","rash",0.254174
"PF_TOTAL","belly",0.254174
"BCOMPLEXTYPEVITSYEARS","unfavCable",0.254297
"VIGMINS","heart_disease",0.254374
"COOKIESQUAN","cancer",0.254378
"BAGELFREQ","cancer",0.254411
"DT_CAFFN","mathReading",0.254466
"DT_P184","ever_smoked",0.254482
"DT_P184","never_smoked",0.254482
"DT_POTA","mathReading",0.254497
"GROUP_SOY_MILK_TOTAL_GRAMS","neutralCable",0.254508
"SAUCEICECREAMQUAN","readingMath",0.254681
"GROUP_SWEET_POTATO_YAM_TOTAL_GRAMS","rash",0.254746
"GROUP_HIGH_OMEGA3_FISH_TOTAL_GRAMS","yesCrash",0.254763
"DT_MAGN","currently_smoke",0.25486
"PASTRIESFREQ","left_hand",0.254887
"RIBSQUAN","ever_smoked",0.254898
"RIBSQUAN","never_smoked",0.254898
"GROUP_EGG_ROLLS_WANTONS_DUMPLINGS_SAMOSAS_TOTAL_GRAMS","diabetes",0.254914
"COOKEDGREENSFREQ","quit_smoking",0.254918
"DT_S180","neutralCable",0.254928
"GROUP_WHITE_POTATOES_NOT_FRIED_TOTAL_GRAMS","diabetes",0.254998
"CANNEDFRUITFREQ","smoke_rarely",0.255089
"GROUP_OTHER_NOODLES_PASTA_MIX_TOTAL_GRAMS","heart_disease",0.255112
"GROUP_PUDDING_CUSTARD_FLAN_TOTAL_GRAMS","rash",0.255123
"F18D2I","noCrash",0.255128
"OMEGASUPPYEARS","noCrash",0.255177
"DT_TFOL","Dems",0.255202
"F18D2TT","smoke_rarely",0.255208
"GROUP_LUNCH_MEATS_POULTRY_LOW_FAT_TOTAL_GRAMS","Dems",0.25521
"DT_FIBE","currently_smoke",0.255235
"FATRNP","neutralCable",0.255248
"MARGARINEFREQ","unfavCable",0.255267
"OTHERNOODLESFREQ","favCable",0.255311
"GROUP_ICE_TEA_HOME_NO_SUGAR_TOTAL_GRAMS","never_smoked",0.255319
"GROUP_ICE_TEA_HOME_NO_SUGAR_TOTAL_GRAMS","ever_smoked",0.255319
"GROUP_WALNUTS_FLAX_SEEDS_TOTAL_GRAMS","rash",0.255342
"DT_S040","right_hand",0.255344
"APPLESFREQ","uhCrash",0.255378
"GROUP_PUDDING_CUSTARD_FLAN_TOTAL_GRAMS","uhCrash",0.255391
"OTHERFISHFREQ","right_hand",0.255418
"SUP_SE","noCrash",0.255424
"ICECREAMFREQ","atheist",0.255483
"T_FLAVONOLS","cat",0.255505
"APPLESFREQ","smoke_rarely",0.255525
"LYS_G","smoke_rarely",0.25553
"TOCPHD","currently_smoke",0.255632
"CABBAGEQUAN","uhCrash",0.255717
"FROSTEDFLAKESTYPE","never_smoked",0.255737
"OATSQUARESTYPE","never_smoked",0.255737
"OATSQUARESTYPE","ever_smoked",0.255737
"FROSTEDFLAKESTYPE","ever_smoked",0.255737
"WHOLEGRAINCEREALQUAN","smoke_rarely",0.255737
"FROSTEDFLAKESTYPE","readingMath",0.255737
"OATSQUARESTYPE","readingMath",0.255737
"EATFISH","never_smoked",0.255737
"EATFISH","ever_smoked",0.255737
"OTHERUNSWEETCEREALTYPE","readingMath",0.255737
"DT_P184","neutralCable",0.255773
"BARBECUESAUCEFREQ","mathReading",0.255804
"GROUP_OATMEAL_SQUARES_OAT_BRAN_TOTAL_GRAMS","atheist",0.255825
"GROUP_PEANUT_BUTTER_NUT_BUTTER_TOTAL_GRAMS","rash",0.255853
"OTHERSOUPFREQ","rash",0.255967
"DT_P205","rash",0.256011
"AVOCADOFREQ","uhCrash",0.256041
"GROUP_GREEN_BEANS_PEAS_TOTAL_GRAMS","uhCrash",0.256057
"OYSTERSQUAN","cancer",0.25615
"GROUP_ORANGE_TANGERINE_GRAPEFRUIT_FRESH_TOTAL_GRAMS","never_smoked",0.256158
"GROUP_ORANGE_TANGERINE_GRAPEFRUIT_FRESH_TOTAL_GRAMS","ever_smoked",0.256158
"GROUP_FRIED_OR_COATED_CHIX_NO_SKIN_TOTAL_GRAMS","quit_smoking",0.256223
"PAC10","smoke_often",0.256227
"OMEGASUPPFREQ","rash",0.256236
"MELONSQUAN","smoke_often",0.256252
"RAWTOMATOESFREQ","smoke_often",0.256296
"MET_G","smoke_rarely",0.256309
"LUNCHMEATFREQ","Jewish",0.256358
"PUDDINGFREQ","atheist",0.256362
"GROUP_CORN_PUFFS_TWISTS_SOY_POTATO_CHIPS_TOTAL_GRAMS","uhCrash",0.256467
"COCKTAILSFREQ","right_hand",0.256505
"GROUP_OTHER_NOODLES_WHITE_PASTA_TOTAL_GRAMS","quit_smoking",0.256526
"BACONSAUSAGEFREQ","never_smoked",0.256557
"BACONSAUSAGEFREQ","ever_smoked",0.256557
"BACONSAUSAGEFREQ","readingMath",0.256557
"DT_SODI","left_hand",0.256574
"GROUP_TACOS_BURRITOS_ENCHILADAS_WITH_MEAT_TOTAL_GRAMS","uhCrash",0.256594
"LEMONADEFREQ","heart_disease",0.256673
"POPCORNQUAN","right_hand",0.256674
"F22D0","quit_smoking",0.256797
"SITSTR","dog",0.256829
"ICEDTEAFREQ","right_hand",0.256903
"EPICATECG3","never_smoked",0.256943
"EPICATECG3","ever_smoked",0.256943
"GROUP_STRAWBERRIES_YEAR_ROUND_TOTAL_GRAMS","left_hand",0.25699
"APIGEN","diabetes",0.257013
"PAC_7","smoke_rarely",0.257027
"COOKINGFATOLIVE","Dems",0.257089
"GROUP_YOGURT_SWEET_LOW_FAT_TOTAL_GRAMS","neutralCable",0.257093
"FLD","cat",0.257104
"JAMFREQ","smoke_often",0.257243
"GROUP_CORN_BREAD_HUSH_PUPPIES_TOTAL_GRAMS","quit_smoking",0.257254
"M_SOY_ND","mathReading",0.25727
"SER_G","Dems",0.257366
"GROUP_HOT_TEA_BOTH_KINDS_TOTAL_GRAMS","mathReading",0.257376
"PHYSTR","Dems",0.257498
"GLYCTEIN","rash",0.257506
"DT_MFAT","neutralCable",0.25751
"DT_P182","diabetes",0.257519
"BARBECUESAUCEFREQ","cancer",0.257522
"USEVITSREGULARLY","quit_smoking",0.257569
"D_SOY","neutralCable",0.257572
"GROUP_BROWN_RICE_DISHES_WITH_TOTAL_GRAMS","Dems",0.257574
"SODAQUAN","neutralCable",0.257601
"SODAQUAN","uhCrash",0.257601
"OTHERBREADSQUAN","Dems",0.257641
"VITAMINB6AMOUNT","favCable",0.25767
"CALCIUMQUAN","neutralCable",0.257673
"GROUP_SANDWICH_BUNS_MIX_TOTAL_GRAMS","mathReading",0.25775
"GROUP_COOK_FAT_CANOLA_SAFFLOWER_OILS_TOTAL_GRAMS","Dems",0.257753
"COLDCEREALQUAN","rash",0.257793
"LIGHTHOUSEFREQ","neutralCable",0.257799
"REGULARHOTTEATYPE","quit_smoking",0.257819
"GROUP_TOMATO_VEGETABLE_JUICE_TOTAL_GRAMS","unfavCable",0.257822
"HAMBURGERQUAN","rash",0.257823
"ENERGYDRINKSTYPE","heart_disease",0.257889
"GROUP_TORTILLAS_FLOUR_WHEAT_TOTAL_GRAMS","rash",0.257909
"VITAMINDQUAN","dog",0.257948
"V_OTHER","cat",0.257984
"WHOLEGRAINCEREALQUAN","uhCrash",0.257989
"OXALIC_ACID","Jewish",0.258068
"F_TOTAL","right_hand",0.258123
"PSFRUIT","right_hand",0.258123
"DONUTSQUAN","uhCrash",0.258128
"DT_COPP","smoke_rarely",0.258147
"GROUP_DONUTS_TOTAL_GRAMS","currently_smoke",0.258151
"VITAMINB6YEARS","dog",0.258197
"GROUP_MEAT_LOAF_MEAT_BALLS_TOTAL_GRAMS","readingMath",0.258285
"PAC_3","smoke_often",0.258374
"D_MILK","right_hand",0.258455
"ICECREAMQUAN","currently_smoke",0.258456
"PIZZAFREQ","belly",0.258531
"F13D0","currently_smoke",0.258554
"REGULARCOFFEETYPE","smoke_often",0.258596
"COOKINGFATPAMORNONE","readingMath",0.258607
"GROUP_BEER_NON_ALCOHOLIC_TOTAL_GRAMS","mathReading",0.258632
"GROUP_WATER_BOTTLED_OR_TAP_TOTAL_GRAMS","cancer",0.258646
"DT_VB12","Jewish",0.258673
"GROUP_OATMEAL_SQUARES_OAT_BRAN_TOTAL_GRAMS","readingMath",0.258726
"GROUP_OATMEAL_SQUARES_OAT_BRAN_TOTAL_GRAMS","never_smoked",0.258726
"GROUP_OATMEAL_SQUARES_OAT_BRAN_TOTAL_GRAMS","ever_smoked",0.258726
"EGGSQUAN","left_hand",0.258741
"EXERGYMFREQ","dog",0.258798
"LEU_G","diabetes",0.258816
"RECRMINS","diabetes",0.258828
"TOMATOJUICEQUAN","left_hand",0.259012
"TOMATOJUICEQUAN","yesCrash",0.259012
"SUP_MG","right_hand",0.259045
"SLICEDCHEESEFREQ","cancer",0.259093
"DT_FIBER_INSOL","Jewish",0.259118
"CARROTSFREQ","mathReading",0.259152
"GROUP_RAISINS_DRIED_FRUIT_TOTAL_GRAMS","favCable",0.259158
"PEANUTBUTTERFREQ","currently_smoke",0.259168
"V_STARCHY_POTATO","cat",0.259265
"PSVEGPOT","cat",0.259265
"HYP","heart_disease",0.25927
"T_FLAVANONES","uhCrash",0.259388
"GROUP_WHOLE_GRAIN_CRACKERS_LOW_FAT_TOTAL_GRAMS","cat",0.25943
"DT_M181","neutralCable",0.259466
"POPCORNTYPE","never_smoked",0.259499
"POPCORNTYPE","ever_smoked",0.259499
"ENERGYDRINKSTYPE","mathReading",0.259507
"GROUP_PROTEIN_ENERGY_BARS_TOTAL_GRAMS","readingMath",0.25953
"FRIEDORBREADEDCHICKENQUAN","diabetes",0.259592
"GROUP_ENERGY_DRINKS_LOW_SUGAR_TOTAL_GRAMS","dog",0.2596
"ERIODICTYL","atheist",0.259654
"GROUP_YOGURT_SWEET_LOW_FAT_TOTAL_GRAMS","heart_disease",0.259692
"ANTIOXIDANTCOMBOAMOUNT","uhCrash",0.259795
"EXERGYMTIME","never_smoked",0.259875
"EXERGYMTIME","ever_smoked",0.259875
"OTHERFISHFREQ","currently_smoke",0.259882
"M_SOY_ND","left_hand",0.259885
"GROUP_PEACH_NECTARINE_TOTAL_GRAMS","noCrash",0.259898
"D_SOY","heart_disease",0.259949
"WINEFREQ","yesCrash",0.259974
"GRITSQUAN","quit_smoking",0.260116
"DT_M221","belly",0.260143
"MILKQUAN","noCrash",0.260172
"CHEERIOSHONNUTTYPE","atheist",0.260172
"CEREALBARSQUAN","atheist",0.260172
"EXERGYMTIME","right_hand",0.260185
"DT_COPP","atheist",0.260222
"MET_G","yesCrash",0.260371
"TACOQUAN","mathReading",0.260411
"LEMONADEQUAN","smoke_often",0.260416
"D_TOTAL","cat",0.260472
"PSDAIRY","cat",0.260472
"MODMINS","uhCrash",0.260484
"WHITERICEQUAN","unfavCable",0.260536
"JOBWALKFREQ","dog",0.260544
"COCKTAILSFREQ","cancer",0.260561
"SUP_SE","right_hand",0.260565
"DT_PROT_ANIMAL","favCable",0.260584
"MEATBALLSQUAN","mathReading",0.260586
"REFRIEDBEANSQUAN","readingMath",0.26066
"FATOILFREQ","quit_smoking",0.260839
"GRANOLATYPE","belly",0.260933
"MILKFREQ","heart_disease",0.260941
"GROUP_CORN_TOTAL_GRAMS","ever_smoked",0.261016
"GROUP_CORN_TOTAL_GRAMS","never_smoked",0.261016
"GROUP_PUDDING_CUSTARD_FLAN_TOTAL_GRAMS","currently_smoke",0.261024
"GROUP_MARGARINE_AT_TABLE_TOTAL_GRAMS","mathReading",0.261026
"GROUP_WALNUTS_FLAX_SEEDS_TOTAL_GRAMS","cancer",0.261102
"GROUP_TUNA_TUNA_IN_DISHES_TOTAL_GRAMS","neutralCable",0.261148
"ZINCAMOUNT","yesCrash",0.26117
"BUTTERQUAN","favCable",0.261223
"COFFEEQUAN","Dems",0.261255
"ILE_G","yesCrash",0.261289
"GROUP_POULTRY_UNCOATED_TOTAL_GRAMS","unfavCable",0.261347
"DT_M201","heart_disease",0.26139
"PASTRIESFREQ","right_hand",0.261392
"SUP_VITD","unfavCable",0.261527
"BROWNRICEQUAN","never_smoked",0.26155
"BROWNRICEQUAN","ever_smoked",0.26155
"DELPH","noCrash",0.261581
"HAMBURGERFREQ","diabetes",0.261607
"VITAMINEAMOUNT","belly",0.261651
"PUMPKINPIEFREQ","mathReading",0.261661
"GROUP_ANY_OTHER_VEGETABLE_TOTAL_GRAMS","smoke_often",0.261683
"OTHERCANDIESQUAN","diabetes",0.261734
"TOCTRA","yesCrash",0.261757
"GROUP_HOT_DOG_POULTRY_LOW_FAT_TOTAL_GRAMS","never_smoked",0.261761
"GROUP_HOT_DOG_POULTRY_LOW_FAT_TOTAL_GRAMS","ever_smoked",0.261761
"ERGCAL","smoke_often",0.261774
"F16D1C","neutralCable",0.261775
"SUP_VITC","never_smoked",0.261812
"SUP_VITC","ever_smoked",0.261812
"LIGHTHOUSETIME","atheist",0.261817
"LUTEOL","cancer",0.261821
"T_FLAVONOLS","yesCrash",0.261831
"GLUS","left_hand",0.261936
"A_NUT_S","heart_disease",0.261953
"F22D1T","left_hand",0.262011
"GROUP_WHITE_POTATOES_NOT_FRIED_TOTAL_GRAMS","rash",0.262017
"F15D0","cancer",0.262027
"VITAMINAAMOUNT","neutralCable",0.262031
"SUP_IRON","currently_smoke",0.262085
"GROUP_LOW_FAT_1_PCT_MILK_TOTAL_GRAMS","cat",0.262177
"GROUP_POPCORN_AIR_POP_FAT_FREE_TOTAL_GRAMS","Dems",0.2623
"GROUP_MIXED_DISH_WITH_BEEF_PORK_TOTAL_GRAMS","atheist",0.262324
"GROUP_COTTAGE_CHEESE_RICOTTA_TOTAL_GRAMS","dog",0.262357
"CORNCHIPSQUAN","right_hand",0.262363
"GROUP_RIBS_SPARERIBS_BBQ_TOTAL_GRAMS","noCrash",0.262422
"CHOLNSM","smoke_rarely",0.262455
"GROUP_SALAD_DRESSING_REGULAR_TOTAL_GRAMS","yesCrash",0.262522
"OTHERNUTSFREQ","yesCrash",0.262571
"TORTILLASFREQ","smoke_often",0.262675
"GROUP_GATORADE_POWERADE_TOTAL_GRAMS","uhCrash",0.262693
"GREENSALADFREQ","belly",0.262751
"F16D1C","atheist",0.262837
"SUP_FOL","readingMath",0.262848
"PF_EGGS","smoke_rarely",0.262886
"PSEGGS","smoke_rarely",0.262886
"PORKCHOPSQUAN","readingMath",0.262935
"OTHERNUTSFREQ","mathReading",0.263078
"CHILDCARETIME","readingMath",0.263088
"NARING","mathReading",0.263109
"GROUP_COFFEE_DECAF_TOTAL_GRAMS","mathReading",0.263192
"GROUP_HAMBURGER_PATTY_TOTAL_GRAMS","heart_disease",0.263197
"GLU_G","currently_smoke",0.263219
"SUP_MG","unfavCable",0.263257
"HOTDOGFREQ","cat",0.263315
"DT_FIBER_SOL","atheist",0.263382
"MELONSFREQ","smoke_often",0.263512
"GROUP_SALAD_DRESSING_OIL_AND_VINEGAR_TOTAL_GRAMS","currently_smoke",0.263554
"VITAMINB12YEARS","readingMath",0.263588
"GREENBEANSQUAN","right_hand",0.263666
"ORANGEJUICETYPE","mathReading",0.263671
"CHOLNSM","noCrash",0.263798
"RAWTOMATOESQUAN","cat",0.263804
"OMEGASUPPFREQ","smoke_rarely",0.263864
"GROUP_MEAT_LOAF_MEAT_BALLS_TOTAL_GRAMS","left_hand",0.263878
"SUP_CA","belly",0.26389
"V_REDOR_TOMATO","diabetes",0.2639
"GROUP_COOKIES_LOW_SUGAR_TOTAL_GRAMS","unfavCable",0.263902
"CORNBREADFREQ","yesCrash",0.263912
"BAGELQUAN","mathReading",0.263942
"T_FLAVONOLS","Dems",0.263962
"CALCIUMQUAN","diabetes",0.263966
"VITAMINCYEARS","left_hand",0.264063
"CABBAGEFREQ","neutralCable",0.264163
"CHOLNGPC","diabetes",0.264184
"GROUP_TORTILLAS_FLOUR_WHEAT_TOTAL_GRAMS","right_hand",0.264217
"F_TOTAL","cancer",0.264242
"PSFRUIT","cancer",0.264242
"F24D1C","cancer",0.264284
"COFFEEQUAN","right_hand",0.264316
"GROUP_OTHER_FISH_DISHES_LOW_OMEGA3_TOTAL_GRAMS","yesCrash",0.264412
"LIGHTHOUSEFREQ","diabetes",0.264492
"TACOQUAN","smoke_often",0.264503
"BEEFPORKDISHQUAN","noCrash",0.264537
"GROUP_PUDDING_CUSTARD_FLAN_TOTAL_GRAMS","atheist",0.264662
"DT_THIA","belly",0.264763
"PHYTIC_ACID","uhCrash",0.264773
"GROUP_OTHER_SOUP_TOTAL_GRAMS","right_hand",0.264883
"COFFEEDRINKSKIND","readingMath",0.265034
"DT_P182","neutralCable",0.265136
"GROUP_SANDWICH_BUNS_MULTIGRAIN_TOTAL_GRAMS","diabetes",0.265213
"EGGSQUAN","right_hand",0.265258
"COLDCEREALFREQ","cat",0.265274
"HOTDOGQUAN","currently_smoke",0.26528
"TOFUFREQ","diabetes",0.265327
"SALMONFREQ","Jewish",0.265338
"R_MEAT_S","dog",0.265417
"VEGETABLESOUPFREQ","heart_disease",0.265492
"EPICATEC","smoke_rarely",0.265511
"HOTTEAQUAN","smoke_often",0.265552
"ICEDTEAFREQ","mathReading",0.265797
"PELARGDIN","neutralCable",0.265838
"MELONSFREQ","rash",0.265871
"GROUP_SODA_SUGAR_NO_CAFFEINE_TOTAL_GRAMS","mathReading",0.265935
"AA_BEV","right_hand",0.265971
"GROUP_RAW_TOMATOES_TOTAL_GRAMS","heart_disease",0.265982
"SUP_NIAC","right_hand",0.265996
"SUP_VITE","favCable",0.266001
"ICECREAMTYPE","right_hand",0.266003
"WHOLEGRAINCRACKERSFREQ","dog",0.266034
"ADSUG_NA","never_smoked",0.266229
"ADSUG_NA","ever_smoked",0.266229
"FATONMEATTYPE","Jewish",0.266232
"PROTEINBARSQUAN","left_hand",0.266279
"V_REDOR_OTHER","cat",0.266292
"HICQUAN","dog",0.266315
"GROUP_CANNED_FRUIT_APPLESAUCE_WITH_CANNED_CITRUS_TOTAL_GRAMS","left_hand",0.266383
"GROUP_CREAM_CHEESE_SOUR_CREAM_DIP_TOTAL_GRAMS","currently_smoke",0.266392
"DT_VB12","heart_disease",0.266492
"GROUP_OTHER_CRACKERS_FILLED_PRETZELS_REGULAR_TOTAL_GRAMS","favCable",0.266585
"DT_SUG_T","dog",0.266624
"OTHERPIESFREQ","smoke_rarely",0.266646
"DT_CARB","diabetes",0.266665
"DT_VARAE","neutralCable",0.266696
"GROUP_POULTRY_UNCOATED_TOTAL_GRAMS","Dems",0.266724
"R_MEAT_S","left_hand",0.266738
"BACONSAUSAGEFREQ","smoke_often",0.266832
"GROUP_APPLES_PEARS_RAW_TOTAL_GRAMS","yesCrash",0.266839
"SUP_OM_3","cat",0.266884
"HISTN_G","smoke_rarely",0.266915
"GROUP_WATER_BOTTLED_OR_TAP_TOTAL_GRAMS","favCable",0.266939
"ICEDTEATYPE","yesCrash",0.26696
"GROUP_RAISINS_DRIED_FRUIT_TOTAL_GRAMS","dog",0.266977
"GROUP_ORANGE_TANGERINE_GRAPEFRUIT_FRESH_TOTAL_GRAMS","mathReading",0.266992
"JOBLIFTFREQ","cat",0.266994
"SALSAQUAN","mathReading",0.266996
"F16D1C","right_hand",0.267046
"GROUP_STEAK_ROAST_FAT_OFF_TOTAL_GRAMS","currently_smoke",0.267048
"DT_B12AD","smoke_often",0.267089
"PIZZAFREQ","right_hand",0.267168
"GROUP_LATTE_CAPPUCCINO_SOY_MILK_TOTAL_GRAMS","cancer",0.267178
"NARING","noCrash",0.267194
"PF_SEAFD_HI","dog",0.26722
"F_OTHER","heart_disease",0.267233
"MEATSUBSTITUTESQUAN","currently_smoke",0.26748
"BUNSQUAN","currently_smoke",0.26748
"OTHERWHOLEGRAINCEREALTYPE","belly",0.26748
"MEATSUBSTITUTESQUAN","belly",0.26748
"OTHERCHICKENDISHFREQ","Dems",0.267553
"POPCORNTYPE","yesCrash",0.267584
"GROUP_LOW_CAL_KOOLAID_TOTAL_GRAMS","uhCrash",0.267641
"OTHERCHICKENDISHFREQ","noCrash",0.267805
"GROUP_TOMATO_VEGETABLE_JUICE_TOTAL_GRAMS","atheist",0.267806
"DT_P183","never_smoked",0.267831
"DT_P183","ever_smoked",0.267831
"VARIETYMEATFREQ","smoke_often",0.267831
"GROUP_REFRIED_BEANS_HUMMUS_TOTAL_GRAMS","diabetes",0.267842
"GROUP_TABLE_SALT_TOTAL_GRAMS","heart_disease",0.267845
"DT_SFAT","neutralCable",0.267878
"DT_PROT_VEGETABLE","cat",0.267883
"GROUP_YOGURT_PLAIN_NON_FAT_TOTAL_GRAMS","Dems",0.267913
"WEEDYARDFREQ","currently_smoke",0.267932
"DT_P225","neutralCable",0.267965
"GROUP_ANY_OTHER_VEGETABLE_TOTAL_GRAMS","right_hand",0.268012
"CORNBREADFREQ","unfavCable",0.268035
"VITAMINDQUAN","currently_smoke",0.268061
"GROUP_PORK_FAT_OFF_TOTAL_GRAMS","left_hand",0.268116
"MEATBALLSFREQ","heart_disease",0.268122
"PEANUTBUTTERQUAN","cat",0.268122
"GROUP_RAW_TOMATOES_TOTAL_GRAMS","rash",0.268169
"RIBSFREQ","noCrash",0.2683
"BRISKWALKFREQ","currently_smoke",0.26832
"GROUP_OTHER_EGGS_OR_OMELETS_TOTAL_GRAMS","noCrash",0.26838
"GROUP_SPECIAL_K_PLAIN_TOTAL_GRAMS","cancer",0.268493
"POPSICLESQUAN","Dems",0.268501
"LIGHTHOUSETIME","smoke_rarely",0.268579
"DT_P184","favCable",0.268582
"GROUP_WHITE_RICE_DISHES_WITH_TOTAL_GRAMS","left_hand",0.268598
"GROUP_COOK_FAT_OLIVE_OIL_TOTAL_GRAMS","Dems",0.268602
"AF_TOT_S","yesCrash",0.268711
"EXERGYMFREQ","readingMath",0.268823
"DT_M201","Dems",0.268833
"PICKLESQUAN","unfavCable",0.268942
"GROUP_BOTH_RED_AND_WHITE_WINE_TOTAL_GRAMS","left_hand",0.268985
"DT_SFAT","right_hand",0.26906
"DT_SFAT","left_hand",0.269064
"GROUP_BEER_REGULAR_TOTAL_GRAMS","quit_smoking",0.269066
"REFRIEDBEANSQUAN","rash",0.269192
"PF_TOTAL","neutralCable",0.269275
"DT_SUG_T","favCable",0.269298
"COLDCEREALFREQ","ever_smoked",0.269316
"COLDCEREALFREQ","never_smoked",0.269316
"BUNSFREQ","smoke_often",0.26932
"VITAMINDAMOUNT","favCable",0.269363
"GROUP_BUTTER_AT_TABLE_TOTAL_GRAMS","mathReading",0.269364
"DHA_EPA","diabetes",0.26938
"DT_BCARO","uhCrash",0.269397
"VITE_IU","heart_disease",0.269449
"METMINS","never_smoked",0.269471
"METMINS","ever_smoked",0.269471
"GROUP_WHITE_RICE_DISHES_WITH_TOTAL_GRAMS","quit_smoking",0.269607
"TOCPHD","smoke_rarely",0.269616
"GROUP_BREAKFAST_SANDWICH_WITH_EGG_OR_MEAT_TOTAL_GRAMS","heart_disease",0.269621
"GROUP_GRANOLA_TOTAL_GRAMS","mathReading",0.269667
"BROWNRICEQUAN","unfavCable",0.269764
"GROUP_TABLE_SALT_TOTAL_GRAMS","left_hand",0.269836
"F_WHOLE","yesCrash",0.269839
"PANCAKEFREQ","ever_smoked",0.26984
"PANCAKEFREQ","never_smoked",0.26984
"CREAMCHEESEFREQ","uhCrash",0.269891
"CAKESTYPE","Dems",0.269947
"TOFUQUAN","cancer",0.269959
"F17D1","right_hand",0.26996
"GROUP_WHITE_RICE_DISHES_WITH_TOTAL_GRAMS","uhCrash",0.270006
"A_DRINKS","right_hand",0.270023
"DT_ALCO","right_hand",0.270024
"TRP_G","currently_smoke",0.270041
"CHILDCARETIME","favCable",0.270157
"GROUP_WATER_BOTTLED_OR_TAP_TOTAL_GRAMS","uhCrash",0.270188
"DT_FIBER_SOL","smoke_often",0.270239
