Title,Date,Federal Reporter Citation,Westlaw Citation,Issue,Weight,Judge1,Judge2,Judge3,Vote1,Vote2,Vote3,Category
Vargas v. Department Of Homeland Security,06/21/06,451 F.3d 1105,2006 WL 1689293,1,1,Hartz,Ebel,Tymkovich,0,0,0,Immigration
Schmitt v. Maurer,06/20/06,451 F.3d 1092,2006 WL 1681326,1,1,Lucero,Baldock,McConnell,0,0,0,Immigration
Ballesteros v. Ashcroft,06/14/06,452 F.3d 1153,2006 WL 1633739,1,1,Henry,McKay,Tymkovich,0,0,0,Immigration
Peter v. Gonzales,06/13/06,183 Fed.Appx. 805,2006 WL 1617862,1,1,Lucero,Ebel,Murphy,0,0,0,Immigration
Bagdassaryan v. Gonzales,05/19/06,178 Fed.Appx. 844,2006 WL 1376919,1,1,Lucero,Ebel,Murphy,1,1,1,Immigration
Rana v. Gonzales,05/18/06,175 Fed.Appx. 988,2006 WL 1389118,1,1,Henry,McKay,Murphy,0,0,0,Immigration
Diallo v. Gonzales,05/12/06,447 F.3d 1274,2006 WL 1305225,1,1,Tymkovich,McKay,Baldock,0,0,0,Immigration
Diallo v. Gonzales,05/04/06,178 Fed.Appx. 833,2006 WL 1174624,1,1,Lucero,Ebel,Murphy,1,1,1,Immigration
Gbogbo v. Gonzales,05/02/06,177 Fed.Appx. 831,2006 WL 1149523,1,1,Tymkovich,McKay,Baldock,0,0,0,Immigration
Huerta v. Gonzales,04/11/06,443 F.3d 753,2006 WL 925634,1,1,Henry,McKay,Tymkovich,0,0,0,Immigration
Zhen v. Gonzales,04/06/06,175 Fed.Appx. 222,2006 WL 895505,1,1,Kelly,Baldock,Murphy,0,0,0,Immigration
Uanreroro v. Gonzales,04/06/06,443 F.3d 1197,2006 WL 895240,1,1,Henry,McKay,Tymkovich,1,1,1,Immigration
Sondh v. Gonzales,03/28/06,172 Fed.Appx. 867,2006 WL 775175,1,1,Hartz,Ebel,Tymkovich,0,0,0,Immigration
Herrera-Ceja v. Gonzales,03/28/06,172 Fed.Appx. 865,2006 WL 775173,1,1,Lucero,Ebel,Murphy,0,0,0,Immigration
Panjaitan v. Gonzales,03/28/06,172 Fed.Appx. 870,2006 WL 775178,1,1,Murphy,Seymour,McConnell,0,0,0,Immigration
Al-Ani v. Gonzales,03/20/06,171 Fed.Appx. 715,2006 WL 689443,1,1,Henry,McKay,Murphy,0,0,0,Immigration
Yan v. Gonzales,03/02/06,438 F.3d 1249,2006 WL 497724,1,1,McConnell,Anderson,Baldock,1,1,1,Immigration
Nava Mier Y Teran v. Gonzales,02/27/06,168 Fed.Appx. 868,2006 WL 459361,1,1,Henry,McKay,Murphy,0,0,0,Immigration
Basnet v. Gonzales,02/23/06,168 Fed.Appx. 278,2006 WL 417499,1,1,Kelly,Seymour,Murphy,1,1,1,Immigration
Ariko v. Gonzales,02/07/06,167 Fed.Appx. 27,2006 WL 281111,1,1,Tacha,Porfilio,Johnson,0,0,0,Immigration
Diakhite v. Gonzales,02/02/06,165 Fed.Appx. 636,2006 WL 245579,1,1,Briscoe,Anderson,Murphy,0,0,0,Immigration
Haimour v. Gonzales,01/31/06,165 Fed.Appx. 594,2006 WL 226042,1,1,Henry,McKay,Murphy,0,0,0,Immigration
Infanzon v. Gonzales,01/24/06,164 Fed.Appx. 743,2006 WL 165039,1,1,Henry,McKay,Murphy,0,0,0,Immigration
Otero v. Gonzales,01/24/06,164 Fed.Appx. 732,2006 WL 165012,1,1,Tymkovich,Porfilio,Baldock,0,0,0,Immigration
Infanzon v. Comfort,01/18/06,167 Fed.Appx. 11,2006 WL 122450,1,1,Briscoe,Lucero,Murphy,0,0,0,Immigration
Wei v. Gonzales,01/09/06,161 Fed.Appx. 795,2006 WL 41225,1,1,Briscoe,McConnell,Tymkovich,0,0,0,Immigration
